# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = linear_regression_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = linear_regression_2.data.R
# init = 2 (Default)
# random
#   seed = 2734863175
# output
#   file = linear_regression_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,sigma,linpred.1,linpred.2,linpred.3,linpred.4,linpred.5,linpred.6,linpred.7,linpred.8,linpred.9,linpred.10,linpred.11,linpred.12,linpred.13,linpred.14,linpred.15,linpred.16,linpred.17,linpred.18,linpred.19,linpred.20,linpred.21,linpred.22,linpred.23,linpred.24,linpred.25,linpred.26,linpred.27,linpred.28,linpred.29,linpred.30,linpred.31,linpred.32,linpred.33,linpred.34,linpred.35,linpred.36,linpred.37,linpred.38,linpred.39,linpred.40,linpred.41,linpred.42,linpred.43,linpred.44,linpred.45,linpred.46,linpred.47,linpred.48,linpred.49,linpred.50,linpred.51,linpred.52,linpred.53,linpred.54,linpred.55,linpred.56,linpred.57,linpred.58,linpred.59,linpred.60,linpred.61,linpred.62,linpred.63,linpred.64,linpred.65,linpred.66,linpred.67,linpred.68,linpred.69,linpred.70,linpred.71,linpred.72,linpred.73,linpred.74,linpred.75,linpred.76,linpred.77,linpred.78,linpred.79,linpred.80,linpred.81,linpred.82,linpred.83,linpred.84,linpred.85,linpred.86,linpred.87,linpred.88,linpred.89,linpred.90,linpred.91,linpred.92,linpred.93,linpred.94,linpred.95,linpred.96,linpred.97,linpred.98,linpred.99,linpred.100,linpred.101,linpred.102,linpred.103,linpred.104,linpred.105,linpred.106,linpred.107,linpred.108,linpred.109,linpred.110,linpred.111,linpred.112,linpred.113,linpred.114,linpred.115,linpred.116,linpred.117,linpred.118,linpred.119,linpred.120,linpred.121,linpred.122,linpred.123,linpred.124,linpred.125,linpred.126,linpred.127,linpred.128,linpred.129,linpred.130,linpred.131,linpred.132,linpred.133,linpred.134,linpred.135,linpred.136,linpred.137,linpred.138,linpred.139,linpred.140,linpred.141,linpred.142,linpred.143,linpred.144,linpred.145,linpred.146,linpred.147,linpred.148,linpred.149,linpred.150,linpred.151,linpred.152,linpred.153,linpred.154,linpred.155,linpred.156,linpred.157,linpred.158,linpred.159,linpred.160,linpred.161,linpred.162,linpred.163,linpred.164,linpred.165,linpred.166,linpred.167,linpred.168,linpred.169,linpred.170,linpred.171,linpred.172,linpred.173,linpred.174,linpred.175,linpred.176,linpred.177,linpred.178,linpred.179,linpred.180,linpred.181,linpred.182,linpred.183,linpred.184,linpred.185,linpred.186,linpred.187,linpred.188,linpred.189,linpred.190,linpred.191,linpred.192,linpred.193,linpred.194,linpred.195,linpred.196,linpred.197,linpred.198,linpred.199,linpred.200,linpred.201,linpred.202,linpred.203,linpred.204,linpred.205,linpred.206,linpred.207,linpred.208,linpred.209,linpred.210,linpred.211,linpred.212,linpred.213,linpred.214,linpred.215,linpred.216,linpred.217,linpred.218,linpred.219,linpred.220,linpred.221,linpred.222,linpred.223,linpred.224,linpred.225,linpred.226,linpred.227,linpred.228,linpred.229,linpred.230,linpred.231,linpred.232,linpred.233,linpred.234,linpred.235,linpred.236,linpred.237,linpred.238,linpred.239,linpred.240,linpred.241,linpred.242,linpred.243,linpred.244,linpred.245,linpred.246,linpred.247
# Adaptation terminated
# Step size = 0.719432
# Diagonal elements of inverse mass matrix:
# 0.00146316, 0.00168968, 0.000902921
-21.3007,0.992141,0.719432,3,7,0,22.4331,0.00207769,0.800882,0.673081,0.367656,-0.433543,2.22325,1.30412,-1.2174,1.18273,-0.44048,-1.0752,0.457835,-0.305213,-0.256655,-1.1411,-0.551469,-0.89484,-0.773446,-0.731825,-1.13069,0.31563,0.561886,0.558418,-0.697141,0.620849,-0.437012,-0.0208041,1.68565,-0.0728301,1.16192,0.131805,0.391935,0.905258,0.343377,-0.294807,-1.0197,1.35962,-0.932992,0.426619,-0.91565,0.287883,0.301757,1.55732,0.291352,-0.197692,0.665938,0.717976,-0.658989,1.33187,-0.24625,-1.19312,-0.475164,-1.481,1.49835,-0.22544,-0.596558,0.138742,-0.454354,0.339909,-0.312149,1.01278,0.66247,-0.773446,1.82785,0.38153,-0.676331,-0.0312093,0.371125,-0.482101,0.780494,1.0544,1.29025,-0.315618,-0.475164,0.59657,-0.0589565,0.138742,-0.350302,0.815079,-0.0867037,-1.54343,1.4602,0.960752,-1.0197,0.492519,1.48448,-0.33296,0.655533,2.07758,0.509861,-1.62667,-1.16537,0.10059,-0.114451,0.0901846,-0.711015,-0.447417,0.0520322,1.07868,0.915663,-0.70061,-0.541064,0.815079,-0.752636,-0.648584,-1.68217,0.655533,-0.433543,0.0208166,-1.10294,0.0485638,0.40234,0.104058,-0.804662,-0.72142,0.659002,0.0953663,-0.658989,-0.197692,-1.58505,0.076311,-0.82894,-1.06826,0.378061,0.190768,-0.447417,-1.00583,-0.991955,1.43592,-0.749167,-1.05439,-0.433543,-0.00693054,0.686749,-0.842814,1.6683,-0.0485513,-0.0514468,-0.0312093,-0.0242725,-0.530658,-1.47406,0.579225,1.02318,-0.946866,-0.52719,0.707559,-0.104046,0.620223,-1.37348,-0.117919,-1.33533,-0.624305,-1.0856,0.745711,0.114463,0.537608,-0.166477,0.874042,0.717964,-1.29371,1.80357,-0.59309,-0.107514,1.1966,0.0312218,-0.426606,-0.357239,-0.280964,-0.489038,0.169958,0.371125,0.450898,0.128337,0.988499,-0.156072,-0.169945,1.02665,-0.0173357,0.291352,-1.60933,1.42205,0.326036,0.041627,0.0867162,0.495987,1.37349,-0.579216,0.181007,0.55495,-0.0867037,-0.495974,-0.887903,6.25123e-06,-0.173414,0.232389,-0.645115,-1.22781,-0.676331,0.471708,-0.135261,0.752648,-0.100577,0.412745,0.22892,1.41858,0.461303,0.326036,0.506392,0.787332,-0.96074,0.46824,-0.82894,0.301757,1.29372,1.14805,-0.215034,-1.30064,-1.39082,0.159552,-0.485569,0.676344,0.0381586,0.0485638,0.544544,0.780395,-0.117919,-1.13763,0.239326,-0.360707,-0.809981,-0.186025,1.07868,-0.22544,-0.617368,-0.18035,0.960752,-0.780383,-0.24625,-1.09254,-0.0728301,-0.825472,-0.0867037,-0.0971088,0.374593,-0.662457,0.270541,-1.29371,1.1307,0.94341
-21.3612,0.994154,0.719432,3,7,0,22.2141,-0.0243625,0.704938,0.64811,0.297421,-0.407797,1.93072,1.1217,-1.09775,1.01485,-0.413903,-0.972582,0.376796,-0.29484,-0.2521,-1.03059,-0.511595,-0.813831,-0.70698,-0.670346,-1.02143,0.251627,0.468382,0.465329,-0.639817,0.520281,-0.41085,-0.0445031,1.45752,-0.0902965,0.996532,0.089824,0.318791,0.770618,0.27605,-0.285681,-0.923735,1.17055,-0.847413,0.34932,-0.832149,0.227204,0.239416,1.34456,0.230257,-0.200201,0.559969,0.605773,-0.606235,1.14612,-0.242941,-1.07638,-0.444432,-1.32977,1.29266,-0.224624,-0.551283,0.0959298,-0.426114,0.272997,-0.300946,0.865258,0.556916,-0.70698,1.58269,0.309632,-0.621499,-0.0536618,0.300473,-0.450537,0.660801,0.901893,1.10949,-0.303999,-0.444432,0.498911,-0.0780849,0.0959298,-0.334528,0.691243,-0.102508,-1.38472,1.25908,0.819465,-0.923735,0.407325,1.28045,-0.319263,0.55081,1.8025,0.422589,-1.45799,-1.05196,0.062348,-0.126931,0.0531893,-0.652028,-0.420009,0.0196076,0.923263,0.779777,-0.64287,-0.502437,0.691243,-0.688663,-0.597076,-1.50684,0.55081,-0.407797,-0.00786845,-0.997005,0.0165547,0.327949,0.0654009,-0.734456,-0.661187,0.553863,0.0577503,-0.606235,-0.200201,-1.42136,0.0409778,-0.755826,-0.966476,0.306579,0.141723,-0.420009,-0.911524,-0.899312,1.23771,-0.68561,-0.954264,-0.407797,-0.0322916,0.578286,-0.768038,1.44225,-0.0689262,-0.0714748,-0.0536618,-0.047556,-0.493278,-1.32366,0.483644,0.874417,-0.859625,-0.490225,0.596604,-0.117772,0.51973,-1.23513,-0.129984,-1.20155,-0.575706,-0.98174,0.630186,0.0745596,0.447012,-0.172724,0.743142,0.605762,-1.16491,1.56132,-0.54823,-0.120825,1.02706,0.00129022,-0.401691,-0.340633,-0.273497,-0.456643,0.123406,0.300473,0.37069,0.0867711,0.843888,-0.163566,-0.175777,0.87747,-0.0414502,0.230257,-1.44273,1.2255,0.260786,0.0104489,0.0501365,0.410377,1.18276,-0.536018,0.133132,0.462277,-0.102508,-0.462749,-0.807726,-0.0261858,-0.17883,0.178358,-0.594023,-1.10691,-0.621499,0.389007,-0.145248,0.636291,-0.11472,0.337108,0.175305,1.22245,0.379849,0.260786,0.419536,0.66682,-0.871836,0.385954,-0.755826,0.239416,1.11254,0.984321,-0.215465,-1.17102,-1.25039,0.114247,-0.45359,0.569128,0.007396,0.0165547,0.453118,0.660714,-0.129984,-1.02753,0.184464,-0.343686,-0.739138,-0.189931,0.923263,-0.224624,-0.5696,-0.184936,0.819465,-0.713086,-0.242941,-0.987846,-0.0902965,-0.752774,-0.102508,-0.111667,0.303526,-0.609288,0.21194,-1.16491,0.969056,0.8042
-21.4073,0.990539,0.719432,3,7,0,22.1974,0.0129091,0.789325,0.688703,0.373212,-0.416426,2.20203,1.29617,-1.18897,1.17652,-0.423263,-1.04882,0.462089,-0.289947,-0.24209,-1.11377,-0.53265,-0.871066,-0.751424,-0.710404,-1.10351,0.321937,0.56464,0.561221,-0.67622,0.622752,-0.419844,-0.00964258,1.67218,-0.0609178,1.15601,0.140765,0.397141,0.903056,0.349284,-0.279692,-0.994127,1.35086,-0.908668,0.431324,-0.891576,0.29459,0.308264,1.54571,0.298009,-0.183978,0.66719,0.718477,-0.638618,1.32351,-0.231835,-1.16504,-0.457446,-1.44877,1.48759,-0.211325,-0.577088,0.147601,-0.436936,0.345866,-0.296784,1.00902,0.663772,-0.751424,1.81234,0.386886,-0.65571,-0.0198976,0.376631,-0.464283,0.780092,1.05005,1.28249,-0.300202,-0.457446,0.598823,-0.0472444,0.147601,-0.334386,0.814179,-0.0745912,-1.5103,1.44999,0.95775,-0.994127,0.496273,1.47392,-0.317294,0.656935,2.05846,0.513365,-1.59234,-1.1377,0.11,-0.101938,0.0997445,-0.689894,-0.430099,0.0621427,1.07397,0.913311,-0.679639,-0.522395,0.814179,-0.730914,-0.628363,-1.64703,0.656935,-0.416426,0.0313776,-1.07617,0.0587244,0.407396,0.113418,-0.782189,-0.700149,0.660353,0.104851,-0.638618,-0.183978,-1.55132,0.0860711,-0.806118,-1.04198,0.383467,0.198877,-0.430099,-0.980453,-0.96678,1.42606,-0.727496,-1.02831,-0.416426,0.00403081,0.6877,-0.819791,1.65509,-0.0369894,-0.039843,-0.0198976,-0.0130609,-0.51214,-1.44193,0.581728,1.01928,-0.922341,-0.508721,0.70821,-0.0916829,0.622134,-1.3428,-0.105356,-1.3052,-0.604435,-1.05908,0.745812,0.123673,0.540711,-0.153213,0.872291,0.718465,-1.26418,1.78841,-0.57367,-0.0951013,1.1902,0.0416326,-0.409589,-0.341222,-0.266049,-0.471119,0.178367,0.376631,0.455253,0.137346,0.985096,-0.142958,-0.156632,1.0227,-0.00622423,0.298009,-1.57525,1.41239,0.332192,0.0518877,0.0963262,0.499691,1.36453,-0.559996,0.189257,0.557803,-0.0745912,-0.477956,-0.864229,0.0108675,-0.16005,0.239897,-0.624945,-1.19923,-0.65571,0.475763,-0.122448,0.752649,-0.0882646,0.417651,0.236478,1.40897,0.465508,0.332192,0.509946,0.786832,-0.936015,0.472344,-0.806118,0.308264,1.28591,1.14234,-0.20107,-1.27101,-1.35989,0.168111,-0.467701,0.677445,0.0484693,0.0587244,0.547548,0.779996,-0.105356,-1.11035,0.246733,-0.344641,-0.787431,-0.17248,1.07397,-0.211325,-0.597598,-0.166887,0.95775,-0.758261,-0.231835,-1.06591,-0.0609178,-0.802699,-0.0745912,-0.0848462,0.380049,-0.642037,0.277499,-1.26418,1.12525,0.940658
-21.7636,0.98397,0.719432,3,7,0,22.2854,0.0054394,0.815913,0.671772,0.377879,-0.438357,2.2683,1.33192,-1.23693,1.20825,-0.445424,-1.09205,0.46975,-0.307618,-0.258149,-1.15919,-0.558496,-0.908311,-0.784639,-0.742237,-1.14859,0.324877,0.575754,0.572221,-0.706902,0.635824,-0.441891,-0.0178719,1.72061,-0.0708742,1.18705,0.137602,0.402613,0.92557,0.353145,-0.297018,-1.03552,1.38846,-0.94718,0.437948,-0.929512,0.296609,0.310743,1.58987,0.300142,-0.19808,0.681759,0.734773,-0.668034,1.36019,-0.247549,-1.21219,-0.480759,-1.50547,1.5298,-0.226348,-0.604431,0.144669,-0.459558,0.349611,-0.314685,1.03511,0.678226,-0.784639,1.86548,0.392013,-0.685701,-0.0284723,0.381412,-0.487826,0.798464,1.07751,1.31779,-0.318218,-0.480759,0.611089,-0.0567402,0.144669,-0.353553,0.833699,-0.0850082,-1.56907,1.49093,0.982106,-1.03552,0.505085,1.51566,-0.335886,0.671159,2.11989,0.522752,-1.65388,-1.18392,0.1058,-0.113276,0.0951998,-0.721036,-0.452491,0.0563314,1.10224,0.93617,-0.710436,-0.547895,0.833699,-0.763438,-0.657434,-1.71041,0.671159,-0.438357,0.02453,-1.12032,0.0527979,0.413214,0.109334,-0.816441,-0.731637,0.674692,0.100479,-0.668034,-0.19808,-1.61148,0.0810659,-0.841175,-1.08499,0.388479,0.197671,-0.452491,-1.02138,-1.00725,1.46619,-0.759905,-1.07085,-0.438357,-0.00373789,0.70296,-0.855309,1.70294,-0.0461398,-0.0490896,-0.0284723,-0.0214053,-0.537295,-1.4984,0.593419,1.04571,-0.961314,-0.533761,0.724161,-0.102676,0.635186,-1.39593,-0.11681,-1.35706,-0.632699,-1.10265,0.763029,0.119934,0.55102,-0.166278,0.893769,0.734761,-1.31466,1.84074,-0.600898,-0.106209,1.22238,0.0351305,-0.43129,-0.36062,-0.282915,-0.494893,0.17647,0.381412,0.462683,0.134068,1.01037,-0.155678,-0.169812,1.04924,-0.0143384,0.300142,-1.63621,1.45206,0.335477,0.045731,0.0916663,0.508618,1.40259,-0.586764,0.187727,0.568687,-0.0850082,-0.50196,-0.901244,0.00332909,-0.173345,0.240073,-0.6539,-1.24753,-0.685701,0.483884,-0.134477,0.770096,-0.0991421,0.423814,0.236539,1.44853,0.473283,0.335477,0.519219,0.805431,-0.975448,0.48035,-0.841175,0.310743,1.32132,1.17291,-0.215747,-1.32173,-1.4136,0.16587,-0.491359,0.69236,0.0421975,0.0527979,0.558087,0.798364,-0.11681,-1.15566,0.24714,-0.364154,-0.821859,-0.186194,1.10224,-0.226348,-0.625632,-0.180412,0.982106,-0.791706,-0.247549,-1.10972,-0.0708742,-0.837641,-0.0850082,-0.0956086,0.384946,-0.671567,0.278941,-1.31466,1.15525,0.964438
-21.7403,0.964866,0.719432,3,7,0,23.3208,-0.00480219,0.694465,0.637647,0.3122,-0.38254,1.92123,1.12423,-1.06224,1.01897,-0.388555,-0.938934,0.390396,-0.271261,-0.229156,-0.996077,-0.484796,-0.782542,-0.677278,-0.641188,-0.987054,0.267087,0.480622,0.477615,-0.611113,0.53175,-0.385548,-0.0246436,1.45506,-0.0697566,1.00093,0.107688,0.333253,0.778368,0.291147,-0.262239,-0.890813,1.17235,-0.815625,0.363328,-0.800587,0.243027,0.255057,1.34378,0.246034,-0.178028,0.570848,0.615971,-0.57803,1.14829,-0.220133,-1.04119,-0.418631,-1.29082,1.29266,-0.202088,-0.523894,0.113703,-0.400585,0.28814,-0.277276,0.871601,0.567841,-0.677278,1.57837,0.32423,-0.593067,-0.0336662,0.315208,-0.424646,0.670182,0.907692,1.1122,-0.280284,-0.418631,0.510697,-0.0577265,0.113703,-0.310359,0.700172,-0.0817867,-1.34495,1.25957,0.826488,-0.890813,0.420471,1.28063,-0.295322,0.561826,1.79491,0.435509,-1.41713,-1.01713,0.0806201,-0.105847,0.0715975,-0.623143,-0.39457,0.0385146,0.928745,0.787391,-0.61412,-0.475774,0.700172,-0.659233,-0.569007,-1.46525,0.561826,-0.38254,0.0114468,-0.962994,0.0355071,0.342276,0.0836276,-0.704346,-0.632165,0.564833,0.0760907,-0.57803,-0.178028,-1.38104,0.0595674,-0.725399,-0.932919,0.321223,0.158816,-0.39457,-0.878783,-0.866753,1.23852,-0.656226,-0.920889,-0.38254,-0.0126135,0.588893,-0.737429,1.44003,-0.0487039,-0.0512146,-0.0336662,-0.0276511,-0.466751,-1.2848,0.495657,0.880624,-0.827655,-0.463744,0.606939,-0.0968244,0.531207,-1.19758,-0.108855,-1.1645,-0.547954,-0.947956,0.640021,0.0926502,0.459569,-0.15096,0.7513,0.615961,-1.12841,1.55732,-0.520887,-0.0998319,1.031,0.0204694,-0.376525,-0.316374,-0.250235,-0.430661,0.140771,0.315208,0.384381,0.10468,0.850549,-0.141937,-0.153968,0.883632,-0.0216361,0.246034,-1.40209,1.22649,0.27611,0.029492,0.06859,0.423479,1.18439,-0.508857,0.150352,0.474607,-0.0817867,-0.436676,-0.776527,-0.00659839,-0.156975,0.194906,-0.566,-1.07127,-0.593067,0.402426,-0.123892,0.646036,-0.0938169,0.351298,0.191899,1.22348,0.393404,0.27611,0.432502,0.676112,-0.839685,0.399419,-0.725399,0.255057,1.11521,0.988895,-0.193065,-1.13442,-1.21262,0.131748,-0.427653,0.579871,0.0264845,0.0355071,0.465584,0.670097,-0.108855,-0.993069,0.200921,-0.319382,-0.708958,-0.167911,0.928745,-0.202088,-0.541939,-0.16299,0.826488,-0.683293,-0.220133,-0.953972,-0.0697566,-0.722391,-0.0817867,-0.0908093,0.318215,-0.581037,0.227989,-1.12841,0.973858,0.811451
-21.6258,0.947954,0.719432,3,7,0,23.2163,-0.0517831,0.786531,0.661015,0.307245,-0.479598,2.12959,1.22693,-1.24941,1.10771,-0.48641,-1.10975,0.395807,-0.353567,-0.305879,-1.17447,-0.59541,-0.932628,-0.81341,-0.772535,-1.16425,0.256151,0.497994,0.494588,-0.738473,0.5559,-0.483004,-0.0742548,1.60162,-0.125349,1.08727,0.0756199,0.331088,0.835212,0.283401,-0.343348,-1.05525,1.28143,-0.970097,0.365151,-0.953066,0.228901,0.242526,1.47559,0.232307,-0.247973,0.600182,0.651287,-0.701004,1.25418,-0.295661,-1.22557,-0.520473,-1.50828,1.41768,-0.275223,-0.639691,0.0824324,-0.500035,0.279995,-0.360379,0.940806,0.596775,-0.81341,1.74127,0.32087,-0.718035,-0.0844736,0.310651,-0.527285,0.712684,0.981681,1.21331,-0.363786,-0.520473,0.532057,-0.111724,0.0824324,-0.397848,0.74665,-0.138973,-1.5696,1.38021,0.889712,-1.05525,0.429869,1.40406,-0.380817,0.589963,1.98652,0.446901,-1.65135,-1.19832,0.0449637,-0.166223,0.034745,-0.752098,-0.493223,-0.0027237,1.00552,0.845431,-0.741879,-0.585192,0.74665,-0.792972,-0.690785,-1.70585,0.589963,-0.479598,-0.0333799,-1.137,-0.00612995,0.341307,0.04837,-0.844066,-0.762316,0.593369,0.0398338,-0.701004,-0.247973,-1.61047,0.02112,-0.86791,-1.10294,0.317463,0.133526,-0.493223,-1.04163,-1.028,1.35637,-0.789566,-1.08932,-0.479598,-0.0606299,0.620619,-0.881535,1.58459,-0.101505,-0.104348,-0.0844736,-0.0776611,-0.574973,-1.50147,0.515022,0.951025,-0.983722,-0.571567,0.641057,-0.156005,0.555285,-1.40269,-0.16963,-1.36522,-0.666941,-1.11997,0.678525,0.0585887,0.474151,-0.217317,0.804556,0.651275,-1.32435,1.71743,-0.636285,-0.159411,1.12134,-0.0231612,-0.472785,-0.404661,-0.329753,-0.534098,0.113089,0.310651,0.388994,0.0722137,0.916962,-0.207098,-0.220723,0.954431,-0.0708486,0.232307,-1.63431,1.34274,0.26637,-0.0129424,0.0313387,0.433276,1.29506,-0.62266,0.12394,0.491182,-0.138973,-0.54091,-0.925816,-0.0538174,-0.22413,0.174401,-0.687379,-1.25963,-0.718035,0.409432,-0.186661,0.685338,-0.152598,0.351526,0.170995,1.33934,0.399213,0.26637,0.443494,0.7194,-0.997347,0.406026,-0.86791,0.242526,1.21671,1.07365,-0.265005,-1.33116,-1.41972,0.10287,-0.530692,0.6104,-0.0163487,-0.00612995,0.480963,0.712588,-0.16963,-1.17107,0.181214,-0.408067,-0.84929,-0.236515,1.00552,-0.275223,-0.660129,-0.230942,0.889712,-0.820222,-0.295661,-1.12678,-0.125349,-0.864504,-0.138973,-0.149192,0.314057,-0.70441,0.21187,-1.32435,1.05662,0.872681
