# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = weights_1.data.R
# init = 2 (Default)
# random
#   seed = 2734870964
# output
#   file = weights_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.811399
# Diagonal elements of inverse mass matrix:
# 0.0632336, 0.001721, 0.00130349
-746.661,0.862911,0.811399,2,3,0,747.966,154.896,0.925723,5.06332
-750.215,0.681878,0.811399,2,3,0,750.86,154.614,1.01948,5.35527
-747.619,1,0.811399,2,3,0,751.238,154.147,0.889762,4.96485
-746.601,1,0.811399,2,3,0,747.954,154.747,0.907784,5.28427
-746.137,0.975552,0.811399,5,55,0,747.225,154.599,0.879101,5.12505
-747.956,0.633246,0.811399,1,3,0,750.331,154.229,0.93176,5.3666
-748.433,0.762279,0.811399,2,3,0,752.018,154.169,0.953548,4.90226
-746.421,0.943242,0.811399,2,3,0,749.422,154.429,0.930265,5.18238
-747.48,0.903185,0.811399,2,3,0,747.823,154.444,0.948497,5.35256
-747.964,0.94158,0.811399,1,1,0,748.039,154.417,0.955704,5.39112
-747.429,0.992582,0.811399,4,27,0,749.201,154.452,0.875291,4.81131
-746.85,0.946197,0.811399,5,55,0,748.482,154.483,0.958848,5.05253
-749.044,0.766887,0.811399,2,3,0,750.123,154.417,1.00649,5.09841
-747.381,0.974351,0.811399,2,3,0,749.963,154.537,0.962768,5.2901
-746.538,0.891652,0.811399,2,3,0,749.16,154.628,0.881577,5.26981
-753.861,0.593691,0.811399,2,3,0,754.391,154.19,0.767944,4.84195
-751.203,0.996974,0.811399,4,23,0,756.826,155.303,0.829159,5.31057
-748.227,0.989071,0.811399,5,43,0,751.926,154.509,0.981866,4.90231
-749.555,0.878534,0.811399,3,7,0,751.573,154.373,0.796823,5.15555
-748.462,0.892313,0.811399,4,23,0,753.069,154.47,0.813201,5.181
-746.801,0.997353,0.811399,2,3,0,748.773,154.8,0.948738,5.02573
-747.881,0.918521,0.811399,3,7,0,748.602,154.092,0.876616,5.09847
-746.196,0.952939,0.811399,2,3,0,748.806,154.734,0.890282,5.16213
-746.709,0.905996,0.811399,2,3,0,747.346,154.283,0.894849,5.17051
-747.393,0.888378,0.811399,2,7,0,748.467,154.319,0.956047,5.22445
-747.32,0.896338,0.811399,6,79,0,749.414,154.524,0.845277,4.9369
-746.714,1,0.811399,2,3,0,747.79,154.521,0.94818,4.96097
-747.168,0.976092,0.811399,2,3,0,747.477,154.589,0.970657,5.05045
-748.842,0.68837,0.811399,2,3,0,752.287,154.001,0.920351,4.93764
-748.839,1,0.811399,3,7,0,750.453,155.201,0.90243,5.30232
-746.027,0.907558,0.811399,3,7,0,750.924,154.632,0.920175,5.12929
-746.372,0.884193,0.811399,1,3,0,747.284,154.605,0.884891,4.92759
-747.382,0.878644,0.811399,2,7,0,748.104,154.43,0.840608,5.01423
-747.69,0.989109,0.811399,3,15,0,748.057,154.475,0.828216,5.11929
