# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = weights_2.data.R
# init = 2 (Default)
# random
#   seed = 2734870964
# output
#   file = weights_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.822165
# Diagonal elements of inverse mass matrix:
# 0.0619281, 0.00176831, 0.00122543
-747.382,0.971651,0.822165,2,3,0,748.951,154.413,0.875031,4.82923
-747.389,0.969011,0.822165,3,15,0,748.759,154.783,0.92265,5.38844
-747.247,0.959965,0.822165,3,7,0,749.036,154.865,0.896429,4.85052
-747.364,0.994334,0.822165,3,7,0,748.276,154.339,0.921722,5.35709
-749.695,0.800085,0.822165,2,3,0,750.951,155.319,0.921462,5.24985
-746.203,1,0.822165,2,3,0,749.566,154.588,0.896084,4.94454
-746.245,0.984188,0.822165,2,7,0,746.478,154.648,0.93633,5.12903
-747.543,0.857805,0.822165,2,3,0,748.051,154.195,0.862182,5.1255
-747.44,0.999433,0.822165,3,7,0,747.75,154.998,0.94251,5.05198
-748.219,0.82832,0.822165,2,3,0,749.955,154.925,0.961077,4.88614
-747.549,0.833075,0.822165,5,39,0,751.334,154.292,0.964347,5.08422
-747.176,0.8669,0.822165,4,31,0,750.431,154.328,0.956908,5.10582
-746.611,0.998867,0.822165,2,3,0,747.619,154.284,0.910103,5.12201
-746.999,0.950421,0.822165,1,1,0,747.018,154.209,0.909609,5.15278
-747.02,0.939204,0.822165,4,23,0,748.14,154.337,0.952183,5.06636
-747.568,0.91263,0.822165,2,3,0,748.411,154.666,0.851391,5.34458
-746.42,0.98896,0.822165,2,3,0,747.81,154.681,0.867972,5.154
-747.343,0.921205,0.822165,2,3,0,747.689,154.958,0.91535,5.29147
-747.351,0.963252,0.822165,2,3,0,748.334,154.862,0.878651,5.33444
-747.105,1,0.822165,3,7,0,748.166,154.275,0.874798,5.2234
-746.262,0.987447,0.822165,2,3,0,747.427,154.696,0.912215,4.94521
-748.565,0.768766,0.822165,2,3,0,749.029,155.073,0.897818,4.83011
-749.73,0.852256,0.822165,2,3,0,752.197,155.146,0.833155,5.28963
-746.249,1,0.822165,2,3,0,749.397,154.807,0.913479,5.1082
-747.709,0.903646,0.822165,3,15,0,747.908,154.834,0.883783,5.4094
-746.816,0.986197,0.822165,2,3,0,748.264,154.48,0.88052,5.30633
-746.932,0.978652,0.822165,3,15,0,747.718,154.377,0.884257,4.88936
-746.938,1,0.822165,3,7,0,747.033,154.823,0.928493,5.28752
-746.755,0.971197,0.822165,3,7,0,747.955,154.389,0.885383,4.9119
-745.97,0.843504,0.822165,3,7,0,748.747,154.522,0.910451,5.09204
-746.407,0.954364,0.822165,2,3,0,746.464,154.732,0.938391,5.14472
-747.281,0.675897,0.822165,1,3,0,750.381,154.503,0.837236,5.10523
-748.58,0.924764,0.822165,2,3,0,748.994,154.535,0.816896,4.93479
-747.693,1,0.822165,1,1,0,748.577,154.583,0.829245,4.99909
