# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = weights_3.data.R
# init = 2 (Default)
# random
#   seed = 2734870970
# output
#   file = weights_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.827572
# Diagonal elements of inverse mass matrix:
# 0.0741667, 0.00179143, 0.00117013
-746.505,0.786254,0.827572,3,11,0,748.618,154.346,0.927305,5.12115
-746.846,0.980567,0.827572,4,31,0,747.214,154.359,0.937064,5.22752
-746.753,0.980404,0.827572,2,3,0,747.528,154.716,0.952723,5.17314
-746.028,1,0.827572,3,7,0,746.678,154.566,0.886734,5.06044
-748.205,0.796591,0.827572,3,11,0,748.495,154.201,0.866566,4.86658
-746.163,0.814497,0.827572,1,3,0,750.558,154.57,0.905344,5.21402
-746.61,0.958419,0.827572,2,3,0,746.807,154.889,0.915027,5.01208
-746.1,1,0.827572,2,3,0,746.641,154.484,0.922562,5.09799
-746.39,0.957776,0.827572,2,3,0,746.604,154.338,0.911275,5.0743
-746.721,0.974974,0.827572,3,15,0,747.086,154.705,0.918484,4.86689
-747.002,0.957,0.827572,3,11,0,747.75,154.459,0.889793,5.34825
-747.437,0.971024,0.827572,5,35,0,747.878,154.728,0.941832,4.82456
-746.113,1,0.827572,2,3,0,747.309,154.548,0.880586,5.06089
-746.926,0.695923,0.827572,3,11,0,749.505,154.592,0.962276,5.16922
-746.805,0.986582,0.827572,3,11,0,747.43,154.661,0.853783,5.00055
-749.092,0.753086,0.827572,3,11,0,750.267,155.116,0.836839,5.18304
-746.773,1,0.827572,2,3,0,749.512,154.369,0.869545,4.98862
-747.663,0.845558,0.827572,2,3,0,748.714,154.74,0.835076,4.97587
-747.864,0.966862,0.827572,6,63,0,749.398,154.08,0.88945,5.17195
-748.206,0.983793,0.827572,2,7,0,749.026,155.164,0.885803,5.10635
-747.083,0.919382,0.827572,2,7,0,750.081,154.686,0.861563,5.30027
-748.44,0.692549,0.827572,2,3,0,750.995,154.079,0.897296,5.33855
-748.44,0.862051,0.827572,1,1,0,749.585,154.079,0.897296,5.33855
-747.383,0.965737,0.827572,4,31,0,750.059,154.561,0.975592,5.04134
-747.904,0.975126,0.827572,2,3,0,748.14,154.5,0.987507,5.11277
-748.245,0.947707,0.827572,3,15,0,750.122,154.769,0.842164,4.83702
-747.701,1,0.827572,1,1,0,748.339,154.738,0.84689,4.87714
-746.674,1,0.827572,2,3,0,748.023,154.837,0.870648,5.04476
-748.269,0.88263,0.827572,2,3,0,748.723,154.583,0.985942,4.91918
-747.642,1,0.827572,2,3,0,749.513,154.795,0.833238,5.11544
-746.925,1,0.827572,2,3,0,748.204,154.678,0.945069,5.28562
-747.351,0.972681,0.827572,4,23,0,747.88,154.871,0.858739,4.94639
-746.494,0.998286,0.827572,4,27,0,747.464,154.72,0.911848,4.90294
-747.494,0.881584,0.827572,2,3,0,747.973,154.128,0.90128,5.17549
-746.319,1,0.827572,2,3,0,747.627,154.427,0.917797,5.19071
-746.415,0.978262,0.827572,2,3,0,746.735,154.456,0.904839,5.24793
-746.308,0.725772,0.827572,3,11,0,750.091,154.821,0.902513,5.02689
-747.781,0.827919,0.827572,2,3,0,748.43,154.94,0.864506,4.89417
-750.475,0.756832,0.827572,2,3,0,751.583,154.047,0.998736,5.07803
-747.05,0.999564,0.827572,3,11,0,750.541,154.586,0.842079,5.11978
-748.127,0.88275,0.827572,3,15,0,749.239,155.133,0.882915,5.01716
-747.12,1,0.827572,2,3,0,749.104,154.485,0.859084,4.90004
-749.876,0.827818,0.827572,2,3,0,750.701,154.677,0.96293,4.65905
-747.6,1,0.827572,2,3,0,750.549,154.503,0.876962,5.42126
-746.33,0.805129,0.827572,2,3,0,750.519,154.399,0.915396,4.99489
-747.125,0.960911,0.827572,5,47,0,747.241,154.803,0.895431,5.35056
-747.395,0.949083,0.827572,3,11,0,748.537,154.468,0.861715,5.34625
-748.497,0.892733,0.827572,2,3,0,749.501,155.159,0.942922,5.16792
-746.56,1,0.827572,2,3,0,749.051,154.742,0.945804,5.04613
-747.212,0.900277,0.827572,5,35,0,748.369,154.879,0.884445,5.31189
-746.964,1,0.827572,1,1,0,747.272,154.851,0.894824,5.29856
-748.595,0.884636,0.827572,2,3,0,749.079,154.759,0.887313,5.53469
-747.606,0.975824,0.827572,4,31,0,749.467,154.441,0.919652,4.77155
-747.301,0.995313,0.827572,4,23,0,747.902,154.47,0.893138,5.39757
-749.638,0.82334,0.827572,2,3,0,750.416,154.736,0.932701,5.62605
-749.018,0.994443,0.827572,3,15,0,751.033,154.631,0.892958,4.64083
-747.005,0.755295,0.827572,2,3,0,752.87,154.769,0.890572,5.33927
-746.845,0.927289,0.827572,2,7,0,748.217,154.361,0.893065,5.28425
