# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = linear_regression_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = linear_regression_1.data.R
# init = 2 (Default)
# random
#   seed = 2734863175
# output
#   file = linear_regression_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,sigma,linpred.1,linpred.2,linpred.3,linpred.4,linpred.5,linpred.6,linpred.7,linpred.8,linpred.9,linpred.10,linpred.11,linpred.12,linpred.13,linpred.14,linpred.15,linpred.16,linpred.17,linpred.18,linpred.19,linpred.20,linpred.21,linpred.22,linpred.23,linpred.24,linpred.25,linpred.26,linpred.27,linpred.28,linpred.29,linpred.30,linpred.31,linpred.32,linpred.33,linpred.34,linpred.35,linpred.36,linpred.37,linpred.38,linpred.39,linpred.40,linpred.41,linpred.42,linpred.43,linpred.44,linpred.45,linpred.46,linpred.47,linpred.48,linpred.49,linpred.50,linpred.51,linpred.52,linpred.53,linpred.54,linpred.55,linpred.56,linpred.57,linpred.58,linpred.59,linpred.60,linpred.61,linpred.62,linpred.63,linpred.64,linpred.65,linpred.66,linpred.67,linpred.68,linpred.69,linpred.70,linpred.71,linpred.72,linpred.73,linpred.74,linpred.75,linpred.76,linpred.77,linpred.78,linpred.79,linpred.80,linpred.81,linpred.82,linpred.83,linpred.84,linpred.85,linpred.86,linpred.87,linpred.88,linpred.89,linpred.90,linpred.91,linpred.92,linpred.93,linpred.94,linpred.95,linpred.96,linpred.97,linpred.98,linpred.99,linpred.100,linpred.101,linpred.102,linpred.103,linpred.104,linpred.105,linpred.106,linpred.107,linpred.108,linpred.109,linpred.110,linpred.111,linpred.112,linpred.113,linpred.114,linpred.115,linpred.116,linpred.117,linpred.118,linpred.119,linpred.120,linpred.121,linpred.122,linpred.123,linpred.124,linpred.125,linpred.126,linpred.127,linpred.128,linpred.129,linpred.130,linpred.131,linpred.132,linpred.133,linpred.134,linpred.135,linpred.136,linpred.137,linpred.138,linpred.139,linpred.140,linpred.141,linpred.142,linpred.143,linpred.144,linpred.145,linpred.146,linpred.147,linpred.148,linpred.149,linpred.150,linpred.151,linpred.152,linpred.153,linpred.154,linpred.155,linpred.156,linpred.157,linpred.158,linpred.159,linpred.160,linpred.161,linpred.162,linpred.163,linpred.164,linpred.165,linpred.166,linpred.167,linpred.168,linpred.169,linpred.170,linpred.171,linpred.172,linpred.173,linpred.174,linpred.175,linpred.176,linpred.177,linpred.178,linpred.179,linpred.180,linpred.181,linpred.182,linpred.183,linpred.184,linpred.185,linpred.186,linpred.187,linpred.188,linpred.189,linpred.190,linpred.191,linpred.192,linpred.193,linpred.194,linpred.195,linpred.196,linpred.197,linpred.198,linpred.199,linpred.200,linpred.201,linpred.202,linpred.203,linpred.204,linpred.205,linpred.206,linpred.207,linpred.208,linpred.209,linpred.210,linpred.211,linpred.212,linpred.213,linpred.214,linpred.215,linpred.216,linpred.217,linpred.218,linpred.219,linpred.220,linpred.221,linpred.222,linpred.223,linpred.224,linpred.225,linpred.226,linpred.227,linpred.228,linpred.229,linpred.230,linpred.231,linpred.232,linpred.233,linpred.234,linpred.235,linpred.236,linpred.237,linpred.238,linpred.239,linpred.240,linpred.241,linpred.242,linpred.243,linpred.244,linpred.245,linpred.246,linpred.247
# Adaptation terminated
# Step size = 0.747112
# Diagonal elements of inverse mass matrix:
# 0.00167728, 0.00186376, 0.000978466
-23.5808,1,0.747112,2,3,0,24.5417,-0.0888079,0.803696,0.655456,0.278055,-0.52596,2.14017,1.21781,-1.31257,1.09599,-0.532921,-1.16987,0.36855,-0.397178,-0.34845,-1.236,-0.644299,-0.988877,-0.867057,-0.82529,-1.22556,0.225847,0.472968,0.469487,-0.790484,0.532138,-0.52944,-0.11177,1.60068,-0.163979,1.07511,0.0413756,0.302419,0.817546,0.253691,-0.386736,-1.11418,1.2735,-1.02716,0.337225,-1.00976,0.198002,0.211924,1.4719,0.201482,-0.28928,0.577385,0.629606,-0.752197,1.24566,-0.338008,-1.28821,-0.567727,-1.5771,1.41273,-0.317125,-0.689547,0.0483367,-0.546843,0.250211,-0.404139,0.925444,0.573905,-0.867057,1.74338,0.291978,-0.7696,-0.122212,0.281536,-0.574688,0.692343,0.967211,1.20389,-0.40762,-0.567727,0.507774,-0.150057,0.0483367,-0.442426,0.727051,-0.177901,-1.63975,1.37444,0.873235,-1.11418,0.403356,1.3988,-0.425023,0.566944,1.99398,0.420759,-1.72328,-1.26036,0.0100503,-0.205746,-0.000391423,-0.804406,-0.539882,-0.0386778,0.991575,0.827987,-0.793964,-0.633858,0.727051,-0.846173,-0.741756,-1.77897,0.566944,-0.52596,-0.0700031,-1.19771,-0.0421584,0.312861,0.0135309,-0.898382,-0.814848,0.570424,0.00480849,-0.752197,-0.28928,-1.68151,-0.0143138,-0.922746,-1.16291,0.288497,0.100545,-0.539882,-1.10026,-1.08633,1.35007,-0.842693,-1.14898,-0.52596,-0.0978478,0.598269,-0.936668,1.58327,-0.139615,-0.14252,-0.122212,-0.115251,-0.623416,-1.57013,0.490368,0.935886,-1.04109,-0.619935,0.619152,-0.195304,0.531509,-1.4692,-0.209226,-1.43091,-0.717392,-1.18031,0.657439,0.0239727,0.448604,-0.257955,0.78622,0.629594,-1.38914,1.71902,-0.686066,-0.198785,1.10991,-0.0595613,-0.518998,-0.449387,-0.372845,-0.581649,0.079662,0.281536,0.361589,0.037895,0.90108,-0.247513,-0.261435,0.939366,-0.10829,0.201482,-1.70588,1.33615,0.236288,-0.0491196,-0.00387201,0.406837,1.28742,-0.672144,0.0907503,0.466007,-0.177901,-0.58861,-0.981916,-0.0908866,-0.264916,0.142312,-0.738275,-1.32301,-0.7696,0.382473,-0.226629,0.6644,-0.191824,0.323303,0.138832,1.33267,0.372031,0.236288,0.417279,0.699206,-1.05501,0.378992,-0.922746,0.211924,1.20737,1.06119,-0.306683,-1.39611,-1.4866,0.0692202,-0.578168,0.587827,-0.0526002,-0.0421584,0.455565,0.692245,-0.209226,-1.23252,0.149274,-0.452867,-0.90372,-0.277572,0.991575,-0.317125,-0.71043,-0.271877,0.873235,-0.874018,-0.338008,-1.18727,-0.163979,-0.919265,-0.177901,-0.188343,0.285016,-0.755678,0.180599,-1.38914,1.04378,0.855832
-21.0548,0.999902,0.747112,3,7,0,23.8515,-0.0195687,0.734472,0.634707,0.315696,-0.419068,2.01742,1.17451,-1.13793,1.06318,-0.425429,-1.00752,0.398397,-0.301378,-0.256847,-1.06795,-0.527215,-0.842114,-0.730786,-0.692616,-1.05841,0.267984,0.49382,0.49064,-0.660808,0.547894,-0.422249,-0.0405532,1.5244,-0.0882651,1.0441,0.0994018,0.337962,0.808719,0.29343,-0.291836,-0.956622,1.2254,-0.877102,0.369769,-0.861198,0.242538,0.255261,1.40671,0.245718,-0.202774,0.589244,0.636967,-0.62582,1.19996,-0.247305,-1.11566,-0.457237,-1.37967,1.35264,-0.22822,-0.568565,0.105763,-0.438153,0.29025,-0.30774,0.907324,0.586064,-0.730786,1.65481,0.328419,-0.641724,-0.0500955,0.318877,-0.463599,0.694301,0.945493,1.16179,-0.310921,-0.457237,0.525628,-0.0755419,0.105763,-0.342729,0.726019,-0.100988,-1.43692,1.31765,0.859612,-0.956622,0.430205,1.33991,-0.326825,0.579702,1.88383,0.446109,-1.51326,-1.09022,0.0707747,-0.126435,0.0612323,-0.673531,-0.431791,0.0262435,0.967759,0.818262,-0.663989,-0.517672,0.726019,-0.711701,-0.616277,-1.56415,0.579702,-0.419068,-0.00238361,-1.03296,0.0230628,0.347504,0.0739555,-0.759413,-0.683074,0.582883,0.0659843,-0.62582,-0.202774,-1.47509,0.0485091,-0.781679,-1.00115,0.325238,0.153475,-0.431791,-0.943899,-0.931176,1.29538,-0.70852,-0.98843,-0.419068,-0.02783,0.608329,-0.794402,1.50849,-0.0659995,-0.0686549,-0.0500955,-0.043734,-0.50813,-1.37331,0.509722,0.916866,-0.889826,-0.504949,0.627414,-0.116892,0.54732,-1.28106,-0.129615,-1.24607,-0.594012,-1.01706,0.662403,0.0834979,0.471555,-0.174147,0.780092,0.636956,-1.20791,1.63255,-0.565384,-0.120073,1.07591,0.00715877,-0.412706,-0.34909,-0.279141,-0.469961,0.134391,0.318877,0.392035,0.0962211,0.885058,-0.164604,-0.177327,0.920047,-0.0373724,0.245718,-1.49736,1.28266,0.277526,0.0167012,0.0580515,0.433385,1.23813,-0.552661,0.144524,0.487459,-0.100988,-0.476322,-0.835752,-0.0214684,-0.180508,0.191645,-0.613096,-1.14747,-0.641724,0.41112,-0.145519,0.668764,-0.113711,0.357046,0.188464,1.27948,0.401577,0.277526,0.442928,0.700572,-0.902549,0.407939,-0.781679,0.255261,1.16497,1.03137,-0.218678,-1.21427,-1.29697,0.124848,-0.46678,0.598787,0.0135204,0.0230628,0.477917,0.694211,-0.129615,-1.06477,0.198007,-0.352271,-0.764291,-0.192074,0.967759,-0.22822,-0.58765,-0.18687,0.859612,-0.737147,-0.247305,-1.02342,-0.0882651,-0.778498,-0.100988,-0.110531,0.322058,-0.629,0.226634,-1.20791,1.01547,0.843708
-21.0276,1,0.747112,3,7,0,21.2363,0.0169509,0.768061,0.685092,0.367548,-0.400818,2.14709,1.26564,-1.15255,1.14922,-0.40747,-1.01618,0.45403,-0.277746,-0.231179,-1.07937,-0.51391,-0.84321,-0.726791,-0.686876,-1.0694,0.317654,0.553818,0.550492,-0.653613,0.610364,-0.404144,-0.00499322,1.63153,-0.0548871,1.12926,0.141362,0.390831,0.883117,0.344264,-0.267767,-0.962955,1.31886,-0.879799,0.424094,-0.863167,0.291044,0.304349,1.50845,0.29437,-0.174632,0.653606,0.70351,-0.617024,1.29225,-0.2212,-1.12927,-0.440733,-1.40535,1.45191,-0.201242,-0.557152,0.148015,-0.420775,0.340937,-0.284399,0.986231,0.650279,-0.726791,1.7679,0.380853,-0.633656,-0.014972,0.370874,-0.447385,0.763466,1.02615,1.25233,-0.287725,-0.440733,0.58708,-0.041582,0.148015,-0.320988,0.796635,-0.0681921,-1.46522,1.41532,0.936337,-0.962955,0.487293,1.4386,-0.304356,0.643627,2.00739,0.503924,-1.54505,-1.10266,0.111426,-0.0948021,0.101447,-0.666918,-0.414123,0.0648582,1.04943,0.893096,-0.65694,-0.503932,0.796635,-0.706833,-0.607046,-1.59827,0.643627,-0.400818,0.0349219,-1.04279,0.0615319,0.40081,0.114752,-0.756727,-0.676897,0.646953,0.106416,-0.617024,-0.174632,-1.50513,0.088142,-0.780011,-1.00952,0.377526,0.197908,-0.414123,-0.94965,-0.936345,1.39203,-0.703507,-0.996218,-0.400818,0.00831181,0.673563,-0.793316,1.61489,-0.0316033,-0.0343801,-0.014972,-0.00831947,-0.493953,-1.39869,0.570446,0.99621,-0.893104,-0.490627,0.693521,-0.0848234,0.609764,-1.30223,-0.0981284,-1.26564,-0.583762,-1.02615,0.73011,0.124731,0.530534,-0.144696,0.853181,0.703499,-1.22573,1.74462,-0.553826,-0.0881496,1.16252,0.0449006,-0.394165,-0.32764,-0.254492,-0.454038,0.177951,0.370874,0.447378,0.138036,0.962947,-0.134717,-0.148022,0.999536,-0.00166696,0.29437,-1.52842,1.37873,0.327632,0.0548794,0.0981207,0.490619,1.33216,-0.540521,0.188548,0.547165,-0.0681921,-0.46069,-0.836557,0.0149643,-0.151349,0.237824,-0.603719,-1.16253,-0.633656,0.467335,-0.11476,0.736762,-0.0814971,0.410789,0.234497,1.3754,0.457356,0.327632,0.500598,0.770025,-0.906409,0.464009,-0.780011,0.304349,1.25566,1.11596,-0.191264,-1.23238,-1.31886,0.167972,-0.450712,0.663584,0.0515531,0.0615319,0.537187,0.763372,-0.0981284,-1.07605,0.244476,-0.330966,-0.761828,-0.163443,1.04943,-0.201242,-0.577109,-0.158001,0.936337,-0.733443,-0.2212,-1.03281,-0.0548871,-0.776685,-0.0681921,-0.0781709,0.3742,-0.620351,0.274412,-1.22573,1.09932,0.919706
-22.9509,0.835492,0.747112,2,3,0,23.43,-0.0855407,0.741387,0.690484,0.25288,-0.488801,1.97063,1.11978,-1.21443,1.0074,-0.495222,-1.08279,0.33636,-0.370003,-0.325053,-1.14379,-0.597966,-0.915829,-0.803454,-0.764925,-1.13416,0.204719,0.432682,0.429471,-0.732817,0.487264,-0.492012,-0.106723,1.47296,-0.154884,0.98814,0.0345499,0.275355,0.750545,0.230405,-0.360371,-1.03142,1.17115,-0.951148,0.307463,-0.935094,0.179033,0.191876,1.35416,0.182244,-0.270471,0.529004,0.577176,-0.697499,1.14547,-0.315421,-1.19195,-0.52733,-1.45844,1.29958,-0.296156,-0.639706,0.0409714,-0.508065,0.227194,-0.376425,0.850078,0.525793,-0.803454,1.6046,0.265723,-0.713553,-0.116355,0.256091,-0.533751,0.635049,0.888607,1.10694,-0.379636,-0.52733,0.464789,-0.142041,0.0409714,-0.411743,0.667066,-0.167727,-1.51624,1.26426,0.801917,-1.03142,0.368467,1.28674,-0.395689,0.519372,1.83578,0.384521,-1.5933,-1.16627,0.00565322,-0.193413,-0.003979,-0.74566,-0.501644,-0.0392972,0.911082,0.760177,-0.736028,-0.588334,0.667066,-0.784189,-0.687867,-1.64467,0.519372,-0.488801,-0.0681938,-1.10847,-0.0425079,0.284988,0.00886396,-0.83235,-0.755292,0.522583,0.00081777,-0.697499,-0.270471,-1.55477,-0.016822,-0.854825,-1.07637,0.262513,0.0891325,-0.501644,-1.01857,-1.00573,1.24179,-0.780978,-1.06352,-0.488801,-0.0938798,0.548268,-0.867668,1.45691,-0.132409,-0.135089,-0.116355,-0.109933,-0.578702,-1.45202,0.448733,0.85971,-0.963991,-0.575491,0.567533,-0.183781,0.486685,-1.35891,-0.196623,-1.32359,-0.665392,-1.09242,0.602851,0.0184962,0.410207,-0.241574,0.721648,0.577165,-1.28506,1.58213,-0.636495,-0.186991,1.02025,-0.0585616,-0.482379,-0.418165,-0.347557,-0.540173,0.069868,0.256091,0.329938,0.0313391,0.827603,-0.231942,-0.244785,0.862921,-0.103512,0.182244,-1.57724,1.22895,0.214351,-0.0489294,-0.00718974,0.371678,1.184,-0.623652,0.0800967,0.42626,-0.167727,-0.546594,-0.909408,-0.0874583,-0.247995,0.127661,-0.684656,-1.22406,-0.713553,0.349203,-0.212677,0.609273,-0.18057,0.29462,0.124451,1.22573,0.33957,0.214351,0.38131,0.64138,-0.976834,0.345992,-0.854825,0.191876,1.11015,0.975297,-0.286524,-1.29149,-1.37497,0.0602358,-0.536962,0.538636,-0.0521401,-0.0425079,0.416628,0.634958,-0.196623,-1.14058,0.134083,-0.421375,-0.837274,-0.25967,0.911082,-0.296156,-0.65897,-0.254417,0.801917,-0.809875,-0.315421,-1.09884,-0.154884,-0.851615,-0.167727,-0.177359,0.259302,-0.70071,0.16298,-1.28506,0.959243,0.785863
-22.0333,1,0.747112,2,3,0,23.1465,-0.0665919,0.723369,0.673467,0.263605,-0.460052,1.93961,1.10944,-1.16804,0.999792,-0.466317,-1.0396,0.345055,-0.344141,-0.300283,-1.09912,-0.566564,-0.876702,-0.767057,-0.729465,-1.08973,0.216614,0.439036,0.435904,-0.698138,0.492293,-0.463184,-0.0872591,1.45403,-0.13425,0.980996,0.0505802,0.285534,0.749175,0.241676,-0.334743,-0.98948,1.15956,-0.911162,0.316861,-0.895499,0.191552,0.204083,1.33812,0.194685,-0.247027,0.533018,0.580019,-0.663678,1.1345,-0.290885,-1.14612,-0.497644,-1.40613,1.28487,-0.272089,-0.607289,0.0568456,-0.478848,0.238543,-0.350407,0.846289,0.529885,-0.767057,1.58248,0.276135,-0.679342,-0.0966572,0.266737,-0.50391,0.636486,0.883881,1.09691,-0.35354,-0.497644,0.470364,-0.121719,0.0568456,-0.384867,0.667724,-0.146781,-1.46252,1.25041,0.799298,-0.98948,0.376382,1.27234,-0.369203,0.52362,1.80803,0.392046,-1.5377,-1.12105,0.0223858,-0.171842,0.0129877,-0.710669,-0.472583,-0.0214721,0.90581,0.758573,-0.701271,-0.557166,0.667724,-0.748261,-0.65428,-1.58783,0.52362,-0.460052,-0.0496665,-1.06467,-0.0246049,0.294932,0.0255185,-0.795252,-0.720067,0.526752,0.0176679,-0.663678,-0.247027,-1.50011,0.000456841,-0.817181,-1.03334,0.273003,0.103836,-0.472583,-0.976949,-0.964418,1.22848,-0.745129,-1.02081,-0.460052,-0.0747282,0.551814,-0.829712,1.43837,-0.112321,-0.114936,-0.0966572,-0.0903918,-0.547768,-1.39987,0.454697,0.855687,-0.923693,-0.544635,0.57061,-0.162444,0.491727,-1.30902,-0.174975,-1.27456,-0.632351,-1.049,0.60507,0.0349167,0.417107,-0.218833,0.72098,0.580008,-1.23696,1.56055,-0.604156,-0.165577,1.01232,-0.0402684,-0.453786,-0.391132,-0.32224,-0.510175,0.0850401,0.266737,0.33879,0.0474475,0.82436,-0.209435,-0.221966,0.85882,-0.0841264,0.194685,-1.52204,1.21595,0.226012,-0.0308703,0.00985498,0.379515,1.17209,-0.591626,0.0950202,0.432771,-0.146781,-0.516441,-0.870437,-0.0684628,-0.225098,0.141429,-0.651147,-1.17744,-0.679342,0.357586,-0.190639,0.611336,-0.159311,0.30433,0.138296,1.21282,0.348188,0.226012,0.388913,0.642663,-0.936224,0.354453,-0.817181,0.204083,1.10004,0.968465,-0.262691,-1.24323,-1.32468,0.0756419,-0.507042,0.542416,-0.034003,-0.0246049,0.423373,0.636397,-0.174975,-1.09599,0.147694,-0.394265,-0.800056,-0.23649,0.90581,-0.272089,-0.626085,-0.231364,0.799298,-0.773323,-0.290885,-1.05527,-0.13425,-0.814048,-0.146781,-0.156179,0.26987,-0.666811,0.175889,-1.23696,0.952801,0.783635
-20.6866,0.949811,0.747112,2,7,0,23.0825,-0.0168408,0.767471,0.665523,0.333487,-0.434289,2.11167,1.23089,-1.18545,1.11456,-0.440936,-1.04917,0.419903,-0.311312,-0.26478,-1.11232,-0.547294,-0.876341,-0.760011,-0.720127,-1.10235,0.283631,0.519614,0.51629,-0.68689,0.576117,-0.437612,-0.0387681,1.59649,-0.0886236,1.09461,0.107475,0.356752,0.84866,0.310221,-0.301341,-0.995994,1.28407,-0.912902,0.389989,-0.896283,0.257041,0.270336,1.47352,0.260365,-0.208277,0.619325,0.669191,-0.650329,1.25748,-0.254809,-1.16218,-0.474173,-1.43805,1.41701,-0.234866,-0.590503,0.114122,-0.454231,0.306897,-0.317959,0.951695,0.616001,-0.760011,1.73276,0.346781,-0.666948,-0.0487392,0.33681,-0.48082,0.729101,0.991579,1.21759,-0.321283,-0.474173,0.552851,-0.0753288,0.114122,-0.35452,0.762244,-0.101918,-1.49787,1.38045,0.901839,-0.995994,0.45314,1.40372,-0.337901,0.609354,1.97207,0.469758,-1.57764,-1.13559,0.0775615,-0.128508,0.0675904,-0.700185,-0.447583,0.0310297,1.01485,0.858631,-0.690214,-0.537323,0.762244,-0.740069,-0.640358,-1.63082,0.609354,-0.434289,0.00111634,-1.07576,0.027706,0.366724,0.0808852,-0.789925,-0.710156,0.612677,0.0725559,-0.650329,-0.208277,-1.53776,0.0542956,-0.813191,-1.04253,0.343458,0.163978,-0.447583,-0.982699,-0.969405,1.35719,-0.736745,-1.02923,-0.434289,-0.0254733,0.639267,-0.826485,1.57987,-0.0653577,-0.0681324,-0.0487392,-0.0420918,-0.527352,-1.4314,0.536229,0.961666,-0.926196,-0.524029,0.659209,-0.118537,0.575516,-1.33501,-0.131832,-1.29845,-0.617092,-1.05914,0.69577,0.0908563,0.496348,-0.178364,0.818747,0.66918,-1.25857,1.7095,-0.587179,-0.121861,1.12785,0.0110874,-0.427641,-0.361167,-0.288075,-0.487468,0.144036,0.33681,0.413255,0.104151,0.928429,-0.168392,-0.181687,0.96499,-0.0354444,0.260365,-1.56102,1.34389,0.293602,0.0210585,0.0642667,0.456463,1.29736,-0.573884,0.154624,0.512966,-0.101918,-0.494115,-0.869694,-0.0188259,-0.185011,0.203862,-0.637034,-1.19542,-0.666948,0.433198,-0.14845,0.702417,-0.115213,0.376695,0.200538,1.34057,0.423226,0.293602,0.466435,0.735654,-0.939491,0.429874,-0.813191,0.270336,1.22091,1.08132,-0.224895,-1.26521,-1.35163,0.134064,-0.484144,0.629296,0.0177348,0.027706,0.502995,0.729007,-0.131832,-1.109,0.21051,-0.364491,-0.795022,-0.197097,1.01485,-0.234866,-0.610445,-0.191658,0.901839,-0.766659,-0.254809,-1.06579,-0.0886236,-0.809867,-0.101918,-0.11189,0.340134,-0.653653,0.240423,-1.25857,1.0647,0.885221
