# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = heights_1.data.R
# init = 2 (Default)
# random
#   seed = 2734656062
# output
#   file = heights_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.860866
# Diagonal elements of inverse mass matrix:
# 0.00176317, 0.00746438
-1301.82,1,0.860866,1,1,0,1302.43,24.0038,178.043
-1299.96,0.94244,0.860866,2,7,0,1303.12,23.9724,177.833
-1300.06,0.950759,0.860866,3,11,0,1300.45,24.6664,177.781
-1301.27,0.838599,0.860866,2,3,0,1301.39,24.0745,178.016
-1301.8,0.746578,0.860866,2,3,0,1304.51,23.1545,177.967
-1300.41,1,0.860866,1,1,0,1301.47,23.7716,177.923
-1300.32,1,0.860866,2,3,0,1300.67,24.5938,177.751
-1299.96,1,0.860866,2,7,0,1300.33,24.7549,177.919
-1299.76,0.973517,0.860866,2,3,0,1300.22,24.48,177.847
-1299.8,0.798731,0.860866,2,3,0,1301.22,24.8241,177.865
-1301.77,0.803155,0.860866,2,3,0,1301.94,22.8191,177.794
-1300.04,0.948926,0.860866,1,3,0,1302.38,24.2037,177.918
-1299.82,0.999192,0.860866,2,7,0,1300,24.6882,177.824
-1299.81,0.89895,0.860866,2,3,0,1300.55,24.5869,177.89
-1299.99,0.846616,0.860866,2,3,0,1301.03,24.3821,177.788
-1301.14,0.670296,0.860866,2,3,0,1302.38,26.1787,177.881
-1299.9,0.970477,0.860866,1,3,0,1301.37,24.8282,177.815
-1301.09,0.796043,0.860866,1,3,0,1301.16,25.7382,177.762
-1300.32,0.857091,0.860866,2,3,0,1302.57,24.4093,177.75
-1300.01,1,0.860866,2,3,0,1300.48,25.1535,177.895
-1300.09,0.919784,0.860866,2,7,0,1300.61,23.9543,177.899
-1300.02,0.912716,0.860866,2,7,0,1300.77,25.0377,177.811
-1300.05,0.952413,0.860866,2,3,0,1300.55,24.5178,177.779
-1299.93,0.924069,0.860866,2,3,0,1300.72,24.4743,177.915
-1300.03,0.968648,0.860866,2,3,0,1300.3,24.5778,177.783
-1299.78,1,0.860866,2,3,0,1300.02,24.6673,177.837
-1302.6,0.628383,0.860866,2,3,0,1303.26,24.132,177.618
-1302.06,1,0.860866,2,3,0,1302.48,24.9624,178.069
-1301.84,0.946851,0.860866,2,3,0,1303.24,23.6121,177.67
-1301.36,1,0.860866,1,1,0,1302.02,23.3796,177.72
-1304.26,0.504993,0.860866,1,1,0,1304.31,22.3442,177.671
-1301.17,1,0.860866,2,3,0,1304.4,23.0599,177.854
-1300.73,0.949913,0.860866,3,11,0,1302.33,25.8743,177.839
-1300.82,0.994577,0.860866,2,3,0,1301.01,25.9482,177.845
-1299.84,0.946762,0.860866,1,3,0,1301.31,24.2762,177.883
-1299.95,0.97393,0.860866,1,1,0,1299.95,24.0841,177.888
-1299.8,0.75586,0.860866,2,3,0,1302.86,24.6751,177.831
-1300.77,0.820166,0.860866,2,3,0,1300.96,25.8179,177.813
-1300.37,1,0.860866,1,1,0,1300.77,25.4347,177.805
-1300.52,0.956323,0.860866,2,3,0,1301.24,23.4578,177.868
-1300.2,0.910971,0.860866,2,7,0,1301.63,25.0578,177.939
-1299.97,1,0.860866,2,3,0,1300.27,24.4734,177.921
-1299.97,0.932542,0.860866,2,7,0,1300.67,24.2532,177.794
-1299.86,1,0.860866,2,3,0,1300.05,24.2716,177.89
-1300.27,0.863573,0.860866,1,3,0,1300.76,25.5119,177.848
-1300.47,0.916739,0.860866,2,3,0,1301.36,24.7384,177.741
-1303.86,0.589878,0.860866,2,3,0,1304.31,26.4724,177.666
-1306.84,0.372125,0.860866,1,1,0,1307.57,26.5211,177.558
-1299.98,0.916337,0.860866,1,3,0,1307.35,25.0704,177.899
-1299.88,0.943449,0.860866,2,3,0,1300.48,24.0842,177.841
-1299.91,0.950571,0.860866,2,7,0,1300.22,25.001,177.833
-1299.92,0.970445,0.860866,2,7,0,1300.23,24.1364,177.814
-1300.23,0.868828,0.860866,2,3,0,1300.94,25.3023,177.921
-1301.83,0.813617,0.860866,2,3,0,1302.41,25.0846,178.056
-1302.01,0.996484,0.860866,3,11,0,1302.01,24.8202,178.068
-1301.15,0.905023,0.860866,2,3,0,1302.73,23.6904,177.709
-1300.06,0.985756,0.860866,3,11,0,1301.28,25.2925,177.871
-1300.57,0.818328,0.860866,1,3,0,1301.48,23.6995,177.933
-1301.74,0.464102,0.860866,2,3,0,1304.32,26.5114,177.898
-1301.84,0.992011,0.860866,2,3,0,1302.65,23.2202,177.979
-1304.09,0.616166,0.860866,1,1,0,1304.27,22.778,178.047
-1302.28,0.98215,0.860866,2,3,0,1305.88,25.1257,178.077
-1302.58,0.962214,0.860866,1,1,0,1302.82,25.3797,178.085
-1300.47,1,0.860866,2,3,0,1302.54,24.3254,177.737
-1299.88,1,0.860866,2,3,0,1300.38,24.3525,177.9
-1299.79,1,0.860866,2,3,0,1299.87,24.8073,177.855
-1299.8,0.97706,0.860866,2,3,0,1299.98,24.2733,177.847
-1300.12,0.937639,0.860866,2,3,0,1300.33,23.7758,177.837
-1300.06,1,0.860866,2,3,0,1300.33,24.769,177.784
-1300.35,0.942002,0.860866,2,3,0,1300.71,23.7069,177.789
-1300.83,0.894944,0.860866,1,1,0,1300.87,23.3556,177.78
-1300.82,0.895929,0.860866,2,3,0,1302.38,24.478,177.71
-1300.23,1,0.860866,1,1,0,1300.71,24.2397,177.761
-1300.96,0.859521,0.860866,2,7,0,1301.51,23.5475,177.953
-1300.42,1,0.860866,2,3,0,1301.04,23.589,177.89
-1300.64,0.821341,0.860866,1,3,0,1302.22,25.4797,177.957
-1299.99,0.541606,0.860866,2,3,0,1306.58,24.344,177.788
-1299.88,0.99773,0.860866,2,3,0,1300.11,25.0157,177.858
-1300.12,0.94772,0.860866,1,1,0,1300.12,25.3528,177.853
-1299.83,1,0.860866,2,3,0,1300.15,24.6372,177.894
-1300.48,0.911126,0.860866,2,3,0,1300.63,25.6886,177.843
-1300.03,1,0.860866,2,3,0,1300.46,25.1157,177.819
-1300.22,0.9582,0.860866,1,1,0,1300.26,25.3844,177.825
