# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = heights_4.data.R
# init = 2 (Default)
# random
#   seed = 2734656074
# output
#   file = heights_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.825014
# Diagonal elements of inverse mass matrix:
# 0.00166309, 0.00722975
-1302.22,0.777936,0.825014,2,3,0,1305.13,22.9478,177.709
-1300.8,0.926864,0.825014,2,3,0,1303.43,25.225,177.738
-1300.66,0.910665,0.825014,4,23,0,1302.34,25.1189,177.982
-1300.77,0.969052,0.825014,2,3,0,1301.37,24.4028,177.714
-1300.26,0.821524,0.825014,2,3,0,1302.67,24.8092,177.956
-1299.92,0.981018,0.825014,2,3,0,1300.6,24.7861,177.806
-1299.87,0.941156,0.825014,4,19,0,1300.58,24.9997,177.851
-1300.94,0.815508,0.825014,2,3,0,1301.57,24.4862,178.009
-1300.84,0.985803,0.825014,3,7,0,1301.05,24.4636,178.002
-1299.85,0.912664,0.825014,1,3,0,1302.09,24.7862,177.824
-1300.55,0.914678,0.825014,2,7,0,1300.6,25.2733,177.764
-1300.26,1,0.825014,2,3,0,1300.71,24.6088,177.757
-1299.96,0.811874,0.825014,2,3,0,1302.03,24.7321,177.918
-1303.54,0.691312,0.825014,2,3,0,1303.77,26.7472,177.713
-1302.17,1,0.825014,2,3,0,1304.52,22.6352,177.814
-1300.16,1,0.825014,2,3,0,1301.84,25.2445,177.811
-1300.15,0.878271,0.825014,1,3,0,1301.35,23.8502,177.894
