# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = heights_2.data.R
# init = 2 (Default)
# random
#   seed = 2734656062
# output
#   file = heights_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.780019
# Diagonal elements of inverse mass matrix:
# 0.00145195, 0.00734435
-1302.75,0.837379,0.780019,2,3,0,1303.29,26.8327,177.966
-1300.55,1,0.780019,2,3,0,1302.85,25.0389,177.975
-1300.2,0.998325,0.780019,3,7,0,1300.51,24.9688,177.944
-1300.36,0.993339,0.780019,2,3,0,1300.41,25.2355,177.946
-1299.82,1,0.780019,2,3,0,1300.33,24.5456,177.892
-1300.68,0.866418,0.780019,2,3,0,1301.35,23.5831,177.761
-1300.96,0.981043,0.780019,2,3,0,1301.1,23.7359,177.72
-1301.42,0.631463,0.780019,2,7,0,1305.09,26.2629,177.927
-1300.12,0.998843,0.780019,3,15,0,1301.37,23.7751,177.856
-1300.15,0.945348,0.780019,3,15,0,1300.97,25.3972,177.854
-1299.83,0.933609,0.780019,1,3,0,1300.89,24.2222,177.873
-1300.42,0.827355,0.780019,3,7,0,1301.93,23.522,177.825
-1300.01,0.998323,0.780019,2,7,0,1300.55,24.3593,177.785
-1299.88,1,0.780019,2,3,0,1300.08,24.1675,177.882
-1301.08,0.904692,0.780019,2,3,0,1301.16,23.6494,177.717
-1301.01,0.959904,0.780019,3,7,0,1302.13,25.9234,177.941
-1300.14,1,0.780019,2,3,0,1301.17,24.0216,177.917
-1300.69,0.79956,0.780019,2,3,0,1302.47,25.7495,177.925
-1300.1,0.990956,0.780019,2,3,0,1300.86,25.3383,177.875
-1300.33,0.860122,0.780019,2,3,0,1301.82,25.3797,177.928
-1300.34,0.984074,0.780019,2,3,0,1300.74,25.052,177.956
-1300.35,0.893398,0.780019,2,3,0,1301.91,25.1844,177.949
-1300.02,1,0.780019,2,3,0,1300.44,24.4631,177.783
-1300.41,0.915325,0.780019,2,3,0,1300.94,23.5342,177.821
-1300.22,0.993883,0.780019,3,15,0,1300.73,24.7851,177.952
-1299.91,0.919366,0.780019,4,23,0,1301.51,24.8995,177.901
-1300.96,0.91529,0.780019,3,7,0,1301.25,23.4475,177.748
-1300.03,0.999138,0.780019,3,15,0,1300.98,25.136,177.903
-1300.69,0.74533,0.780019,2,3,0,1302.97,25.5295,177.775
-1299.86,1,0.780019,2,3,0,1300.74,24.7555,177.818
-1299.77,1,0.780019,2,3,0,1299.87,24.526,177.837
-1300.2,0.900664,0.780019,1,3,0,1300.58,23.811,177.897
-1300.5,0.983502,0.780019,2,3,0,1300.54,23.708,177.927
-1301.15,0.903157,0.780019,2,3,0,1302.55,24.7826,177.695
-1299.78,0.999746,0.780019,4,31,0,1301.13,24.4111,177.836
-1299.78,0.99986,0.780019,3,7,0,1299.79,24.7645,177.859
-1300.32,0.920622,0.780019,2,7,0,1300.56,25.1567,177.778
-1300.26,0.997542,0.780019,3,7,0,1300.42,25.2957,177.801
-1300.87,0.964845,0.780019,2,3,0,1300.87,25.5436,177.76
-1300.85,0.99456,0.780019,2,7,0,1301.16,25.8117,177.8
-1301.27,0.968643,0.780019,2,3,0,1301.54,25.6301,177.735
-1302.79,0.934293,0.780019,2,3,0,1303.21,26.6795,177.755
-1302.19,0.998307,0.780019,2,7,0,1302.95,22.7606,177.919
-1302.31,0.951796,0.780019,2,3,0,1304.11,26.065,177.708
-1301.72,1,0.780019,1,1,0,1302.41,26.0395,177.745
-1301.09,1,0.780019,1,1,0,1301.72,25.6939,177.756
-1301.23,0.984338,0.780019,3,7,0,1301.93,23.4669,177.966
-1302.58,0.915542,0.780019,2,3,0,1302.72,26.6554,177.768
-1299.82,1,0.780019,2,3,0,1302.24,24.2288,177.842
