# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = weights_4.data.R
# init = 2 (Default)
# random
#   seed = 2734870986
# output
#   file = weights_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.791393
# Diagonal elements of inverse mass matrix:
# 0.066088, 0.00153799, 0.00161034
-746.483,1,0.791393,2,3,0,747.649,154.525,0.947299,5.04906
-747.212,0.957531,0.791393,3,7,0,747.476,154.876,0.853078,5.08978
-746.82,1,0.791393,2,3,0,747.447,154.806,0.867836,5.21641
-747.608,0.743034,0.791393,2,3,0,750.784,154.285,0.867118,4.88767
-747.537,0.952989,0.791393,2,3,0,748.959,154.178,0.869708,5.17564
-747.124,0.997808,0.791393,3,7,0,748.482,154.77,0.85348,5.2313
-746.287,0.921424,0.791393,2,3,0,748.558,154.796,0.919773,5.1344
-747.82,0.859791,0.791393,2,3,0,748.139,154.629,0.890179,4.73424
-747.092,0.890347,0.791393,2,3,0,749.415,154.579,0.864542,4.86628
-746.855,0.984002,0.791393,3,15,0,747.746,154.485,0.856319,5.20643
-746.909,0.997618,0.791393,3,7,0,746.96,154.7,0.953459,4.95636
-746.358,0.965094,0.791393,4,19,0,747.584,154.599,0.895075,5.25785
-746.666,0.957195,0.791393,3,11,0,747.442,154.443,0.947675,5.01834
-746.122,0.754745,0.791393,3,7,0,749.285,154.725,0.914953,5.01503
-746.61,0.954827,0.791393,2,3,0,746.813,154.3,0.887637,5.10556
-746.841,0.958152,0.791393,3,11,0,747.653,154.748,0.895686,5.32422
-746.271,1,0.791393,2,3,0,746.891,154.663,0.884498,5.20533
-746.818,0.840588,0.791393,2,3,0,748.269,154.523,0.943944,5.26924
-748.737,0.840684,0.791393,2,3,0,749.37,154.803,0.976885,5.40003
-748.115,1,0.791393,2,3,0,749.143,154.951,0.962882,5.28204
-752.759,0.624306,0.791393,2,3,0,754.406,155.443,0.960106,4.87495
-748.936,1,0.791393,2,3,0,752.117,155.157,0.952927,4.98652
-749.104,0.983712,0.791393,3,7,0,749.776,153.982,0.858196,5.15288
-746.229,1,0.791393,2,3,0,749.047,154.49,0.908631,4.95407
-746.059,0.825351,0.791393,2,3,0,748.042,154.583,0.926533,5.06182
-747.828,0.848575,0.791393,2,3,0,747.993,154.123,0.886865,4.95986
-746.56,0.984391,0.791393,2,3,0,748.512,154.446,0.863889,5.06827
-752.954,0.515588,0.791393,2,3,0,753.333,153.708,0.899311,5.5388
-748.313,0.967714,0.791393,3,7,0,752.356,155.12,0.901014,4.91308
-747.508,0.997382,0.791393,2,7,0,749.374,154.399,0.863663,5.34876
-747.779,0.988908,0.791393,2,3,0,748.003,154.469,0.851922,5.36887
-748.219,0.964156,0.791393,2,3,0,749.443,154.515,0.827922,4.90447
-746.24,1,0.791393,2,3,0,748.292,154.386,0.903764,5.05006
-749.341,0.555983,0.791393,2,3,0,750.885,154.482,0.907926,4.62324
-745.978,1,0.791393,2,3,0,749.113,154.603,0.914171,5.03063
