# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = weights_1.data.R
# init = 2 (Default)
# random
#   seed = 3673735522
# output
#   file = weights_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.905371
# Diagonal elements of inverse mass matrix:
# 0.0770642, 0.00151443, 0.001297
-746.139,0.876354,0.905371,1,3,0,747.147,154.741,0.891023,5.04239
-748.497,0.597216,0.905371,1,3,0,749.497,155.163,0.942794,5.13238
-747.485,0.989374,0.905371,2,7,0,749.232,154.301,0.95612,5.23209
-747.156,0.9989,0.905371,3,15,0,748.061,154.766,0.845228,5.04912
-747.362,0.944728,0.905371,3,15,0,748.328,154.737,0.967618,5.22136
-746.526,1,0.905371,2,3,0,747.685,154.486,0.91414,4.8952
-746.829,0.899966,0.905371,2,3,0,747.753,154.658,0.9179,4.84198
-747.026,0.920477,0.905371,2,3,0,748.025,154.302,0.869612,4.98618
-747.943,0.811162,0.905371,1,1,0,748.05,154.245,0.858532,4.9015
-749.318,0.848666,0.905371,2,3,0,750.29,154.994,0.942515,5.50322
-750.257,0.869221,0.905371,2,7,0,752.286,153.8,0.891319,5.16454
-749.401,1,0.905371,2,3,0,751.912,155.088,0.83015,4.98548
-748.168,1,0.905371,2,3,0,749.953,154.787,0.842995,4.84888
-747.247,1,0.905371,2,3,0,748.564,154.431,0.938625,5.34243
-748.444,0.899518,0.905371,2,7,0,749.268,154.9,0.957194,4.82273
-746.595,1,0.905371,2,7,0,748.235,154.446,0.885302,5.26121
-746.798,0.772245,0.905371,1,3,0,749.179,154.829,0.935997,4.95827
-746.808,0.996104,0.905371,3,15,0,747.28,154.338,0.89703,5.26515
-747.18,0.979844,0.905371,2,3,0,747.275,154.302,0.905454,5.31778
-746.108,0.976679,0.905371,2,3,0,747.523,154.621,0.923757,5.16001
-746.008,0.999545,0.905371,2,3,0,746.149,154.554,0.893734,5.02765
-746.886,0.89828,0.905371,2,3,0,746.936,154.891,0.937282,5.17176
-749.218,0.804539,0.905371,3,11,0,749.819,154.792,0.865043,4.68193
-748.788,0.966525,0.905371,2,7,0,751.194,154.313,0.947558,5.483
-746.871,0.950193,0.905371,2,3,0,749.683,154.819,0.868815,4.95823
-747.6,0.889059,0.905371,2,3,0,748.617,154.406,0.915703,4.77845
-749.137,0.622306,0.905371,2,3,0,752.185,154.698,0.961197,5.53015
-750.915,0.917411,0.905371,2,3,0,751.97,154.941,1.01464,5.39971
-746.895,1,0.905371,2,3,0,750.837,154.671,0.865986,4.8989
-747.263,0.91472,0.905371,2,3,0,747.793,154.443,0.923745,5.37863
-748.55,0.927505,0.905371,2,3,0,749.413,154.643,0.979218,4.8337
-746.68,0.995583,0.905371,3,11,0,748.751,154.471,0.902071,5.30698
-747.778,0.818431,0.905371,2,3,0,748.758,154.835,0.857198,5.35147
-746.638,0.799884,0.905371,1,3,0,750.957,154.331,0.911853,4.96137
-746.117,0.986981,0.905371,2,3,0,746.886,154.481,0.888978,5.12959
-747.252,0.855652,0.905371,2,7,0,747.698,154.566,0.837197,5.05593
-746.366,0.997909,0.905371,2,7,0,747.478,154.562,0.89176,5.25329
-746.738,0.877638,0.905371,2,3,0,747.96,154.495,0.955833,5.12557
-747.387,0.891759,0.905371,2,3,0,748.522,154.699,0.846247,4.92342
-748.093,0.88048,0.905371,2,3,0,749.567,154.515,0.936717,5.47557
-748.934,0.949973,0.905371,2,3,0,749.465,154.699,0.847873,4.73034
-747.496,1,0.905371,2,3,0,749.385,154.661,0.944353,5.38565
-746.38,0.998081,0.905371,2,7,0,747.622,154.342,0.904263,5.05214
