# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = heights_4.data.R
# init = 2 (Default)
# random
#   seed = 3673340397
# output
#   file = heights_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.754989
# Diagonal elements of inverse mass matrix:
# 0.00138114, 7.09024e-05
-890.917,0.970799,0.754989,2,3,0,891.138,7.49044,154.695
-891.709,0.798731,0.754989,3,11,0,892.806,7.55501,155.174
-892.166,0.967474,0.754989,2,3,0,892.329,7.56915,155.301
-891.247,0.992388,0.754989,2,7,0,892.367,8.02506,154.272
-891.922,0.973986,0.754989,2,3,0,892.008,8.20283,154.272
-890.911,0.887795,0.754989,2,3,0,893.662,7.99789,154.741
-891.372,0.979338,0.754989,2,7,0,891.435,7.37765,154.512
-890.522,0.955656,0.754989,2,3,0,892.045,7.73892,154.693
-890.518,0.997921,0.754989,2,3,0,890.548,7.71017,154.671
-890.637,0.974152,0.754989,1,3,0,890.739,7.82781,154.789
-890.637,0.834294,0.754989,2,3,0,892.184,7.82781,154.789
-891.563,0.858883,0.754989,2,3,0,891.927,7.62258,155.174
-891.761,0.854678,0.754989,2,3,0,893.499,7.77824,155.263
-890.63,0.967908,0.754989,1,3,0,892.038,7.88658,154.671
-891.844,0.729842,0.754989,1,3,0,894.035,7.33834,154.303
-891.138,0.992916,0.754989,2,3,0,892.108,8.04921,154.818
-890.788,1,0.754989,2,3,0,891.253,7.91873,154.407
-890.564,1,0.754989,2,3,0,890.775,7.79669,154.734
-890.582,0.778658,0.754989,2,3,0,892.566,7.73501,154.774
-890.538,0.983532,0.754989,1,3,0,890.724,7.70539,154.505
-891.909,0.694038,0.754989,1,3,0,892.806,7.69518,155.292
-891.909,0.744122,0.754989,1,1,0,893.108,7.69518,155.292
-891.556,0.635748,0.754989,2,3,0,897.004,8.18629,154.566
-890.922,0.991522,0.754989,2,3,0,891.758,7.9752,154.399
-892.152,0.888493,0.754989,2,7,0,892.39,7.5677,155.297
-890.525,1,0.754989,2,3,0,891.979,7.80851,154.604
-890.772,0.976906,0.754989,2,3,0,890.802,7.5408,154.518
-890.692,0.746924,0.754989,2,3,0,893.025,7.89151,154.454
-890.99,0.977142,0.754989,2,3,0,891.087,8.03847,154.553
-892.649,0.802815,0.754989,2,7,0,893.094,7.62984,155.434
-891.776,1,0.754989,2,3,0,892.906,7.56386,154.013
-891.28,1,0.754989,2,3,0,891.966,7.59809,155.069
-890.691,1,0.754989,2,3,0,891.478,7.89884,154.743
-891.238,0.867457,0.754989,3,7,0,892.501,8.1088,154.669
-891.76,0.912928,0.754989,3,11,0,892.505,7.59251,155.213
-890.981,0.997546,0.754989,2,7,0,891.767,7.8873,154.249
-890.61,0.961711,0.754989,2,3,0,891.414,7.68931,154.784
-891.003,0.964549,0.754989,2,3,0,891.098,7.53712,154.887
-890.791,0.901688,0.754989,2,3,0,891.667,7.63899,154.332
-890.843,0.987463,0.754989,2,3,0,891.116,7.50651,154.594
-891.303,0.933483,0.754989,2,3,0,891.643,7.42973,154.362
-891.351,0.937612,0.754989,2,3,0,892.232,7.39829,154.426
-891.109,1,0.754989,2,3,0,891.542,7.44608,154.744
-891.035,1,0.754989,2,3,0,891.174,7.48037,154.793
-891.242,0.94081,0.754989,2,3,0,891.827,7.42105,154.777
-891.923,0.862591,0.754989,2,7,0,892.567,7.8885,153.928
-892.009,0.857939,0.754989,2,3,0,894.225,7.50221,153.998
-892.357,0.93698,0.754989,2,3,0,893.87,7.21159,154.602
-892.983,0.903252,0.754989,1,1,0,893.108,7.13528,154.549
-893.831,0.953895,0.754989,4,15,0,894.148,7.07526,154.311
-890.929,0.986923,0.754989,2,3,0,894.008,7.48554,154.524
-891.525,0.77197,0.754989,3,15,0,893.534,8.15382,154.398
-890.702,0.998933,0.754989,3,13,0,891.511,7.79507,154.353
-890.832,0.978909,0.754989,2,3,0,890.943,7.76788,154.942
-891.58,0.781492,0.754989,2,3,0,893.264,7.64944,154.022
-891.58,0.865551,0.754989,1,1,0,892.238,7.64944,154.022
-891.362,1,0.754989,2,3,0,891.84,7.95978,155.071
-891.386,0.995076,0.754989,2,3,0,891.566,7.90054,155.12
-892.918,0.867942,0.754989,2,7,0,893.171,7.46478,153.822
-891.424,1,0.754989,2,3,0,892.769,7.66303,154.062
-890.92,0.804379,0.754989,1,3,0,893.237,7.8881,154.932
-893.496,0.627277,0.754989,2,3,0,895.218,8.3457,153.944
-891.333,0.965746,0.754989,2,3,0,894.017,7.94192,154.139
-892.315,0.649057,0.754989,1,3,0,894.914,8.15333,155.193
-892.672,0.951638,0.754989,1,1,0,892.836,8.19342,155.252
-893.422,0.911666,0.754989,1,1,0,893.553,8.29648,155.326
-891.469,1,0.754989,2,3,0,893.815,7.75915,154.031
-896.408,0.446478,0.754989,2,3,0,901.3,6.87987,154.202
-894.063,0.952116,0.754989,2,3,0,899.22,7.50252,155.619
-891.176,1,0.754989,2,7,0,893.666,7.961,154.223
-891.333,0.981306,0.754989,1,1,0,891.41,8.01726,154.217
-893.383,0.881883,0.754989,3,15,0,894.007,8.41625,154.13
-892.497,0.999287,0.754989,4,15,0,893.382,8.27429,154.161
-893.139,0.89787,0.754989,1,1,0,893.317,8.2699,153.931
-893.215,0.980933,0.754989,2,3,0,893.807,8.13074,153.762
-891.559,0.968076,0.754989,2,7,0,893.687,7.39161,154.901
-891.718,0.987077,0.754989,2,3,0,892.283,7.32418,154.435
-892.349,0.879683,0.754989,2,3,0,893.538,7.21326,154.568
-890.845,1,0.754989,2,3,0,892.399,7.5111,154.678
-892.039,0.771918,0.754989,2,3,0,892.563,7.4479,154.045
-892.714,0.748592,0.754989,2,3,0,895.517,7.81048,153.736
-890.557,0.954892,0.754989,1,3,0,893.213,7.65405,154.546
-890.663,0.953175,0.754989,2,3,0,891.057,7.58634,154.678
-891.868,0.881326,0.754989,2,3,0,892.089,8.24203,154.747
-891.611,0.961533,0.754989,2,7,0,892.625,8.10773,154.227
-891.96,0.98657,0.754989,3,7,0,891.968,7.41335,155.099
-891.474,1,0.754989,1,1,0,891.994,7.5139,155.064
-890.886,0.97939,0.754989,2,3,0,891.818,7.49903,154.525
-890.963,0.860293,0.754989,3,15,0,892.919,8.00945,154.765
-892.528,0.832615,0.754989,2,3,0,892.975,8.05247,155.351
-893.707,0.835501,0.754989,1,1,0,893.789,8.14031,155.549
-892.528,1,0.754989,2,3,0,894.25,8.30506,154.993
-891.077,1,0.754989,2,3,0,892.606,8.01729,154.366
-890.793,0.973145,0.754989,3,15,0,891.509,7.52405,154.625
-890.81,0.872428,0.754989,1,3,0,892.132,7.91429,154.833
-890.586,0.766332,0.754989,3,7,0,894.375,7.79394,154.45
-890.7,0.95371,0.754989,1,3,0,891.134,7.5611,154.595
-890.886,0.895398,0.754989,3,7,0,891.843,7.92919,154.867
-891.092,0.96513,0.754989,2,3,0,891.355,7.56963,154.24
-891.046,0.752152,0.754989,2,3,0,893.677,8.05768,154.628
-890.903,0.987587,0.754989,2,3,0,891.31,7.99743,154.483
-890.85,0.86228,0.754989,1,3,0,892.608,7.56186,154.828
-891.035,0.922323,0.754989,3,11,0,891.942,7.46867,154.458
-890.626,0.93956,0.754989,1,3,0,891.712,7.74213,154.814
-890.642,0.955204,0.754989,1,3,0,891.038,7.70147,154.395
-891.217,0.855827,0.754989,2,3,0,892.336,7.46277,154.876
-891.193,0.655521,0.754989,2,3,0,895.59,7.47114,154.332
-890.941,0.819082,0.754989,2,3,0,893.45,7.60249,154.932
-891.182,0.992978,0.754989,2,3,0,891.403,7.44504,154.808
-896.296,0.476087,0.754989,2,3,0,897.16,8.30929,153.336
-891.612,0.979113,0.754989,2,7,0,895.739,7.89878,155.194
-890.524,0.975137,0.754989,1,3,0,891.751,7.77785,154.682
-890.799,0.958133,0.754989,2,3,0,890.978,7.52409,154.56
-891.236,0.944109,0.754989,2,3,0,891.539,8.06893,154.845
-891.249,0.998634,0.754989,1,1,0,891.348,8.07445,154.841
-892.492,0.936495,0.754989,3,15,0,892.705,7.20805,154.426
-892.814,0.85288,0.754989,3,11,0,894.723,7.69623,155.486
-890.693,0.883605,0.754989,2,3,0,893.842,7.5752,154.517
-890.724,0.933932,0.754989,1,3,0,891.229,7.73183,154.882
-890.698,0.930838,0.754989,1,3,0,891.353,7.74901,154.347
-890.962,0.866887,0.754989,1,3,0,891.851,7.93348,154.91
-891.239,0.965915,0.754989,2,3,0,891.687,7.40029,154.619
-891.023,0.971223,0.754989,2,3,0,891.758,7.63569,154.994
-890.837,0.971637,0.754989,2,3,0,891.488,7.8809,154.891
-891.563,0.9346,0.754989,2,7,0,891.68,7.975,154.082
-891.006,0.85286,0.754989,1,3,0,893.225,7.86678,154.99
