# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = weights_3.data.R
# init = 2 (Default)
# random
#   seed = 3673735529
# output
#   file = weights_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.799405
# Diagonal elements of inverse mass matrix:
# 0.0825519, 0.00183487, 0.00132125
-746.573,0.824705,0.799405,2,3,0,750.401,154.323,0.92566,5.12676
-746.259,0.914679,0.799405,2,3,0,747.708,154.599,0.878508,5.1847
-748.267,0.77387,0.799405,2,3,0,749.1,154.279,0.863582,5.40542
-747.703,1,0.799405,1,1,0,748.314,154.287,0.875669,5.35879
-747.417,0.991587,0.799405,4,27,0,749.009,154.911,0.95231,4.97966
-748.748,0.892962,0.799405,2,3,0,749.597,154.068,0.87455,4.8961
-747.805,1,0.799405,2,3,0,749.59,154.07,0.905583,5.10461
-746.694,1,0.799405,2,3,0,748.164,154.754,0.92462,4.89787
-746.979,0.969532,0.799405,3,11,0,747.275,154.381,0.876511,5.2872
-747.488,0.887729,0.799405,3,11,0,749.103,154.616,0.979381,5.08598
-746.704,0.971548,0.799405,5,35,0,748.695,154.615,0.925216,4.8674
-746.419,0.98545,0.799405,6,127,0,747.055,154.553,0.891411,5.26376
-748.067,0.863188,0.799405,2,3,0,748.439,154.582,0.902632,5.50336
-746.239,1,0.799405,2,3,0,748.098,154.566,0.89401,4.94026
-746.362,0.756859,0.799405,2,3,0,749.115,154.617,0.909697,4.90601
-747.743,0.829731,0.799405,2,3,0,748.245,155.002,0.947443,5.22709
-748.006,0.979542,0.799405,2,7,0,748.53,155.128,0.928672,5.14444
-746.273,0.805321,0.799405,2,3,0,750.821,154.573,0.889635,5.22735
-746.52,0.97425,0.799405,2,3,0,746.79,154.569,0.93668,5.23808
-746.72,0.971206,0.799405,3,11,0,747.27,154.36,0.919796,4.92803
-749.458,0.721384,0.799405,2,3,0,750.336,154.6,0.830291,4.74322
-749.183,1,0.799405,2,3,0,749.969,154.548,0.829026,4.7754
-746.163,1,0.799405,2,3,0,748.891,154.756,0.905716,5.15419
-748.755,0.76648,0.799405,2,3,0,748.908,154.594,0.839571,5.46389
-753.338,0.741246,0.799405,2,3,0,755.256,155.334,0.978234,4.76633
-746.412,1,0.799405,2,3,0,752.688,154.458,0.88728,4.9446
-747.505,0.876478,0.799405,2,3,0,747.902,154.963,0.872067,5.26601
-746.627,0.942482,0.799405,5,63,0,748.964,154.613,0.883207,5.29278
-746.622,0.981328,0.799405,2,7,0,747.208,154.297,0.897861,5.01572
-746.38,0.999234,0.799405,2,7,0,746.883,154.751,0.907897,4.93758
-746.685,0.895006,0.799405,2,3,0,747.66,154.298,0.884156,5.13811
-746.415,0.80763,0.799405,2,7,0,748.654,154.854,0.904344,5.14291
-746.64,0.949005,0.799405,4,23,0,747.32,154.504,0.866856,4.95404
-746.485,0.942617,0.799405,5,35,0,747.805,154.73,0.902179,5.26642
-746.193,0.977125,0.799405,5,63,0,747.015,154.718,0.885648,5.15241
-747.573,0.824765,0.799405,2,3,0,747.97,155.066,0.881693,5.08626
-749.576,0.768716,0.799405,2,3,0,751.97,153.983,0.929682,4.86551
-747.441,1,0.799405,2,3,0,750.172,154.959,0.93579,4.9364
-746.727,0.983838,0.799405,5,39,0,748.24,154.571,0.863417,4.93856
-748.293,0.769477,0.799405,2,3,0,749.168,155.181,0.89568,5.05979
-746.62,1,0.799405,2,3,0,748.509,154.511,0.95275,5.10718
-747.41,0.880036,0.799405,2,3,0,748.18,154.162,0.912888,4.9826
-746.581,0.985887,0.799405,2,3,0,748.006,154.371,0.913671,5.23443
-747.762,0.879056,0.799405,2,7,0,748.518,154.179,0.874487,4.93492
-746.508,0.834768,0.799405,2,3,0,750.258,154.693,0.939864,5.20264
-748.063,0.846786,0.799405,2,3,0,748.595,154.446,0.989003,5.11371
-747.997,0.984893,0.799405,3,15,0,749.204,154.885,0.831796,5.09436
-750.068,0.896281,0.799405,2,3,0,750.305,155.182,0.824767,5.08731
-746.465,0.97753,0.799405,2,3,0,750.413,154.872,0.895183,5.08903
-747.022,0.934722,0.799405,4,19,0,747.8,154.534,0.870247,5.32548
-747.062,0.967657,0.799405,4,31,0,747.848,154.727,0.936246,4.85854
-746.675,0.973595,0.799405,4,23,0,747.698,154.497,0.891752,4.87207
-749.939,0.674208,0.799405,2,3,0,750.824,154.416,0.922824,5.65416
-747.582,0.926817,0.799405,6,63,0,751.772,154.772,0.907476,4.77213
-747.426,0.76224,0.799405,2,3,0,750.777,154.942,0.855406,5.11489
-746.114,0.95318,0.799405,2,3,0,748.005,154.581,0.890211,5.17904
-746.884,0.927,0.799405,2,3,0,747.079,154.601,0.848936,5.01945
-746.148,0.9403,0.799405,2,3,0,747.801,154.68,0.929241,5.05115
-746.953,0.927037,0.799405,3,15,0,747.127,154.515,0.859374,5.26404
-746.715,0.961213,0.799405,3,11,0,747.814,154.522,0.943725,4.93329
-747.83,0.854527,0.799405,2,7,0,748.795,154.074,0.918551,5.10256
-748.124,0.984654,0.799405,2,7,0,748.666,155.142,0.915756,5.21953
-747.264,1,0.799405,2,3,0,748.173,154.156,0.910741,5.07047
-747.105,0.973486,0.799405,2,3,0,748.001,154.91,0.941523,5.19777
-746.413,1,0.799405,2,7,0,747.343,154.562,0.895478,5.26863
-746.922,0.901557,0.799405,2,3,0,747.569,154.24,0.896362,5.18476
-748.529,0.801471,0.799405,2,3,0,749.758,155.176,0.871767,5.0713
-747.492,1,0.799405,2,3,0,748.943,154.202,0.946906,5.06746
-746.366,0.864488,0.799405,2,7,0,749.323,154.565,0.886918,5.24405
-747.155,0.812337,0.799405,2,3,0,748.904,155.013,0.901214,5.03501
-746.061,1,0.799405,2,3,0,747.147,154.729,0.910701,5.05122
-746.23,0.984898,0.799405,2,3,0,746.343,154.491,0.896364,5.20762
-746.138,0.933025,0.799405,2,3,0,747.062,154.672,0.899017,5.19319
-745.974,0.999715,0.799405,2,7,0,746.156,154.577,0.897992,5.13153
-746.769,0.831103,0.799405,1,3,0,747.748,154.445,0.89752,4.86698
-746.321,0.839421,0.799405,6,63,0,749.179,154.47,0.896639,5.22536
-745.994,1,0.799405,2,3,0,746.316,154.655,0.91791,5.09378
-745.994,0.609996,0.799405,1,3,0,749.654,154.655,0.91791,5.09378
-747.89,0.829912,0.799405,2,3,0,748.071,154.648,0.966798,4.85108
