# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = heights_2.data.R
# init = 2 (Default)
# random
#   seed = 2159223468
# output
#   file = heights_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.810409
# Diagonal elements of inverse mass matrix:
# 0.00144924, 0.00867577
-1302.1,0.898749,0.810409,2,3,0,1302.65,26.1526,177.731
-1300.3,1,0.810409,2,3,0,1301.91,23.7472,177.903
-1300.56,0.965459,0.810409,2,3,0,1300.8,25.3607,177.771
-1300.07,0.997735,0.810409,2,7,0,1300.59,23.8839,177.881
-1299.92,0.929923,0.810409,1,3,0,1300.76,24.9085,177.817
-1300.26,0.89124,0.810409,2,3,0,1300.87,25.144,177.941
-1300,0.991355,0.810409,2,7,0,1300.42,23.917,177.837
-1299.99,0.754864,0.810409,2,3,0,1302.78,23.9566,177.827
-1299.88,0.745249,0.810409,3,7,0,1302.06,24.2906,177.897
-1300.31,0.961884,0.810409,2,7,0,1300.39,25.5609,177.875
-1300.31,0.804177,0.810409,2,7,0,1302.14,25.5609,177.875
-1300.63,0.864419,0.810409,3,15,0,1302.24,25.7035,177.924
-1300.1,0.972204,0.810409,2,3,0,1301.19,24.543,177.94
-1302.46,0.853259,0.810409,2,7,0,1302.47,23.3661,177.652
-1300.23,1,0.810409,2,3,0,1302.57,25.4419,177.895
-1300.27,0.995319,0.810409,3,11,0,1300.52,23.8866,177.777
-1300.14,1,0.810409,2,3,0,1300.44,23.7472,177.846
-1302.34,0.671493,0.810409,2,3,0,1302.93,23.0315,177.987
-1299.97,1,0.810409,2,3,0,1302.49,23.9439,177.847
-1300.04,0.899991,0.810409,3,15,0,1300.99,25.2408,177.841
