# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = weights_2.data.R
# init = 2 (Default)
# random
#   seed = 2159453317
# output
#   file = weights_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b1,b2,sigma
# Adaptation terminated
# Step size = 0.459124
# Diagonal elements of inverse mass matrix:
# 0.142262, 0.0784764, 0.0601198, 0.135066
-749.028,0.927147,0.459124,2,7,0,749.952,155.033,5.98759,-0.0618399,5.20268
-749.519,0.923781,0.459124,2,7,0,750.887,154.678,5.74633,-0.124794,5.43217
-749.804,0.971965,0.459124,3,15,0,750.459,154.306,5.94405,-0.11678,5.3373
-750.972,0.990634,0.459124,2,7,0,751.695,155.294,6.1208,-0.196827,4.8806
-750.917,0.918722,0.459124,4,23,0,753.008,154.422,5.69409,0.462355,5.27691
-751.28,0.864761,0.459124,3,15,0,754.693,154.425,6.22402,-0.310278,5.26851
-749.04,0.961043,0.459124,3,7,0,752.238,154.808,5.56242,0.0658284,4.96099
-749.975,0.989874,0.459124,3,7,0,750.525,154.787,6.33573,-0.169314,5.28622
-747.868,0.993004,0.459124,3,7,0,750.495,154.651,5.89554,0.0180031,5.00827
-750.146,0.780332,0.459124,2,7,0,751.657,154.264,5.80521,0.298188,4.77752
-750.517,0.87027,0.459124,4,31,0,753.813,154.657,6.03184,-0.39917,4.94319
-750.143,0.939269,0.459124,5,35,0,752.818,154.443,5.78762,-0.277782,5.27449
-750.019,0.977143,0.459124,2,7,0,752.081,154.437,5.87331,-0.0944514,5.46122
-748.718,0.984448,0.459124,3,7,0,750.712,155.03,5.95919,-0.241895,4.98183
-749.759,0.872076,0.459124,2,3,0,750.276,155.188,6.02449,-0.09151,5.03664
-749.111,1,0.459124,3,7,0,750.522,154.863,6.15359,-0.104427,5.28013
-748.555,0.952967,0.459124,2,7,0,750.799,154.696,5.68455,-0.101842,5.28142
-749.147,0.885009,0.459124,2,3,0,750.391,154.891,5.57207,0.0554504,5.02142
-749.569,0.979869,0.459124,3,7,0,751.077,154.233,5.48631,0.045839,5.24278
-750.265,0.965431,0.459124,2,3,0,750.575,154.19,5.45291,-0.0502069,5.16396
-750.729,0.982903,0.459124,2,3,0,750.982,154.196,5.38897,-0.0724581,5.11753
