# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = heights_4.data.R
# init = 2 (Default)
# random
#   seed = 2159223482
# output
#   file = heights_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.816185
# Diagonal elements of inverse mass matrix:
# 0.00154615, 0.00707013
-1300.7,0.837019,0.816185,2,3,0,1303.01,24.747,177.723
-1300.04,0.984448,0.816185,2,3,0,1301.06,25.249,177.844
-1302.95,0.605872,0.816185,2,3,0,1304.64,24.3892,177.604
-1304.03,0.721097,0.816185,1,1,0,1304.7,24.836,177.57
-1300.11,1,0.816185,2,3,0,1303.59,25.0218,177.929
-1299.92,0.994114,0.816185,2,3,0,1300.23,25.0925,177.87
-1300.09,0.932723,0.816185,2,7,0,1300.54,24.3333,177.932
-1300.84,0.844618,0.816185,2,3,0,1302.04,23.2497,177.818
-1299.93,1,0.816185,2,3,0,1300.75,24.859,177.811
-1300.8,0.68469,0.816185,2,3,0,1303.19,25.853,177.923
-1301.14,0.94648,0.816185,2,3,0,1301.85,23.0719,177.845
-1300.53,1,0.816185,2,3,0,1301.16,23.4787,177.881
-1300.4,0.967833,0.816185,2,3,0,1301.25,24.3819,177.966
-1299.91,0.964076,0.816185,4,15,0,1300.98,24.5726,177.801
-1300.15,0.882424,0.816185,2,7,0,1300.85,23.909,177.905
-1300.64,0.930064,0.816185,2,3,0,1300.78,25.5534,177.785
-1302.34,0.871976,0.816185,2,7,0,1302.63,22.5702,177.844
-1301.75,1,0.816185,2,3,0,1302.49,22.8018,177.817
-1299.83,0.904816,0.816185,1,3,0,1302.93,24.5949,177.896
-1299.86,0.994629,0.816185,3,11,0,1299.94,24.3063,177.814
-1303.72,0.632655,0.816185,2,3,0,1303.88,27.4181,177.89
-1302.35,1,0.816185,1,1,0,1303.65,26.7954,177.917
-1301.6,0.973707,0.816185,3,11,0,1304.05,22.8637,177.851
-1299.9,1,0.816185,3,11,0,1301.32,25.003,177.887
-1299.87,1,0.816185,2,3,0,1299.92,24.8192,177.897
-1300.16,0.970379,0.816185,3,15,0,1300.27,25.3307,177.903
-1300.57,0.90696,0.816185,4,31,0,1301.59,23.4045,177.833
-1300.57,0.820934,0.816185,2,7,0,1302.79,23.4045,177.833
-1300.15,1,0.816185,1,1,0,1300.5,23.7502,177.829
-1301.25,0.891198,0.816185,2,3,0,1301.63,25.1209,177.701
-1301.89,0.953009,0.816185,2,3,0,1302.36,24.482,177.65
-1302.35,0.936829,0.816185,3,15,0,1303.15,25.3978,177.656
-1302.41,0.992365,0.816185,2,7,0,1303.98,22.5544,177.857
-1302.11,1,0.816185,1,1,0,1302.75,22.662,177.855
-1299.94,1,0.816185,2,7,0,1301.72,25.1075,177.849
-1299.95,0.930902,0.816185,1,3,0,1300.59,24.0724,177.888
-1299.79,0.972243,0.816185,2,3,0,1300.24,24.6977,177.837
-1301.2,0.784516,0.816185,2,3,0,1302.22,23.2592,177.751
-1300.52,1,0.816185,2,3,0,1301.43,25.444,177.946
-1300.01,0.815772,0.816185,4,31,0,1303.37,24.4722,177.784
-1300.89,0.780458,0.816185,2,3,0,1302.05,25.9987,177.846
-1300.38,1,0.816185,1,1,0,1300.82,25.6152,177.852
-1299.97,1,0.816185,2,3,0,1300.45,24.651,177.921
-1301.24,0.883614,0.816185,2,3,0,1301.36,26.0037,177.956
-1305.33,0.7343,0.816185,2,3,0,1306.16,21.749,177.782
-1300.13,0.981911,0.816185,3,11,0,1305.47,25.3709,177.878
-1299.77,0.972422,0.816185,1,3,0,1300.49,24.3827,177.852
-1299.87,0.97074,0.816185,1,3,0,1300.03,24.6127,177.905
-1300.6,0.89745,0.816185,2,3,0,1300.77,23.627,177.926
-1301.22,0.954005,0.816185,3,11,0,1301.87,25.1156,178.021
-1300.26,0.904607,0.816185,2,3,0,1302.62,25.5056,177.853
-1299.87,0.989151,0.816185,2,3,0,1300.42,24.8006,177.899
-1302.63,0.536673,0.816185,1,3,0,1305.44,22.5321,177.77
-1305.16,0.799807,0.816185,2,3,0,1305.61,27.8891,177.948
-1300.5,1,0.816185,2,3,0,1304.69,24.1833,177.967
-1301.2,0.680086,0.816185,1,3,0,1304.43,25.8516,177.765
-1300.42,0.960295,0.816185,2,3,0,1301.9,25.6603,177.863
-1300.86,0.941954,0.816185,2,7,0,1301.6,25.3062,177.739
-1301.58,0.932058,0.816185,2,3,0,1302.46,22.9559,177.773
-1300.41,0.965873,0.816185,4,23,0,1302.38,25.2857,177.948
-1299.91,0.896838,0.816185,1,3,0,1301.78,24.4222,177.801
-1299.75,0.893514,0.816185,2,3,0,1300.86,24.5885,177.855
-1300.34,0.882445,0.816185,1,3,0,1300.84,25.162,177.949
-1300.91,0.92435,0.816185,2,7,0,1301.37,23.3732,177.92
-1300.13,0.949816,0.816185,2,3,0,1301.48,23.9291,177.904
-1299.85,0.937833,0.816185,1,3,0,1300.65,24.9605,177.857
-1300.13,0.923892,0.816185,2,3,0,1300.71,23.907,177.798
-1300.21,0.938018,0.816185,3,15,0,1300.78,24.8953,177.948
-1299.78,0.990353,0.816185,2,3,0,1300.36,24.6358,177.836
-1300.24,0.864321,0.816185,1,3,0,1300.91,24.6518,177.955
-1299.93,0.987113,0.816185,2,3,0,1300.47,25.0619,177.887
-1299.79,0.973905,0.816185,4,15,0,1300.27,24.5604,177.829
-1299.99,0.931903,0.816185,1,3,0,1300.4,25.0089,177.91
-1300.13,0.940851,0.816185,2,3,0,1300.77,24.424,177.77
-1300.33,0.952895,0.816185,4,23,0,1300.87,24.2402,177.955
-1300.51,0.980376,0.816185,2,7,0,1300.88,25.7329,177.882
-1301.07,0.961828,0.816185,4,31,0,1301.39,26.0846,177.913
-1300.41,1,0.816185,2,3,0,1301,25.5244,177.919
-1300.41,0.49346,0.816185,1,3,0,1305.99,25.5244,177.919
-1299.81,0.919728,0.816185,1,3,0,1301.3,24.2672,177.84
-1300.04,0.845821,0.816185,2,3,0,1301.1,24.4278,177.929
-1300.41,0.924829,0.816185,2,3,0,1300.97,24.0986,177.747
-1301.2,0.861828,0.816185,2,7,0,1301.8,23.6821,177.986
-1299.85,1,0.816185,2,7,0,1301.09,24.3681,177.815
-1301.66,0.55384,0.816185,1,3,0,1304.1,23.9524,178.032
-1300.28,1,0.816185,2,3,0,1301.78,23.9805,177.932
-1300.85,0.962157,0.816185,4,31,0,1301.25,25.7504,177.948
-1300.82,0.995305,0.816185,4,31,0,1301.12,25.2509,177.989
-1300.92,0.943787,0.816185,3,11,0,1301.96,25.5595,177.757
-1302.96,0.862065,0.816185,2,3,0,1303.43,22.362,177.821
-1301.28,0.994996,0.816185,5,35,0,1303.03,26.2658,177.885
-1300.59,0.956201,0.816185,3,11,0,1302.45,24.0712,177.969
-1301.12,0.910404,0.816185,2,3,0,1302.05,25.4031,178.003
-1302.58,0.903184,0.816185,5,31,0,1303.49,22.8613,177.696
-1300.16,1,0.816185,2,3,0,1302.77,23.954,177.911
-1300.1,0.89783,0.816185,1,3,0,1301.33,24.7962,177.781
-1300.28,0.858224,0.816185,4,31,0,1301.69,24.6039,177.755
-1300.17,0.812801,0.816185,1,3,0,1302.01,24.1826,177.934
-1300.61,0.896853,0.816185,2,3,0,1301.55,25.7073,177.919
-1301.93,0.789439,0.816185,2,3,0,1303.21,25.0556,178.062
-1299.98,0.985774,0.816185,3,11,0,1301.78,24.6138,177.924
-1299.79,0.965656,0.816185,1,3,0,1300.39,24.4451,177.83
-1300.29,0.789166,0.816185,2,3,0,1301.6,25.5423,177.866
-1301.22,0.884238,0.816185,2,3,0,1302.13,23.1388,177.774
-1301.15,0.934024,0.816185,2,3,0,1302.66,24.7378,177.693
-1300.61,0.844393,0.816185,2,3,0,1302.95,24.2048,177.727
-1302.51,0.667921,0.816185,2,3,0,1304.66,23.3297,177.651
-1300.7,1,0.816185,2,3,0,1302.22,23.9673,177.728
-1300,1,0.816185,2,3,0,1300.91,25.1492,177.833
-1302.99,0.479972,0.816185,1,3,0,1306.15,22.3591,177.85
