# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = weights_3.data.R
# init = 2 (Default)
# random
#   seed = 2159453322
# output
#   file = weights_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b1,b2,sigma
# Adaptation terminated
# Step size = 0.661644
# Diagonal elements of inverse mass matrix:
# 0.128741, 0.088597, 0.0530488, 0.0409211
-748.158,1,0.661644,2,3,0,749.775,154.469,6.01998,0.0415353,4.99259
-748.284,0.945402,0.661644,3,7,0,748.812,154.56,6.08025,-0.0726686,5.14479
-748.606,0.943562,0.661644,3,7,0,748.963,154.747,6.15478,0.00818759,5.0601
-748.119,0.660612,0.661644,3,15,0,753.074,154.532,5.9866,0.0340312,5.19514
-748.583,0.958447,0.661644,2,3,0,748.987,154.402,5.75535,0.115365,4.87233
-748.186,0.86821,0.661644,2,3,0,750.222,154.359,5.71479,0.0683356,5.15955
-749.94,0.650326,0.661644,3,7,0,751.654,154.492,5.83488,-0.317349,5.16326
-749.924,1,0.661644,2,3,0,750.319,155.12,5.81976,0.0158879,5.22339
-748.324,0.864975,0.661644,2,3,0,751.119,154.833,5.69147,-0.0891364,5.20137
-750.293,0.815007,0.661644,2,7,0,751.664,154.357,5.66276,0.239974,4.74256
-750.54,0.893796,0.661644,3,7,0,753.212,154.252,5.57746,0.464957,4.99843
-749.318,0.967546,0.661644,2,3,0,752.235,154.197,5.98662,0.34733,5.13098
-750.368,0.869386,0.661644,2,7,0,752.126,154.841,5.34385,-0.1357,4.89675
-751.169,0.979632,0.661644,3,7,0,752.117,154.943,6.39362,-0.0754022,5.37487
-748.859,0.935369,0.661644,3,7,0,753.704,154.438,5.67614,0.28182,5.14704
-748.398,1,0.661644,2,3,0,749.211,154.329,5.88717,0.00934076,5.19508
-749.016,0.974504,0.661644,2,7,0,749.134,154.842,5.68368,0.0217709,4.87556
-749.349,0.937181,0.661644,2,3,0,750.23,154.287,5.76023,-0.0604314,4.88442
-749.015,0.982024,0.661644,3,7,0,750.353,154.526,5.68378,-0.153051,5.28543
-748.326,0.983244,0.661644,3,7,0,749.465,154.577,5.86297,0.173108,5.1512
-749.099,0.868163,0.661644,2,5,0,749.536,154.714,5.85303,-0.333255,5.06682
-748.187,0.815117,0.661644,3,7,0,750.755,154.388,5.68246,0.0191012,5.12162
-749.719,0.79137,0.661644,2,7,0,752.242,154.195,5.77772,0.422103,5.18688
-750.95,0.836772,0.661644,3,7,0,752.539,154.381,6.15557,0.43205,5.13083
-748.634,0.908011,0.661644,3,13,0,751.589,155.016,5.86812,-0.280066,5.0271
-747.899,0.96024,0.661644,3,7,0,749.784,154.501,5.82701,0.0937869,5.1313
-748.018,0.982911,0.661644,2,3,0,748.071,154.414,5.79629,0.0375094,5.15964
-749.463,0.79817,0.661644,2,3,0,750.461,154.746,6.30142,-0.0989289,5.23343
-750.466,0.788728,0.661644,3,7,0,752.03,154.459,5.82714,-0.219868,5.4311
-749.989,1,0.661644,3,7,0,750.967,154.193,5.78597,0.19747,4.76695
-750.059,0.979293,0.661644,3,7,0,751.25,155.106,6.00425,-0.351389,5.36186
-748.827,0.985983,0.661644,2,3,0,750.293,154.902,5.82829,-0.289434,5.2356
-748.789,0.748601,0.661644,3,7,0,753.984,154.243,5.63509,0.173284,4.94983
-749.038,0.969863,0.661644,2,3,0,749.639,154.378,5.45753,0.194424,5.10932
-749.216,0.97132,0.661644,2,3,0,750.008,154.215,5.58175,0.26132,4.94657
-748.817,0.806338,0.661644,3,7,0,752.923,154.667,6.04613,0.0480835,5.30139
-749.906,0.965301,0.661644,3,7,0,750.25,154.667,6.12208,-0.130849,5.43366
