# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = weights_4.data.R
# init = 2 (Default)
# random
#   seed = 2159453330
# output
#   file = weights_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b1,b2,sigma
# Adaptation terminated
# Step size = 0.541709
# Diagonal elements of inverse mass matrix:
# 0.11819, 0.0694423, 0.0505896, 0.0315837
-748.783,1,0.541709,2,3,0,750.413,154.752,5.48081,-0.10236,5.08257
-750.843,0.869031,0.541709,3,7,0,754.029,154.791,6.35819,-0.356402,4.98175
-752.927,0.972903,0.541709,3,7,0,756.065,153.832,5.74483,0.711864,5.17078
-752.045,1,0.541709,3,7,0,753.08,153.865,5.79146,0.643047,5.11845
-751.036,1,0.541709,3,7,0,753.488,155.492,5.93639,-0.385046,5.01901
-752.032,0.911,0.541709,3,7,0,755.6,154.854,5.37912,-0.245552,5.52534
-750.185,0.977841,0.541709,3,7,0,754.566,154.909,5.48293,-0.320171,5.28364
-750.98,0.969806,0.541709,2,3,0,751.765,154.935,5.24081,-0.191014,5.22229
-749.182,0.887933,0.541709,3,7,0,752.906,154.701,6.17342,-0.215835,5.24169
-749.895,0.992051,0.541709,3,7,0,750.72,154.201,5.54483,0.406944,5.06933
-749.587,0.988627,0.541709,3,7,0,751.297,154.021,5.99899,0.15141,5.19436
-750.051,0.993754,0.541709,3,7,0,750.848,155.208,5.53427,-0.164808,5.10191
-750.051,0.487596,0.541709,2,7,0,757.267,155.208,5.53427,-0.164808,5.10191
-747.979,0.997903,0.541709,2,7,0,751.617,154.402,5.86818,0.0395414,5.12637
-749.586,0.914761,0.541709,2,7,0,750.501,154.737,5.83582,-0.0402165,5.45477
-748.886,0.926733,0.541709,3,7,0,753.602,154.479,5.83749,0.132713,4.82461
-753.682,0.783463,0.541709,3,7,0,756.398,154.178,6.30807,0.17029,4.633
-748.924,1,0.541709,3,7,0,754.86,155.079,5.95601,-0.224317,5.21787
-748.342,0.995406,0.541709,2,3,0,749.051,154.772,5.98598,-0.224146,5.13609
-748.274,0.997695,0.541709,3,7,0,748.661,154.313,5.68374,0.143764,5.0359
-748.984,0.96906,0.541709,3,7,0,749.333,154.314,6.12775,0.182197,5.18737
-748.428,0.931958,0.541709,3,7,0,750.48,154.706,5.93323,-0.188065,4.93211
-749.167,0.872627,0.541709,3,7,0,751.566,154.428,5.83999,-0.0606557,5.36629
-748.635,0.988005,0.541709,3,7,0,749.795,154.62,5.7024,0.202264,5.06103
-748.751,0.96365,0.541709,2,3,0,749.594,154.374,5.66118,0.258151,4.98783
-748.161,0.956103,0.541709,3,7,0,749.769,154.681,6.03466,-0.101492,5.16757
-749.93,0.88812,0.541709,3,7,0,750.887,154.916,5.67103,-0.363892,5.31756
-750.716,0.919156,0.541709,3,7,0,754.182,154.819,5.2575,0.0851359,5.06184
-751.991,0.974954,0.541709,3,7,0,753.613,154.848,6.5367,-0.23814,4.8955
-748.859,0.999237,0.541709,2,3,0,752.495,154.571,6.08691,-0.163258,4.93924
-747.904,0.946467,0.541709,3,15,0,749.881,154.419,5.79739,0.0848185,5.08413
-748.103,0.981311,0.541709,2,3,0,748.167,154.327,5.77337,0.0762921,5.05889
-748.178,0.808535,0.541709,2,7,0,750.308,154.583,6.01842,-0.032772,4.95395
-749.155,0.903813,0.541709,2,7,0,751.123,154.31,5.71774,0.317475,5.23585
-750.526,0.960157,0.541709,3,7,0,751.888,155.404,6.01507,-0.364945,5.0209
-749.606,0.999501,0.541709,3,7,0,751.56,154.919,5.86938,-0.365894,4.88604
-752.005,0.801365,0.541709,3,7,0,754.135,154.254,6.12573,0.549551,5.13442
-750.419,1,0.541709,2,3,0,751.918,154.162,6.01115,0.46927,5.12544
-749.745,0.961635,0.541709,2,3,0,751.215,154.178,5.84417,0.422172,5.18863
