# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = weights_2.data.R
# init = 2 (Default)
# random
#   seed = 1229008162
# output
#   file = weights_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b1,b2,sigma
# Adaptation terminated
# Step size = 0.588514
# Diagonal elements of inverse mass matrix:
# 0.1234, 0.0667588, 0.0459629, 0.0341402
-749.499,0.963972,0.588514,3,7,0,752.125,154.21,5.96476,0.379774,5.05731
-748.133,0.973786,0.588514,2,3,0,749.773,154.336,5.74215,0.0549967,5.07561
-748.133,0.860155,0.588514,1,3,0,750.178,154.336,5.74215,0.0549967,5.07561
-750.272,0.796313,0.588514,3,7,0,751.558,154.646,5.54233,-0.331696,5.22677
-750.796,1,0.588514,3,7,0,751.824,154.255,5.96702,0.50268,5.13432
-751.089,0.996451,0.588514,3,7,0,752.878,154.035,5.97154,0.116704,5.46908
-750.704,0.977689,0.588514,2,7,0,751.903,154.451,5.90773,0.363797,5.40334
-750.195,1,0.588514,3,7,0,752.338,154.555,6.22784,-0.283256,5.21887
-750.191,1,0.588514,3,7,0,752.296,155.35,5.95177,-0.229255,5.1786
-749.088,1,0.588514,2,3,0,750.461,155.06,5.85408,-0.285497,5.25792
-749.796,0.974742,0.588514,3,7,0,750.321,154.153,5.86772,0.404799,4.9595
-749.92,0.912782,0.588514,3,7,0,752.458,154.897,5.58513,0.0527294,5.35533
-753.135,0.906599,0.588514,2,7,0,754.082,154.421,6.49233,-0.128022,4.76789
-749.802,1,0.588514,2,3,0,754.292,154.771,6.33553,-0.166265,4.95311
-750.824,0.945928,0.588514,2,3,0,750.99,154.725,6.36468,-0.25147,4.87555
-750.837,0.98148,0.588514,3,7,0,752.759,154.906,5.61934,-0.182536,5.523
-750.455,1,0.588514,3,7,0,751.905,154.671,5.68973,-0.0622263,5.53621
-752.834,0.870955,0.588514,3,7,0,754.095,154.737,6.28136,-0.360025,4.70585
-748.74,0.975017,0.588514,2,3,0,753.387,154.591,6.15189,-0.0722916,4.93832
-751.729,0.922192,0.588514,3,7,0,752.034,153.988,5.45091,0.431661,5.41051
-751.081,0.954103,0.588514,3,7,0,754.363,154.359,5.92953,0.133531,4.64395
-749.981,0.910857,0.588514,2,3,0,752.512,154.361,5.86904,-0.0201447,4.73716
-750.437,0.843582,0.588514,3,15,0,752.534,154.88,5.7891,-0.230477,5.50482
-749.568,0.979096,0.588514,3,7,0,751.772,154.754,6.07229,0.106346,5.33873
-749.681,1,0.588514,3,7,0,750.314,154.336,5.43076,0.00578545,4.93573
-748.568,1,0.588514,3,7,0,750.395,154.537,5.94211,0.133728,4.89528
-749.493,0.829887,0.588514,3,7,0,753.086,154.184,6.00537,0.361685,5.14655
-748.701,0.984088,0.588514,3,7,0,750.432,154.369,6.14109,0.00965171,5.07611
-748.438,0.907269,0.588514,3,7,0,750.503,154.819,5.59313,-0.022745,5.07346
-748.47,0.977297,0.588514,3,7,0,749.759,154.605,6.09928,0.100333,5.05049
-749.922,0.974275,0.588514,3,7,0,750.382,154.037,5.51016,0.250491,4.96892
-748.522,1,0.588514,3,7,0,750.264,154.524,5.99913,0.146214,5.22439
-748.061,0.996985,0.588514,3,7,0,749.047,154.614,5.95989,-0.130516,5.04021
-748.38,0.981913,0.588514,2,3,0,748.529,154.956,5.83741,-0.099794,4.99424
-750.329,0.949747,0.588514,3,7,0,750.899,154.087,6.27907,0.173738,5.14985
-748.88,0.952436,0.588514,3,7,0,752.988,154.961,6.00045,-0.177042,5.2784
-748.88,0.575142,0.588514,2,3,0,753.113,154.961,6.00045,-0.177042,5.2784
-750.497,0.931136,0.588514,2,7,0,751.657,154.653,5.59622,-0.0437696,5.5204
-750.01,0.991401,0.588514,3,7,0,751.333,154.659,6.00396,-0.0919894,4.71191
-748.895,0.909532,0.588514,2,3,0,750.937,154.92,6.02372,0.0197106,5.00104
-750.346,0.962887,0.588514,3,7,0,751.037,154.932,5.89687,-0.470072,4.93604
-749.753,1,0.588514,2,3,0,751.859,155.106,5.8272,-0.0880057,4.86515
-753.905,0.872023,0.588514,3,7,0,755.879,154.913,6.61556,-0.29693,4.79908
