# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = heights_2.data.R
# init = 2 (Default)
# random
#   seed = 1228873093
# output
#   file = heights_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.940976
# Diagonal elements of inverse mass matrix:
# 0.00120433, 0.00715012
-1300.78,0.915242,0.940976,2,3,0,1301.18,23.4437,177.77
-1301.03,0.929793,0.940976,1,1,0,1301.21,23.5331,177.731
-1300.12,0.793171,0.940976,1,3,0,1303.08,25.345,177.884
-1300.12,0.477924,0.940976,1,3,0,1304,25.345,177.884
-1300.82,0.896089,0.940976,2,7,0,1301.07,23.7044,177.958
-1300.15,0.855053,0.940976,2,3,0,1302.84,24.6566,177.769
-1301.66,0.801624,0.940976,2,3,0,1302.26,23.4145,177.695
-1299.88,0.858172,0.940976,2,3,0,1302.73,24.653,177.808
-1300.27,0.905434,0.940976,2,3,0,1300.69,24.9844,177.951
-1301.05,0.90558,0.940976,2,3,0,1301.55,26.0406,177.922
-1300.39,0.829097,0.940976,2,3,0,1303.28,24.1803,177.957
-1301.84,0.888381,0.940976,2,3,0,1302.09,23.1462,177.968
-1301.11,1,0.940976,2,3,0,1303.07,25.2867,177.72
-1301.01,0.912441,0.940976,2,3,0,1302.8,24.7394,178.014
-1299.9,1,0.940976,2,3,0,1300.81,24.9057,177.822
-1302.17,0.649593,0.940976,2,3,0,1302.19,24.8196,178.076
-1302.29,0.922377,0.940976,2,3,0,1304.24,25.5586,177.668
-1299.78,1,0.940976,2,3,0,1302.34,24.3516,177.844
-1300.47,0.82139,0.940976,1,3,0,1301.2,25.6754,177.893
-1301.34,0.903528,0.940976,2,7,0,1301.67,22.9795,177.85
-1300.31,0.97655,0.940976,2,3,0,1301.96,24.5783,177.961
-1300.35,0.945277,0.940976,2,3,0,1301.08,23.9796,177.94
-1300.61,0.958443,0.940976,2,3,0,1301.33,23.3887,177.821
-1302.89,0.572753,0.940976,1,3,0,1305.9,23.9392,178.089
-1300.54,0.918025,0.940976,1,3,0,1302.76,24.7423,177.981
-1302.2,0.672377,0.940976,1,3,0,1304.75,25.1426,177.652
-1300.04,1,0.940976,2,3,0,1302.08,24.0247,177.9
-1300.04,0.497279,0.940976,2,3,0,1304.72,24.0247,177.9
-1300.29,0.946246,0.940976,1,1,0,1300.31,23.8595,177.92
-1299.94,0.947088,0.940976,2,3,0,1300.62,24.2278,177.802
-1299.94,0.837799,0.940976,2,3,0,1301.28,24.2278,177.802
-1301.66,0.679348,0.940976,2,3,0,1301.95,23.464,177.996
