# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = weights_4.data.R
# init = 2 (Default)
# random
#   seed = 1229008178
# output
#   file = weights_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b1,b2,sigma
# Adaptation terminated
# Step size = 0.651173
# Diagonal elements of inverse mass matrix:
# 0.117217, 0.0737164, 0.0428401, 0.039296
-748.645,0.997163,0.651173,3,7,0,749.937,154.438,6.00445,-0.0792243,4.93357
-749.039,0.921194,0.651173,2,3,0,750.192,154.707,6.14427,0.0641219,5.25298
-749.943,0.801281,0.651173,2,3,0,750.891,154.473,6.27475,-0.13623,5.2749
-750.13,0.999448,0.651173,3,7,0,751.052,154.682,5.27951,0.0593536,5.00843
-750.5,0.644756,0.651173,2,3,0,753.544,154.568,5.51974,0.372335,5.09918
-748.41,0.999252,0.651173,3,15,0,751.307,154.714,5.61935,-0.148798,5.1602
-748.605,0.830114,0.651173,3,7,0,750.598,154.777,5.87614,0.0904293,5.21812
-749.553,0.912497,0.651173,2,7,0,750.527,154.565,6.25605,0.0996808,5.26823
-747.829,1,0.651173,2,3,0,749.561,154.514,5.83688,0.0777459,5.09394
-748.493,0.920933,0.651173,2,3,0,748.659,154.409,5.80546,-0.055331,4.92956
-749.8,0.89265,0.651173,2,3,0,750.491,154.723,6.27416,0.0857281,5.25071
-748.374,0.949922,0.651173,2,3,0,750.447,154.509,5.72976,-0.122529,5.16619
-748.068,0.929938,0.651173,2,3,0,749.111,154.651,5.92501,-0.160402,5.06717
-750.177,0.780987,0.651173,3,7,0,750.623,155.273,5.88091,-0.0851686,5.12425
-749.728,0.964634,0.651173,2,3,0,751.683,155.07,5.92196,-0.260263,5.37573
-749.353,0.894753,0.651173,3,7,0,752.447,154.518,5.86425,-0.17891,4.83844
-748.284,1,0.651173,2,3,0,749.488,154.736,5.85255,0.000973684,4.90637
-750.722,0.827302,0.651173,2,3,0,751.457,154.211,6.40066,0.0980384,5.047
-750.35,0.979405,0.651173,2,7,0,752.341,154.644,6.42103,0.0500562,5.00011
-749.69,0.94403,0.651173,2,7,0,751.977,154.982,5.66263,-0.378413,5.24015
-749.019,0.931548,0.651173,3,7,0,752.082,154.593,5.93773,0.257382,5.07808
-749.292,0.899126,0.651173,2,7,0,752.597,154.658,5.55692,0.115546,4.86743
-748.256,0.995663,0.651173,3,15,0,749.807,154.33,5.75746,0.0555283,5.17435
-748.775,0.931602,0.651173,3,7,0,750.06,154.815,6.13303,-0.22223,4.99347
-749.806,0.917418,0.651173,3,7,0,750.891,154.18,5.45716,0.333324,5.16468
-750.475,0.973717,0.651173,3,7,0,751.369,154.359,5.40032,0.222604,5.38721
-748.947,0.984864,0.651173,2,7,0,751.613,154.947,6.11808,-0.293285,5.10506
-753.097,0.750613,0.651173,3,7,0,756.242,154.568,6.06377,0.224303,5.69278
-754.059,0.944697,0.651173,2,3,0,754.549,154.778,6.08302,0.233728,5.70465
-750.481,1,0.651173,2,7,0,754.69,154.556,5.48256,-0.306013,5.10076
-750.344,0.8037,0.651173,3,7,0,753.627,155.212,5.69234,-0.0324666,5.21089
-753.695,0.858733,0.651173,2,7,0,754.717,154.186,6.58607,-0.147162,5.06235
-750.045,1,0.651173,2,3,0,753.78,154.798,6.19834,0.159425,4.99865
-749.302,0.969578,0.651173,3,15,0,751.943,155.053,5.73668,0.0103722,5.07884
-748.846,1,0.651173,2,3,0,749.503,154.608,5.80065,-0.225245,4.93668
-749.498,0.919906,0.651173,3,7,0,750.135,154.798,5.67765,0.201388,5.02004
-752.047,0.864794,0.651173,3,11,0,754.312,153.928,6.27056,0.0255985,5.26002
-752.263,0.994111,0.651173,3,7,0,753.34,153.949,6.42491,0.118927,5.17551
-751.174,0.806554,0.651173,3,11,0,755.875,154.6,5.44631,-0.351876,5.23309
-750.613,0.889828,0.651173,2,3,0,754.057,154.803,5.5183,0.257858,5.21421
-751.115,0.982087,0.651173,2,3,0,752.44,154.254,5.18677,0.0696318,5.11109
-749.534,0.979748,0.651173,2,7,0,752.148,154.861,5.56741,0.0958354,4.93835
-756.743,0.690363,0.651173,2,7,0,757.598,154.762,6.22051,-0.355593,5.90529
-753.696,0.916895,0.651173,2,7,0,758.445,155.133,6.38479,0.00485632,5.53688
-748.7,1,0.651173,2,3,0,753.917,154.652,5.63712,-0.176847,5.21811
-748.297,0.964341,0.651173,3,7,0,750.416,154.451,5.7576,0.210782,5.10918
-749.18,0.922816,0.651173,3,7,0,749.922,154.824,5.8877,-0.300252,4.88559
-749.614,0.76535,0.651173,3,7,0,752.666,154.189,6.15154,0.0763695,5.25572
-750.77,0.858047,0.651173,2,7,0,752.768,154.887,5.41238,0.162905,4.98584
-750.612,1,0.651173,3,7,0,751.344,154.913,5.36136,0.0897521,4.99818
-749.002,1,0.651173,2,3,0,750.835,154.292,5.8436,-0.0928548,5.18138
-749.48,0.898008,0.651173,2,7,0,752.813,154.499,6.33017,-0.0373622,5.09989
-748.022,0.996871,0.651173,2,7,0,749.524,154.631,5.91469,0.0928417,5.0507
-748.498,0.923674,0.651173,2,7,0,749.839,154.713,5.95443,-0.0816928,4.86702
-748.374,0.911675,0.651173,2,3,0,749.188,154.748,6.03597,0.0457871,5.0174
-748.564,0.978134,0.651173,3,7,0,749.117,154.701,5.82869,-0.115192,4.85374
-748.356,1,0.651173,2,7,0,748.71,154.725,5.90892,-0.148204,4.90637
-750.306,0.816972,0.651173,2,3,0,751.127,154.918,5.32427,-0.111763,5.24906
-749.799,0.750725,0.651173,3,11,0,756.392,154.612,5.53574,0.185689,5.35247
-749.344,1,0.651173,3,7,0,750.471,154.372,6.2319,-0.0575745,5.04782
-749.135,0.974811,0.651173,3,7,0,750.808,154.602,5.5804,0.13361,4.87102
-748.858,0.928869,0.651173,2,3,0,750.404,154.658,5.84549,-0.0134023,4.8012
-748.658,0.953774,0.651173,3,7,0,750.439,155.016,5.77028,-0.278266,5.09181
-748.32,0.902689,0.651173,3,7,0,750.297,154.446,5.94416,0.196667,5.04948
-748.275,0.99798,0.651173,2,3,0,748.401,154.487,5.9221,0.186905,5.0416
-748.071,0.984653,0.651173,3,15,0,748.513,154.801,5.7116,-0.0678782,5.13354
-751.513,0.890993,0.651173,3,7,0,752.345,155.264,6.19396,-0.580651,5.10977
-750.591,0.976514,0.651173,3,7,0,753.044,155.369,5.94735,-0.424107,4.95726
-750.964,0.980457,0.651173,3,7,0,751.98,154.037,5.42969,0.475645,5.10356
-750.778,0.881128,0.651173,3,7,0,752.633,154.646,6.22849,-0.395549,5.11403
-750.118,0.939429,0.651173,2,3,0,751.575,155.102,5.92421,0.0676299,5.14863
-748.811,0.9175,0.651173,2,3,0,752.148,154.838,5.53266,-0.0748661,5.19553
-748.921,0.908866,0.651173,3,7,0,752.183,154.588,6.23072,0.00781866,5.18461
-749.374,0.959733,0.651173,2,3,0,749.917,154.492,6.16766,-0.0327842,5.33308
-748.326,0.817311,0.651173,2,3,0,751.191,154.62,5.84962,0.0857656,4.90704
-748.451,0.996151,0.651173,3,7,0,748.892,154.389,5.58405,0.0499587,5.15811
-748.875,0.967029,0.651173,3,7,0,749.947,154.998,5.65765,-0.160526,5.21993
-749.953,0.878025,0.651173,2,7,0,751.689,154.57,6.09269,0.0323889,4.74149
-748.945,0.995324,0.651173,2,7,0,750.723,154.241,5.5853,0.179802,5.22738
-750.813,0.906802,0.651173,2,7,0,751.356,153.788,5.63356,0.389214,5.20812
-749.891,0.984406,0.651173,2,7,0,751.794,154.356,5.92327,0.305433,5.37383
-748.612,0.816605,0.651173,3,7,0,751.609,154.982,5.68492,-0.222199,5.04682
-749.71,0.903763,0.651173,3,7,0,751.213,154.58,5.37485,0.00521556,5.29201
-748.604,0.998392,0.651173,3,7,0,750.009,154.371,5.92644,0.168065,4.90484
-749.251,0.943915,0.651173,3,7,0,750.056,154.529,5.64154,-0.0118586,4.79456
-748.906,0.78572,0.651173,2,3,0,751.261,154.271,5.86373,-0.0493067,4.97095
-751.349,0.695459,0.651173,2,7,0,754.102,154.35,5.51519,-0.111491,5.49131
-748.109,0.968494,0.651173,2,3,0,752.146,154.482,5.71505,-0.0383713,4.99792
-749.434,0.925232,0.651173,2,3,0,749.674,154.611,6.13582,0.11632,4.85926
-748.7,1,0.651173,3,7,0,749.474,154.533,6.13242,0.0973322,4.96585
-748.961,0.749919,0.651173,3,7,0,751.557,154.695,5.43658,0.0339028,5.08319
-748.842,0.986636,0.651173,3,7,0,749.999,154.848,5.8157,-0.0346767,5.32346
-748.761,0.900569,0.651173,3,7,0,749.886,154.479,5.94508,-0.0842255,4.87049
-748.155,0.869281,0.651173,2,3,0,750.51,154.646,6.0488,0.0357409,5.03226
-747.874,0.999094,0.651173,2,3,0,748.246,154.503,5.76065,-0.0178426,5.0692
-749.185,0.935164,0.651173,2,7,0,749.723,154.106,5.64321,0.309715,5.1319
-748.991,0.983925,0.651173,3,7,0,750.024,155.049,6.08303,-0.277665,5.03001
-748.991,0.585325,0.651173,2,7,0,752.446,155.049,6.08303,-0.277665,5.03001
-750.589,0.885335,0.651173,3,7,0,752.259,155.192,5.6456,-0.441836,4.93459
-749.818,0.989598,0.651173,3,7,0,752.174,155.099,5.8235,-0.228958,4.81657
-748.402,0.948071,0.651173,3,7,0,750.512,154.43,5.80114,0.0406707,5.27436
-750.729,0.879483,0.651173,2,3,0,751.573,154.116,5.95972,0.447318,4.89087
-750.458,0.806662,0.651173,2,3,0,754.814,153.881,6.08065,0.324286,5.11411
-749.187,0.741601,0.651173,3,7,0,755.429,154.278,5.56616,-0.0446636,5.07677
-750.741,0.939358,0.651173,2,3,0,751.256,154.952,5.30879,0.04841,5.09743
-748.494,1,0.651173,2,3,0,750.544,154.616,5.66896,-0.186107,5.09568
-750.229,0.855465,0.651173,2,7,0,751.122,154.255,5.55702,-0.149299,5.04892
-751.028,0.814599,0.651173,4,23,0,753.987,154.482,6.05844,-0.356059,4.94358
-750.812,0.999907,0.651173,3,7,0,752.223,154.762,5.67852,0.249507,5.40177
-751.501,0.945121,0.651173,2,7,0,753.952,154.856,5.54533,-0.00675037,5.57043
-751.668,0.96865,0.651173,2,7,0,753.055,155.022,5.37253,-0.00589256,5.4316
-750.841,0.994042,0.651173,3,7,0,754.728,154.562,6.36765,0.1621,5.33274
-748.744,1,0.651173,2,7,0,750.859,154.49,5.52722,-0.081364,5.07119
-750.514,0.502825,0.651173,1,3,0,758.186,154.442,6.00721,0.000394669,5.52821
-750.956,0.686991,0.651173,2,3,0,753.384,154.873,6.03142,0.199224,5.37687
-754.147,0.74255,0.651173,3,7,0,757.09,155.515,5.74939,-0.0204653,4.89846
-755.018,1,0.651173,3,7,0,756.823,154.594,5.46703,-0.582531,5.3621
-750.41,1,0.651173,2,3,0,755.484,154.912,5.37784,-0.252217,5.28438
-749.561,0.920005,0.651173,2,7,0,752.522,154.811,6.11205,-0.368139,5.03172
-748.579,0.974269,0.651173,2,7,0,750.524,154.569,5.99655,0.193686,5.07122
-750.146,0.564636,0.651173,3,7,0,753.884,153.985,6.15154,0.241591,5.15136
-750.402,0.974927,0.651173,3,7,0,752.368,154.007,5.98116,0.421183,4.95155
-748.773,0.89053,0.651173,2,3,0,751.967,154.231,5.62293,0.251673,5.04946
-748.895,0.988088,0.651173,3,7,0,749.603,155.011,5.98039,-0.336618,5.08304
-749.577,0.796084,0.651173,2,7,0,751.316,154.617,5.57133,-0.210256,4.88598
-748.915,0.869214,0.651173,2,7,0,751.635,154.571,6.19607,-0.120804,4.99506
-748.058,0.886653,0.651173,3,7,0,749.98,154.464,5.76214,0.0212543,5.19108
