# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = weights_3.data.R
# init = 2 (Default)
# random
#   seed = 1229008170
# output
#   file = weights_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b1,b2,sigma
# Adaptation terminated
# Step size = 0.634972
# Diagonal elements of inverse mass matrix:
# 0.107453, 0.109266, 0.0441979, 0.0339077
-750.636,0.919233,0.634972,2,7,0,751.73,154.843,5.60088,0.0320579,4.72674
-748.871,0.857851,0.634972,3,7,0,752.284,154.239,6.0277,0.0668702,5.21527
-749.167,0.834775,0.634972,3,15,0,751,154.761,5.63394,-0.307793,5.0711
-752.274,0.844569,0.634972,3,7,0,753.481,155.006,5.38311,-0.000327188,5.51854
-750.74,0.973343,0.634972,3,7,0,754.206,154.041,6.22798,0.333599,4.99099
-750.466,1,0.634972,3,7,0,751.702,154.029,5.96429,0.45204,4.97097
-747.969,0.916225,0.634972,3,7,0,751.679,154.484,5.87104,-0.0575199,5.06074
-748.047,0.826693,0.634972,2,3,0,749.546,154.613,5.8355,0.0978978,4.99187
-750.427,0.728972,0.634972,3,15,0,751.095,155.054,5.74274,0.119841,5.23489
-749.834,0.994889,0.634972,2,3,0,751.087,154.226,5.73042,-0.140366,5.15802
-750.299,0.860813,0.634972,2,3,0,752.137,155.183,5.95834,-0.0145416,4.97394
-748.283,0.897037,0.634972,2,3,0,751.323,154.827,5.76076,-0.065374,4.93677
-749.98,0.867495,0.634972,2,7,0,751.847,154.144,5.71079,0.360149,4.86636
-751.285,0.783487,0.634972,3,7,0,753.575,154.477,5.96353,-0.0705709,5.59984
-751.674,0.845245,0.634972,3,7,0,754.43,155.089,5.7497,0.0289562,4.73629
-752.944,0.969667,0.634972,2,3,0,754.117,155.132,5.95634,-0.0676058,4.61968
-751.828,0.890188,0.634972,3,7,0,755.731,154.405,6.26027,-0.350648,5.09252
-748.31,0.933206,0.634972,3,7,0,754.112,154.59,5.67011,-0.0901408,5.20659
-748.768,0.862209,0.634972,2,3,0,750.097,154.572,5.66596,0.166616,5.2607
-752.203,0.861723,0.634972,2,7,0,753.397,154.768,5.73772,-0.31423,5.62245
-752.05,0.985068,0.634972,3,7,0,754.744,155.529,5.96437,-0.421328,4.88006
-752.005,0.737375,0.634972,3,7,0,756.89,153.728,5.74046,0.195317,5.36351
-748.313,1,0.634972,3,15,0,753.42,154.625,5.64773,0.0158486,4.92989
-748.294,0.907412,0.634972,3,7,0,750.304,154.598,6.03507,-0.148904,5.06302
-749.4,0.915007,0.634972,2,7,0,750.325,154.611,6.00209,-0.297708,5.21632
-749.177,0.833507,0.634972,3,7,0,752.266,154.321,5.85202,-0.151273,5.08543
-748.881,0.824486,0.634972,2,3,0,751.659,154.551,5.961,-0.241344,5.09207
-748.934,0.982695,0.634972,2,5,0,749.754,154.43,6.11172,-0.131465,5.09612
-748.63,0.951796,0.634972,3,11,0,749.839,154.389,5.53482,0.0491084,5.0123
-749.828,0.853314,0.634972,3,7,0,750.867,154.851,6.34065,-0.123122,5.23608
-750.173,0.980315,0.634972,3,7,0,751.213,154.989,5.4476,-0.04023,4.91121
-749.128,1,0.634972,3,7,0,750.31,154.43,6.02788,0.22892,5.27384
-750.679,0.829163,0.634972,2,3,0,751.624,154.41,6.01923,0.37625,5.36211
-750.508,1,0.634972,3,7,0,751.935,153.836,5.85464,0.378849,5.24036
-748.294,0.986907,0.634972,3,7,0,751.321,154.803,5.7291,0.0437445,5.12003
-748.596,0.784557,0.634972,3,11,0,750.966,154.595,5.64716,-0.18482,5.09106
-748.554,0.787626,0.634972,3,7,0,751.188,154.677,6.06921,-0.160706,5.21837
-750.335,0.945689,0.634972,3,7,0,751.245,155.379,5.73185,-0.35263,5.06601
-749.384,0.999098,0.634972,2,3,0,751.268,154.986,6.02266,-0.39621,5.02918
-748.537,0.967184,0.634972,2,7,0,750.088,154.81,5.59842,0.0175038,5.03238
-748.412,0.942218,0.634972,2,5,0,750.793,155.013,5.8965,-0.187672,5.07869
-748.27,0.863921,0.634972,3,7,0,749.662,154.787,5.87974,0.0636531,5.04393
-747.797,0.998183,0.634972,2,3,0,748.442,154.608,5.91484,-0.00672028,5.10735
-748.354,0.705162,0.634972,2,7,0,750.574,154.925,5.89002,-0.225475,5.00239
-747.913,0.997628,0.634972,2,7,0,748.536,154.676,5.85717,-0.0590413,4.97087
-749.016,0.853902,0.634972,2,3,0,749.355,154.528,5.86881,-0.133748,4.83889
-748.914,1,0.634972,2,3,0,749.349,154.686,5.8937,-0.0629447,4.79844
-748.081,0.993025,0.634972,3,7,0,749.284,154.828,5.74263,-0.135141,5.12859
-748.528,0.81361,0.634972,3,7,0,750.191,154.295,5.76711,-0.028146,5.08046
-749.741,0.978961,0.634972,2,3,0,749.934,154.444,5.77772,0.305316,5.34717
-748.494,0.991809,0.634972,3,7,0,749.925,154.96,6.01228,-0.173486,4.99907
-749.114,0.92837,0.634972,3,7,0,749.737,154.432,5.91446,0.273183,4.91924
-751.483,0.733962,0.634972,3,7,0,753.867,154.257,5.96865,0.367607,5.51474
-754.295,0.886329,0.634972,3,7,0,754.779,155.012,5.72815,-0.590602,4.70073
-750.045,0.972097,0.634972,2,3,0,754.966,155.258,5.75074,-0.339956,4.92987
-748.827,0.93738,0.634972,2,7,0,751.575,154.317,5.89148,0.11288,5.31325
-748.367,0.986545,0.634972,3,7,0,750.255,154.883,5.85391,-0.260526,5.066
-749.145,0.860094,0.634972,3,7,0,750.087,155.041,5.91898,-0.0143619,5.18071
-750.363,0.930076,0.634972,2,7,0,752.353,154.927,5.95566,0.0550904,5.43507
-750.658,0.988434,0.634972,1,1,0,750.903,154.942,5.90849,0.048866,5.47284
-750.004,0.863273,0.634972,2,7,0,753.905,154.333,5.73433,0.0262001,5.46338
-748.629,0.992008,0.634972,2,3,0,750.551,154.386,5.87951,0.240996,5.20735
-750.154,0.841185,0.634972,2,3,0,751.487,153.944,5.97395,0.278303,4.93021
-749.653,0.962414,0.634972,3,7,0,750.988,155.137,5.712,-0.399328,5.17012
-749.136,0.912762,0.634972,3,7,0,752.517,154.277,5.93045,0.0537204,4.84785
-748.916,0.873432,0.634972,3,7,0,751.989,154.714,5.84189,0.0866879,4.8453
-749.064,0.992028,0.634972,3,7,0,749.947,154.671,5.7735,0.0404454,5.38253
-749.492,0.945136,0.634972,3,7,0,750.858,154.625,5.66146,-0.0731086,4.76612
-747.879,0.981391,0.634972,3,7,0,750.935,154.589,5.71381,-0.00115996,5.11902
-749.569,0.83991,0.634972,2,3,0,750.355,154.641,5.9282,-0.0594263,4.7343
-749.952,0.890895,0.634972,3,7,0,751.343,154.751,5.79527,-0.323048,5.37388
-752.829,0.830103,0.634972,2,7,0,755.208,154.701,6.24029,0.420342,5.15805
-749.093,1,0.634972,2,7,0,752.19,154.236,5.90521,-0.0740423,5.10545
-747.853,0.970812,0.634972,2,3,0,749.393,154.562,5.9066,0.0504714,5.12245
-751.945,0.681399,0.634972,2,3,0,752.6,153.807,6.05836,0.143052,5.36641
-749.893,1,0.634972,2,3,0,752.818,154.536,5.88553,0.367198,5.05576
-749.754,0.95343,0.634972,2,7,0,752.505,154.699,5.84483,-0.276586,5.38337
-749.16,0.946954,0.634972,3,7,0,751.665,154.898,5.87567,-0.248393,4.84133
-749.278,0.654459,0.634972,2,3,0,754.151,154.978,5.52595,-0.220749,5.1927
-750.401,0.845942,0.634972,2,7,0,754.617,153.853,5.76578,0.2526,5.25936
-749.259,0.998977,0.634972,3,7,0,751.245,154.644,5.95121,0.16771,5.32824
-749.333,0.978414,0.634972,2,3,0,750.339,154.603,6.22688,-0.0378346,5.29978
-749.112,0.968572,0.634972,3,7,0,750.481,154.899,5.51676,-0.213704,5.16695
-748.78,0.995999,0.634972,3,7,0,749.642,154.915,6.01382,-0.0993701,5.2692
-748.533,1,0.634972,3,7,0,749.076,154.525,5.71207,0.0573087,4.86459
-749.624,0.799621,0.634972,2,3,0,749.967,154.773,5.76141,0.15686,4.8508
-748.093,1,0.634972,2,3,0,749.711,154.52,5.8184,0.11241,4.95932
-748.814,0.803679,0.634972,3,7,0,750.085,154.393,5.77907,-0.147828,5.08974
-749.22,0.926165,0.634972,2,7,0,750.359,154.468,6.27785,0.0246597,5.02502
-750.581,0.934354,0.634972,2,3,0,750.915,154.54,6.42321,-0.0102331,4.91748
-751.154,0.909885,0.634972,3,7,0,753.169,154.421,5.26817,-0.163282,5.17254
-749.855,0.997137,0.634972,4,31,0,751.256,154.803,5.34501,0.0305957,5.18146
-750.819,0.88409,0.634972,2,7,0,752.313,154.227,5.44062,-0.08361,5.30681
-750.813,0.983488,0.634972,4,15,0,752.405,154.594,6.15187,-0.308813,4.83628
-750.733,0.994988,0.634972,3,7,0,754.002,154.479,5.41876,-0.205005,5.31794
-750.139,0.933674,0.634972,3,7,0,753.877,153.901,5.73436,0.239227,4.95439
-749.341,1,0.634972,3,7,0,750.952,154.92,5.89883,-0.085963,5.38248
-748.227,1,0.634972,2,3,0,749.676,154.593,5.94445,-0.154728,5.14517
-750.548,0.770845,0.634972,2,3,0,750.914,154.386,6.20029,-0.253062,5.16888
-751.41,0.88415,0.634972,3,11,0,753.752,154.896,5.78177,0.181494,4.76278
-747.901,1,0.634972,2,3,0,751.309,154.686,5.78254,-0.120276,5.07542
-748.92,0.751573,0.634972,3,7,0,750.482,154.822,6.0354,-0.133976,4.8513
-748.719,0.829254,0.634972,2,7,0,751.788,154.31,5.80926,0.133415,4.87421
-748.64,0.780924,0.634972,3,7,0,750.646,154.286,5.94102,0.238835,5.17568
-748.924,0.900827,0.634972,3,7,0,750.239,154.78,5.9727,0.0488492,5.30483
-748.34,0.994479,0.634972,2,3,0,749.475,154.429,5.97571,-0.0797631,5.12338
-749.235,0.739251,0.634972,3,7,0,754.202,154.865,5.88218,-0.341172,4.92512
-749.33,0.841824,0.634972,2,3,0,750.286,155.151,5.87446,-0.183293,4.93203
-748.837,0.92182,0.634972,2,3,0,750.615,154.811,5.75893,-0.316694,5.09517
-748.96,0.886083,0.634972,3,15,0,750.661,154.68,5.95218,0.210458,5.11301
-749.272,0.787268,0.634972,2,7,0,754.837,154.878,5.50023,-0.135005,4.92858
-748.212,0.985587,0.634972,2,7,0,750.184,154.408,5.63009,0.0767364,5.12869
-751.657,0.865327,0.634972,2,3,0,751.9,153.82,5.95046,0.526375,4.95505
-750.507,0.982099,0.634972,2,7,0,752.683,154.013,5.46982,0.279398,4.91196
-749.884,1,0.634972,3,7,0,751.481,155.129,6.1983,-0.369923,5.15508
-750.207,0.935072,0.634972,3,7,0,751.72,155.17,6.1523,-0.19112,5.31504
-748.891,1,0.634972,3,7,0,750.184,154.424,5.59048,0.0676863,4.87433
-749.557,0.828841,0.634972,3,7,0,751.517,154.631,6.33487,0.0129782,5.00621
-749.566,0.879676,0.634972,3,7,0,752.73,154.448,5.92368,-0.123508,4.803
-748.601,1,0.634972,3,7,0,749.799,154.467,5.90431,-0.104813,5.25032
-748.848,0.995224,0.634972,3,7,0,749.049,154.414,5.74299,-0.0532072,4.87021
-751.054,0.699022,0.634972,2,3,0,755.272,155.151,6.18849,-0.234231,4.78952
-748.267,0.970183,0.634972,3,7,0,752.783,154.802,5.80749,-0.123469,4.92095
-748.197,0.985449,0.634972,3,7,0,748.792,154.371,5.97397,0.119983,5.13794
-747.994,0.872824,0.634972,3,15,0,749.299,154.739,6.00514,-0.103436,5.07573
-748.685,0.96291,0.634972,3,7,0,749.009,154.256,5.6373,0.205711,5.18487
-748.822,0.841533,0.634972,3,7,0,750.44,154.821,6.01824,0.0857015,5.00851
-750.834,0.906705,0.634972,3,7,0,751.031,153.86,5.58854,0.129347,5.15008
-754.054,0.793645,0.634972,3,7,0,757.354,154.634,6.2129,-0.536611,4.84529
-750.597,1,0.634972,3,7,0,754.555,153.877,5.72837,0.092922,5.10075
-748.131,0.7825,0.634972,2,7,0,754.985,154.637,5.97494,0.0613455,5.17261
-748.691,0.891847,0.634972,2,3,0,749.411,154.474,5.48013,0.0221712,5.10284
-748.709,0.975414,0.634972,3,7,0,750.461,154.662,5.49209,-0.0842544,5.03223
-748.478,0.9917,0.634972,2,7,0,749.519,154.909,5.97091,-0.268641,5.06501
-749.171,0.950196,0.634972,2,3,0,749.35,155.087,5.64203,-0.204554,4.98355
-751.768,0.68918,0.634972,2,3,0,752.492,154.971,5.69565,-0.582474,5.00865
-749.704,1,0.634972,2,3,0,751.706,155.148,5.86059,-0.413431,4.97106
-748.265,0.99237,0.634972,2,7,0,750.324,154.379,5.92524,0.187805,5.12915
-747.971,0.969947,0.634972,3,7,0,748.618,154.768,5.7552,-0.0230303,5.03063
-748.344,0.959066,0.634972,3,7,0,748.788,154.511,5.98761,0.120883,5.21068
-751.67,0.765134,0.634972,2,3,0,752.233,154.228,6.42402,-0.0396407,4.93124
-749.599,0.993388,0.634972,2,3,0,753.036,154.393,5.8289,0.15081,4.75477
-748.082,0.88684,0.634972,3,7,0,751.498,154.692,5.91317,-0.147351,4.98302
-748.456,0.951954,0.634972,2,3,0,748.754,154.766,6.07338,-0.19613,5.00712
-748.434,0.993276,0.634972,3,7,0,749.132,154.486,5.58366,-0.0106489,5.18289
-747.997,0.889256,0.634972,4,15,0,750.18,154.66,5.6565,-0.0421768,5.08587
-747.949,0.972767,0.634972,3,7,0,748.512,154.468,5.88519,-0.0362338,5.0877
-748.347,0.847205,0.634972,2,3,0,749.538,154.661,6.1067,0.0370382,5.05779
-752.014,0.770027,0.634972,3,7,0,753.234,154.064,5.20292,0.294968,4.93151
-752.269,0.841474,0.634972,2,3,0,754.969,154.2,5.72889,0.626076,5.02859
-752.741,0.91883,0.634972,3,7,0,756.82,155.213,5.93838,-0.701929,5.00244
-750.853,1,0.634972,3,7,0,754.431,154.371,5.77176,0.352484,5.46556
-749.453,0.931155,0.634972,2,3,0,751.694,154.25,5.69261,0.117384,5.37381
-748.699,0.982448,0.634972,3,7,0,750.786,154.536,5.72982,-0.0475241,4.8459
-751.292,0.543358,0.634972,3,7,0,754.348,154.531,5.80016,0.3764,5.44256
-750.68,0.761402,0.634972,3,7,0,758.013,154.485,6.33432,-0.0737775,5.39234
-749.236,1,0.634972,3,7,0,751.303,154.965,5.97671,-0.147517,5.34625
-749.053,0.954099,0.634972,2,7,0,750.244,154.5,6.19424,-0.106113,5.19507
-749.574,0.922804,0.634972,1,1,0,749.665,154.43,6.24731,-0.104348,5.21527
-749.663,0.788954,0.634972,2,7,0,752.029,154.824,6.09447,0.108959,5.29276
-752.268,0.869835,0.634972,3,7,0,753.129,154.251,5.20577,-0.00331286,4.86447
-748.038,1,0.634972,3,7,0,751.69,154.684,5.82138,0.0774309,5.02778
-747.844,0.993916,0.634972,3,7,0,748.32,154.689,5.89519,-0.101393,5.04718
-749.069,0.853077,0.634972,2,7,0,749.947,154.766,6.02235,-0.321921,5.01395
-751.079,0.734054,0.634972,2,3,0,753.198,155.225,5.73226,-0.143289,4.78761
-750.432,1,0.634972,3,7,0,752.447,154.856,6.07444,-0.34784,5.41435
-752.489,0.906349,0.634972,2,3,0,752.817,154.896,6.12855,-0.535445,5.45409
-751.676,0.887686,0.634972,2,7,0,754.086,155.154,6.26673,-0.278232,5.47633
-749.475,0.958484,0.634972,2,7,0,753.306,154.476,5.55106,-0.104327,5.31949
-750.711,0.915017,0.634972,2,7,0,752.538,154.167,5.34235,0.0158809,5.2171
-749.494,0.979702,0.634972,3,11,0,751.926,154.652,5.91046,0.241011,4.91434
-749.494,0.685442,0.634972,1,1,0,750.746,154.652,5.91046,0.241011,4.91434
-749.016,0.965937,0.634972,3,7,0,750.659,154.196,6.05275,0.225461,5.00492
-748.395,0.990444,0.634972,2,3,0,749.586,154.472,5.64586,0.0970786,4.93091
