# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = weights_1.data.R
# init = 2 (Default)
# random
#   seed = 3342938185
# output
#   file = weights_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.860134
# Diagonal elements of inverse mass matrix:
# 0.0749102, 0.00186011, 0.00144614
-747.562,0.861452,0.860134,2,7,0,749.489,154.638,0.915615,5.44271
-747.455,1,0.860134,2,7,0,748.015,154.662,0.884368,4.77819
-746.212,0.988353,0.860134,2,3,0,747.739,154.553,0.924483,4.971
-746.207,1,0.860134,3,11,0,746.342,154.685,0.882475,5.16382
-746.429,0.969234,0.860134,2,3,0,746.696,154.745,0.927208,5.21301
-746.151,0.738309,0.860134,2,3,0,749.308,154.75,0.920128,5.10212
-748.035,0.631305,0.860134,1,3,0,749.824,154.394,0.890735,4.74274
-748.401,0.619131,0.860134,2,3,0,752.348,154.643,0.811495,5.12761
-747.431,1,0.860134,2,3,0,748.374,154.556,0.834414,5.18243
-746.384,0.880622,0.860134,2,3,0,748.599,154.398,0.914618,5.19589
-747.595,0.86029,0.860134,2,3,0,748.124,154.495,0.958578,5.34356
-750.033,0.669266,0.860134,2,3,0,751.711,154.524,0.957415,4.63452
-747.223,1,0.860134,2,3,0,750.5,154.44,0.841699,5.09427
-747.089,0.961779,0.860134,2,3,0,748.406,154.686,0.962445,4.97965
