# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = heights_4.data.R
# init = 2 (Default)
# random
#   seed = 3342498819
# output
#   file = heights_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.893916
# Diagonal elements of inverse mass matrix:
# 0.00131298, 5.53675e-05
-891.418,0.936702,0.893916,2,3,0,891.715,7.59833,154.096
-891.016,0.994251,0.893916,2,3,0,891.552,8.00326,154.832
-893.879,0.790385,0.893916,2,7,0,894.493,8.56676,154.527
-891.899,0.982229,0.893916,2,7,0,894.474,7.62245,155.264
-891.499,1,0.893916,2,3,0,891.964,7.59897,155.142
-891.351,1,0.893916,1,1,0,891.635,7.64438,155.12
-891.453,0.978805,0.893916,2,3,0,891.813,8.03672,154.189
-891.053,0.819603,0.893916,1,3,0,893.557,7.4681,154.771
-890.819,1,0.893916,2,3,0,891.32,7.92003,154.831
-890.72,1,0.893916,2,3,0,890.883,7.64756,154.371
-892.425,0.759444,0.893916,2,3,0,892.687,7.76271,153.795
-891.102,1,0.893916,2,3,0,892.363,7.59899,154.21
-890.786,1,0.893916,1,1,0,891.046,7.61355,154.359
-890.74,0.912321,0.893916,2,3,0,891.677,7.77782,154.889
