# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = heights_2.data.R
# init = 2 (Default)
# random
#   seed = 3342498807
# output
#   file = heights_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.926773
# Diagonal elements of inverse mass matrix:
# 0.00142654, 4.7717e-05
-890.586,0.738259,0.926773,2,3,0,893.25,7.8527,154.53
-891.145,0.920877,0.926773,2,3,0,891.156,7.42354,154.652
-890.585,0.928316,0.926773,1,3,0,891.657,7.86466,154.609
-890.537,0.880975,0.926773,2,3,0,891.545,7.77226,154.501
-891.841,0.753405,0.926773,1,3,0,892.258,8.21854,154.377
-891.841,0.496724,0.926773,1,3,0,897.975,8.21854,154.377
-892.251,0.924167,0.926773,1,1,0,892.426,8.3104,154.439
-893.206,0.927413,0.926773,2,3,0,894.272,8.13407,153.767
-891.65,0.967505,0.926773,2,7,0,894.091,8.17443,154.847
-891.753,0.972577,0.926773,2,3,0,892.214,7.30193,154.589
-890.704,0.985554,0.926773,2,3,0,892.01,7.71743,154.346
-891.012,0.678137,0.926773,2,3,0,893.758,8.02613,154.449
-891.84,0.852383,0.926773,1,1,0,891.841,8.21692,154.371
-892.841,0.852163,0.926773,2,3,0,894.22,7.83532,153.713
-890.9,0.947324,0.926773,2,3,0,893.418,7.50907,154.462
-890.779,0.883344,0.926773,2,3,0,892.036,7.96481,154.639
-890.822,0.98608,0.926773,2,3,0,891.094,7.53154,154.479
-890.822,0.747113,0.926773,2,7,0,892.604,7.53154,154.479
-893.886,0.681679,0.926773,2,3,0,893.92,8.56967,154.633
-893.483,0.999825,0.926773,2,3,0,895.888,7.11433,154.3
-893.952,0.876963,0.926773,1,1,0,894.608,7.09616,154.182
-892.158,1,0.926773,1,1,0,893.639,7.25702,154.415
-891.269,0.999858,0.926773,2,7,0,892.304,8.08406,154.385
-891.072,0.957177,0.926773,2,3,0,891.957,8.01975,154.839
-890.635,0.998505,0.926773,2,7,0,890.993,7.60548,154.52
