# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = heights_3.data.R
# init = 2 (Default)
# random
#   seed = 3342498812
# output
#   file = heights_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.902274
# Diagonal elements of inverse mass matrix:
# 0.00143165, 5.74307e-05
-891.338,0.837956,0.902274,2,3,0,892.355,7.65903,154.091
-892.532,0.88487,0.902274,2,3,0,892.942,8.3263,154.93
-890.647,0.901272,0.902274,2,3,0,893.563,7.6451,154.78
-890.685,0.996989,0.902274,2,3,0,890.711,7.63248,154.8
-891.112,0.966295,0.902274,2,3,0,891.119,7.59994,155.007
-890.736,0.976643,0.902274,2,3,0,891.457,7.89833,154.793
-890.73,0.924947,0.902274,2,7,0,891.365,7.54854,154.587
-891.013,0.906315,0.902274,2,3,0,891.334,7.66059,155.004
-890.997,1,0.902274,1,1,0,891.127,7.66803,155
-891.05,0.833492,0.902274,2,3,0,892.572,7.76171,154.173
-891.33,0.907855,0.902274,2,3,0,892.248,7.38098,154.576
-890.883,1,0.902274,1,1,0,891.252,7.49864,154.534
-890.793,0.91569,0.902274,1,3,0,891.706,7.87634,154.866
-891.795,0.870788,0.902274,2,3,0,891.962,7.29726,154.537
-891.795,0.565263,0.902274,1,1,0,893.61,7.29726,154.537
-891.732,0.719098,0.902274,1,3,0,895.072,8.09333,154.15
-891.61,1,0.902274,1,1,0,891.894,8.09305,154.202
-891.316,1,0.902274,1,1,0,891.655,8.07905,154.336
-890.872,0.964669,0.902274,2,3,0,891.809,7.77574,154.252
-891.805,0.861527,0.902274,2,3,0,892.361,7.29326,154.593
-891.348,1,0.902274,2,3,0,892.033,7.44469,154.91
-890.937,0.947997,0.902274,2,3,0,891.999,7.88776,154.941
-892.737,0.827981,0.902274,2,3,0,892.857,7.90621,153.746
-891.235,0.819156,0.902274,2,3,0,894.19,7.43666,154.388
-891.305,0.998304,0.902274,2,7,0,891.525,8.10266,154.801
-891.18,0.988918,0.902274,2,3,0,891.556,7.49778,154.291
-893.327,0.730385,0.902274,2,7,0,894.262,7.48877,155.485
-890.617,0.969046,0.902274,2,3,0,893.607,7.63167,154.486
-892.394,0.720006,0.902274,1,3,0,892.664,7.21847,154.444
-891.578,1,0.902274,1,1,0,892.311,7.33232,154.593
-892.3,0.773304,0.902274,2,3,0,893.738,7.89875,153.839
-892.3,0.585042,0.902274,1,1,0,894.388,7.89875,153.839
-890.656,0.961479,0.902274,2,3,0,892.634,7.84029,154.418
-890.636,0.965637,0.902274,1,3,0,891.003,7.70807,154.816
-890.649,0.944059,0.902274,2,3,0,891.138,7.76125,154.382
-890.837,0.67279,0.902274,2,3,0,894.12,7.58318,154.851
-892.877,0.785718,0.902274,2,3,0,892.992,8.42396,154.534
-893.128,0.986166,0.902274,2,3,0,893.749,8.42816,154.917
-891.701,0.971069,0.902274,2,7,0,894.029,7.60712,155.205
-890.97,1,0.902274,1,1,0,891.539,7.63287,154.969
