# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = weights_4.data.R
# init = 2 (Default)
# random
#   seed = 3342938199
# output
#   file = weights_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.760118
# Diagonal elements of inverse mass matrix:
# 0.0774737, 0.00183674, 0.00137401
-747.221,0.849776,0.760118,2,3,0,748.078,154.194,0.922001,5.18872
-746.591,0.980304,0.760118,2,3,0,747.975,154.799,0.922715,4.93841
-746.177,0.958451,0.760118,5,47,0,747.379,154.593,0.876252,5.12226
-746.556,0.961176,0.760118,2,3,0,746.761,154.41,0.936332,4.99444
-746.6,0.961877,0.760118,3,11,0,747.576,154.778,0.875784,5.21368
-748.357,0.86159,0.760118,2,3,0,748.74,155.021,0.868206,5.36128
-746.249,0.968279,0.760118,2,3,0,749.145,154.481,0.926273,5.17281
-748.325,0.814992,0.760118,2,3,0,748.6,154.027,0.889848,5.01226
-747.732,1,0.760118,3,7,0,748.64,154.165,0.886125,4.92288
-751.416,0.773347,0.760118,3,7,0,751.603,155.456,0.933028,5.31251
-748.411,1,0.760118,2,3,0,752.552,154.048,0.935695,5.22997
-747.269,0.969933,0.760118,2,3,0,749.524,154.427,0.960044,4.95022
-747.006,0.975826,0.760118,6,79,0,748.491,154.288,0.942635,5.04261
-747.203,0.994093,0.760118,6,75,0,747.412,154.352,0.95554,4.99126
-746.798,0.984843,0.760118,7,139,0,748.192,154.893,0.90148,4.94776
-747.136,0.811763,0.760118,2,3,0,749.658,154.321,0.940983,4.93986
-747.464,0.973878,0.760118,3,15,0,748.479,154.937,0.856944,5.01249
-747.451,1,0.760118,2,3,0,747.713,154.961,0.861543,5.01732
-747.34,1,0.760118,3,7,0,748.335,154.212,0.904075,5.27301
-748.1,0.936526,0.760118,3,7,0,749.356,154.407,0.869542,5.44871
-747.739,0.984379,0.760118,3,7,0,749.329,154.775,0.943377,4.80614
-746.031,0.835578,0.760118,2,3,0,750.073,154.536,0.889687,5.04429
-747.906,0.821026,0.760118,3,7,0,748.318,154.913,0.964977,5.25432
-751.268,0.764199,0.760118,2,3,0,753.018,155.309,0.847725,4.87785
-750.24,1,0.760118,3,7,0,752.766,153.9,0.896536,5.41612
-748.483,0.956667,0.760118,2,3,0,752.232,154.166,0.846036,4.96042
-746.83,0.934866,0.760118,2,7,0,750.112,154.502,0.86215,5.24666
-746.255,1,0.760118,2,3,0,746.889,154.496,0.890448,5.20575
-747.064,0.928418,0.760118,2,3,0,747.318,154.204,0.922981,5.11051
-747.335,0.991733,0.760118,3,7,0,747.622,154.2,0.912246,5.25392
-749.129,0.838909,0.760118,2,3,0,750.1,155.222,0.864461,5.21481
-747.003,0.995442,0.760118,2,3,0,749.723,154.264,0.878901,4.99416
-747.092,0.989109,0.760118,3,7,0,748.03,154.929,0.933655,5.21381
-748.276,0.924647,0.760118,6,83,0,749.179,154.372,0.984509,5.24354
-747.557,1,0.760118,1,1,0,748.277,154.371,0.970099,5.18558
-746.261,0.994863,0.760118,2,3,0,747.677,154.508,0.936332,5.05824
-748.565,0.622981,0.760118,2,3,0,750.833,154.981,0.974711,5.26031
-748.506,0.999464,0.760118,3,7,0,748.994,154.227,0.840806,4.92365
-748.704,0.993337,0.760118,3,7,0,749.722,154.206,0.873911,4.78549
-748.084,1,0.760118,3,7,0,749.876,154.215,0.845323,4.99836
-747.613,0.937352,0.760118,3,7,0,749.864,154.419,0.911972,4.77109
-747.919,0.972154,0.760118,3,7,0,748.852,154.872,0.939172,5.39796
-747.269,0.978937,0.760118,2,3,0,748.78,155.003,0.894201,5.21808
