# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = weights_3.data.R
# init = 2 (Default)
# random
#   seed = 3340642640
# output
#   file = weights_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.947027
# Diagonal elements of inverse mass matrix:
# 0.072478, 0.00175285, 0.00137878
-748.58,0.882247,0.947027,3,15,0,750.843,154.587,0.832123,4.82149
-747.533,1,0.947027,2,3,0,749.429,154.283,0.908687,5.36366
-747.819,0.900141,0.947027,2,3,0,749.463,154.475,0.983238,5.17933
-747.683,1,0.947027,2,3,0,748.389,154.729,0.829086,5.06949
-747.927,0.990517,0.947027,2,3,0,748.301,154.463,0.98665,5.09098
-746.677,0.848491,0.947027,2,7,0,749.661,154.581,0.888084,4.8658
-747.049,0.663017,0.947027,2,7,0,749.486,154.438,0.937798,5.31309
-746.392,0.698985,0.947027,2,3,0,750.424,154.802,0.879783,5.1041
-748.198,0.786309,0.947027,2,3,0,748.744,154.276,0.846147,5.32121
-746.505,1,0.947027,2,3,0,748.306,154.338,0.884007,5.07927
-748.912,0.404734,0.947027,2,3,0,751.461,155.036,0.841474,5.32354
-747.37,1,0.947027,2,3,0,749.863,155,0.881762,4.98008
-746.15,0.887181,0.947027,2,3,0,748.457,154.452,0.902846,5.16074
-748.712,0.640795,0.947027,1,3,0,749.125,154.117,0.877848,5.39209
-749.21,0.913534,0.947027,2,3,0,750.585,155.05,0.930583,4.76566
-748.809,1,0.947027,1,1,0,749.792,154.963,0.936546,4.76141
-748.316,1,0.947027,2,3,0,750.045,154.043,0.871648,5.10652
-745.986,0.907167,0.947027,1,3,0,749.038,154.633,0.917341,5.11067
-746.116,0.978077,0.947027,2,3,0,746.161,154.45,0.895739,5.12163
-747.249,0.785558,0.947027,2,3,0,747.713,154.509,0.916836,5.39736
-747.083,1,0.947027,2,3,0,747.463,154.719,0.890372,4.8219
-748.361,0.866033,0.947027,2,3,0,748.893,154.838,0.903163,5.49888
-748.421,0.998055,0.947027,2,3,0,749.904,154.412,0.906769,4.70002
-747.645,0.974936,0.947027,2,7,0,749.709,154.762,0.8368,5.23253
-746.134,0.978814,0.947027,1,3,0,747.618,154.555,0.878707,5.10031
-747.679,0.765275,0.947027,2,3,0,747.874,155.068,0.931828,5.045
-747.607,1,0.947027,2,3,0,748.158,154.119,0.883534,5.1129
-747.975,0.981911,0.947027,2,3,0,748.284,154.094,0.875171,5.19
-746.152,1,0.947027,2,3,0,748.093,154.544,0.897594,5.20196
-746.045,0.752204,0.947027,2,3,0,748.445,154.504,0.914481,5.02738
-747.241,0.765462,0.947027,2,3,0,747.68,154.319,0.854022,5.03203
-747.706,0.964312,0.947027,2,3,0,748.136,154.5,0.82965,5.01146
-746.741,1,0.947027,1,1,0,747.55,154.47,0.855068,5.07474
-747.134,0.728722,0.947027,2,3,0,749.524,154.771,0.948989,5.27996
-746.863,1,0.947027,2,3,0,747.245,154.469,0.864776,4.92623
-750.629,0.628653,0.947027,2,3,0,751.376,154.476,0.847136,5.66233
-750.867,0.900891,0.947027,2,3,0,754.798,155.417,0.888374,5.31117
-747.371,1,0.947027,2,3,0,751.6,154.526,0.838298,5.20769
-746.708,0.989465,0.947027,2,3,0,747.902,154.776,0.907161,4.88441
-746.547,0.929633,0.947027,2,3,0,747.621,154.888,0.901128,5.14576
-746.547,0.520635,0.947027,1,3,0,750.497,154.888,0.901128,5.14576
-746.616,0.984102,0.947027,4,23,0,747.14,154.316,0.927969,5.06533
-746.955,0.76322,0.947027,2,3,0,749.139,154.878,0.864717,5.14718
-746.616,0.908665,0.947027,2,3,0,747.847,154.624,0.91185,5.3108
-746.082,1,0.947027,2,3,0,746.697,154.684,0.885427,5.08863
-746.154,0.933822,0.947027,2,7,0,746.582,154.424,0.910411,5.12128
-746.142,0.980144,0.947027,2,3,0,746.444,154.482,0.888196,5.02123
-746.863,0.928545,0.947027,2,3,0,746.916,154.773,0.955563,5.11723
-750.968,0.585018,0.947027,2,7,0,751.294,154.591,0.782812,5.4054
-749.241,1,0.947027,1,1,0,750.938,154.663,0.805372,5.31882
-750.968,0.877644,0.947027,2,3,0,752.664,154.478,0.849208,5.695
-752.541,0.918433,0.947027,2,3,0,753.731,154.823,0.867157,5.82624
-747.62,1,0.947027,2,3,0,753.152,154.379,0.971362,5.20312
-746.298,0.990821,0.947027,2,3,0,747.92,154.672,0.919384,5.22758
-746.083,0.995761,0.947027,2,3,0,746.444,154.586,0.927856,5.05035
-746.538,0.940758,0.947027,2,7,0,746.619,154.759,0.940622,5.01073
-746.021,1,0.947027,2,3,0,746.495,154.601,0.898728,5.16104
-746.665,0.887521,0.947027,2,3,0,746.851,154.416,0.921102,5.27039
-746.583,1,0.947027,2,3,0,746.982,154.377,0.938015,5.13126
-746.611,0.988484,0.947027,2,3,0,747.057,154.775,0.885903,5.25361
-746.823,0.800193,0.947027,1,3,0,748.688,154.316,0.938701,5.03619
-746.008,0.997116,0.947027,1,3,0,746.715,154.497,0.910286,5.05339
-748.299,0.737654,0.947027,2,3,0,748.593,154.161,0.899054,5.39389
-746.843,1,0.947027,2,3,0,748.405,154.68,0.879781,4.86447
-746.65,0.943408,0.947027,2,3,0,747.717,154.305,0.891875,5.00386
-746.808,0.977706,0.947027,2,3,0,747.157,154.934,0.911795,5.1772
-748.169,0.824341,0.947027,2,3,0,749.135,154.686,0.823269,5.26255
-751.23,0.546595,0.947027,1,1,0,751.27,154.708,0.770177,5.26028
