# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = heights_4.data.R
# init = 2 (Default)
# random
#   seed = 1475098514
# output
#   file = heights_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.868161
# Diagonal elements of inverse mass matrix:
# 0.00140885, 0.0074091
-1301.48,0.781849,0.868161,1,1,0,1301.5,23.6922,177.687
-1301.48,0.667494,0.868161,2,3,0,1304.34,23.6922,177.687
-1302.91,0.75192,0.868161,2,3,0,1304.71,27.0849,177.873
-1303.38,0.95841,0.868161,3,7,0,1303.63,22.235,177.83
-1299.96,1,0.868161,2,3,0,1302.81,25.147,177.875
-1300.56,0.80337,0.868161,1,3,0,1301.57,23.6673,177.928
-1301.4,0.948664,0.868161,2,3,0,1301.88,24.0701,178.023
-1302.31,0.872399,0.868161,1,1,0,1302.36,23.8588,178.06
-1300.68,1,0.868161,2,3,0,1302.29,25.6048,177.787
-1300.96,0.977626,0.868161,2,3,0,1301.08,23.6112,177.96
-1299.79,0.955233,0.868161,1,3,0,1301.33,24.7644,177.875
-1299.77,0.999821,0.868161,3,15,0,1299.8,24.3966,177.86
-1299.84,0.986064,0.868161,2,3,0,1299.88,24.4273,177.895
-1299.77,0.999494,0.868161,2,3,0,1299.87,24.3601,177.857
-1299.77,0.77742,0.868161,1,3,0,1301.04,24.3601,177.857
-1299.78,0.931145,0.868161,2,5,0,1300.22,24.5443,177.88
-1302.91,0.520488,0.868161,2,3,0,1304.55,23.8842,178.088
-1301.99,1,0.868161,2,3,0,1304,23.1442,177.979
-1300.25,0.903197,0.868161,2,3,0,1303.1,25.0721,177.945
-1300.54,0.961019,0.868161,2,3,0,1300.89,24.2519,177.974
-1301.62,0.905313,0.868161,4,19,0,1302.48,22.9216,177.78
-1300.77,1,0.868161,1,1,0,1301.49,23.3741,177.786
-1300.83,0.827947,0.868161,2,7,0,1302.6,25.8933,177.918
-1302.65,0.868049,0.868161,2,3,0,1303.2,22.5682,177.91
-1303.19,0.964859,0.868161,2,3,0,1303.76,22.3238,177.874
-1303.73,0.903689,0.868161,1,1,0,1304.4,22.1338,177.834
-1300.32,1,0.868161,2,3,0,1303.68,24.4819,177.75
-1300.52,0.960526,0.868161,2,3,0,1300.78,24.1515,177.967
-1301.29,0.886647,0.868161,1,1,0,1301.3,24.0417,178.016
-1300.24,0.908898,0.868161,2,3,0,1302.26,25.3892,177.909
-1300.1,0.97313,0.868161,2,7,0,1300.76,23.8223,177.872
-1299.75,1,0.868161,2,3,0,1300.06,24.5299,177.86
-1299.81,0.993512,0.868161,2,3,0,1299.81,24.864,177.855
-1300.69,0.885795,0.868161,2,3,0,1300.81,23.8183,177.737
-1299.82,0.994474,0.868161,2,3,0,1300.86,24.6252,177.822
-1300.4,0.849411,0.868161,2,3,0,1301.1,25.3821,177.937
-1300.5,0.989943,0.868161,2,3,0,1300.94,24.5026,177.734
-1300.71,0.948227,0.868161,2,7,0,1301.6,25.8892,177.864
-1300.45,0.828403,0.868161,1,3,0,1302.61,24.0494,177.955
-1299.93,0.867927,0.868161,2,3,0,1301.91,25.0296,177.89
-1300.43,0.920876,0.868161,2,3,0,1300.9,23.6469,177.786
-1300.34,0.927266,0.868161,2,3,0,1301.25,24.8506,177.757
-1300.15,1,0.868161,2,3,0,1300.46,24.3428,177.767
-1300.36,0.962797,0.868161,2,3,0,1300.57,24.3101,177.96
-1300.56,0.95571,0.868161,2,3,0,1301.14,24.7394,177.983
-1304.72,0.671896,0.868161,2,3,0,1305.03,27.2915,177.72
-1299.88,0.926084,0.868161,2,3,0,1305.15,24.6034,177.806
-1300.49,0.91674,0.868161,2,3,0,1300.71,23.8597,177.754
-1300.7,0.77277,0.868161,2,3,0,1302.21,25.238,177.747
-1301.64,0.794309,0.868161,1,1,0,1301.72,25.611,177.708
-1300.45,0.822077,0.868161,2,3,0,1303.09,25.4528,177.936
-1302.36,0.78457,0.868161,2,3,0,1303.06,26.813,177.849
-1302.81,0.9558,0.868161,2,3,0,1303.17,22.4955,177.902
-1305.5,0.802656,0.868161,2,3,0,1308.03,24.686,177.521
-1302.5,1,0.868161,2,3,0,1304.96,24.2507,177.622
-1300.67,1,0.868161,2,3,0,1302.24,23.7021,177.748
-1300.24,0.97506,0.868161,2,3,0,1301.16,23.6608,177.858
-1300.8,0.964979,0.868161,2,3,0,1300.95,23.3481,177.788
-1300.8,0.275208,0.868161,2,3,0,1307.18,23.3481,177.788
-1299.89,0.997077,0.868161,2,3,0,1300.88,24.3557,177.806
-1300.29,0.827684,0.868161,1,3,0,1301.34,25.2729,177.934
-1299.84,0.980761,0.868161,2,3,0,1300.61,24.8547,177.833
-1300.71,0.865584,0.868161,2,3,0,1301.13,25.4281,177.763
-1301.42,0.83808,0.868161,1,1,0,1301.51,25.6143,177.723
-1300.36,1,0.868161,1,1,0,1301.2,25.3797,177.797
-1299.87,0.918505,0.868161,1,3,0,1301,24.3316,177.897
-1300.56,0.912865,0.868161,2,3,0,1300.78,24.3132,177.977
-1300.86,0.969665,0.868161,2,3,0,1301.37,25.9997,177.871
-1301.11,0.985243,0.868161,2,3,0,1301.24,26.1554,177.857
-1301.53,0.893258,0.868161,2,3,0,1302.74,23.5539,177.997
-1299.83,0.84943,0.868161,2,3,0,1302.54,24.5858,177.817
-1299.78,0.923512,0.868161,2,3,0,1300.43,24.6239,177.881
-1299.91,0.987421,0.868161,2,3,0,1299.93,24.0773,177.829
-1300.2,0.910676,0.868161,3,15,0,1300.77,24.1044,177.77
-1300.62,0.932471,0.868161,2,3,0,1300.9,24.5417,177.987
-1301.69,0.918141,0.868161,2,7,0,1301.89,24.6538,177.662
