# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = weights_4.data.R
# init = 2 (Default)
# random
#   seed = 1475325218
# output
#   file = weights_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b1,b2,sigma
# Adaptation terminated
# Step size = 0.674533
# Diagonal elements of inverse mass matrix:
# 0.0931175, 0.0695305, 0.0386389, 0.0349778
-750.326,0.897165,0.674533,3,7,0,751.719,155.334,5.79404,-0.382827,4.95823
-749.902,0.946505,0.674533,2,3,0,751.278,154.902,5.92512,-0.430456,4.95055
-747.863,0.898996,0.674533,2,7,0,753.781,154.665,5.84877,-0.00408253,4.99158
-748.707,0.925563,0.674533,2,7,0,749.161,155.011,5.82511,-0.306363,5.06877
-748.705,0.767311,0.674533,3,7,0,751.449,154.329,5.99281,0.206688,4.95329
-748.625,0.91891,0.674533,3,7,0,749.757,154.987,5.92885,-0.164022,5.2248
-748.848,0.869553,0.674533,2,7,0,751.482,154.854,5.97682,-0.260738,4.91156
-750.069,0.616884,0.674533,2,7,0,754.784,154.908,5.78574,-0.413631,5.31075
-749.551,0.989126,0.674533,3,7,0,751.6,154.013,5.62566,0.266259,5.19564
-749.298,1,0.674533,3,7,0,750.195,154.991,5.76098,-0.354648,4.95201
-748.79,0.736061,0.674533,2,3,0,752.707,154.841,5.72458,0.00603205,4.88838
-748.961,0.963788,0.674533,3,7,0,749.629,154.675,6.02654,0.175905,4.99234
-749.23,0.961979,0.674533,2,7,0,750.383,154.216,6.05075,0.217421,4.92333
-749.115,0.949655,0.674533,3,7,0,750.159,154.416,5.86011,0.291151,4.92981
-752.336,0.707902,0.674533,3,7,0,756.33,155.524,6.09633,-0.330785,5.39096
-751.5,1,0.674533,3,7,0,754.057,155.058,6.04175,-0.581295,5.28746
-750.606,0.990504,0.674533,3,7,0,752.959,155.194,6.22476,-0.128672,4.95818
-749.13,1,0.674533,2,7,0,750.954,154.347,5.85531,-0.119272,5.24986
-750.444,0.753494,0.674533,3,7,0,753.202,154.555,5.33295,-0.196442,5.18004
-748.125,1,0.674533,2,3,0,750.321,154.749,5.73909,-0.0816418,5.20306
-748.11,0.984642,0.674533,3,7,0,748.778,154.457,5.68931,0.0976858,4.98875
-748.504,0.922747,0.674533,3,7,0,749.045,154.407,6.06151,-0.0572423,5.05575
