# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = heights_3.data.R
# init = 2 (Default)
# random
#   seed = 1475098506
# output
#   file = heights_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.909207
# Diagonal elements of inverse mass matrix:
# 0.00127973, 0.00629432
-1300.2,0.988965,0.909207,2,3,0,1301.28,23.8115,177.897
-1300.19,0.826976,0.909207,2,3,0,1302.04,25.1086,177.934
-1301.78,0.856687,0.909207,2,3,0,1302.03,24.0017,178.041
-1302.56,0.735656,0.909207,2,3,0,1305.44,22.4969,177.848
-1299.93,1,0.909207,2,3,0,1302.52,24.6443,177.915
-1302.34,0.766511,0.909207,2,3,0,1302.73,23.0138,177.984
-1300.12,1,0.909207,2,3,0,1302.31,24.9172,177.936
-1300.45,0.957075,0.909207,2,3,0,1300.79,24.1228,177.743
-1300.28,0.789544,0.909207,1,3,0,1302.69,25.3537,177.923
-1300.43,0.8151,0.909207,1,3,0,1302.77,23.8596,177.76
-1300.44,0.725,0.909207,2,3,0,1303.22,25.5518,177.92
-1300.53,0.984686,0.909207,4,23,0,1300.87,24.1416,177.736
-1301.85,0.877263,0.909207,2,3,0,1302.31,22.9363,177.745
-1301.94,0.990233,0.909207,2,3,0,1302.4,23.1797,177.699
-1300.56,0.991592,0.909207,3,15,0,1302.06,23.4431,177.81
-1300.08,0.996531,0.909207,2,7,0,1300.78,24.6365,177.777
-1300.19,0.92856,0.909207,2,3,0,1300.96,23.9618,177.918
-1300.24,0.990484,0.909207,2,3,0,1300.43,24.8332,177.766
-1301.6,0.838117,0.909207,3,11,0,1302.01,25.2119,178.041
