# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = weights_2.data.R
# init = 2 (Default)
# random
#   seed = 1475325203
# output
#   file = weights_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b1,b2,sigma
# Adaptation terminated
# Step size = 0.0083316
# Diagonal elements of inverse mass matrix:
# 847.494, 1.16266, 128.819, 251.024
-748.649,0.908516,0.0083316,5,63,0,750.308,154.949,5.68956,-0.0422909,5.16193
-749.702,0.944441,0.0083316,6,71,0,751.305,155.203,6.13932,-0.276712,5.03864
-749.566,0.996979,0.0083316,6,71,0,751.036,154.413,5.6477,0.369876,5.08363
-750.735,0.965656,0.0083316,5,39,0,752.541,154.994,5.74284,-0.516502,5.23552
-750.557,0.993491,0.0083316,3,7,0,751.405,153.953,5.77255,0.347709,4.84863
-753.292,0.97201,0.0083316,3,7,0,754.582,155.35,5.82022,-0.68526,5.42073
-748.982,0.984289,0.0083316,3,15,0,755.356,154.995,5.78782,-0.178029,4.87889
-748.093,0.988429,0.0083316,3,7,0,749.291,154.541,5.77839,-0.110093,5.1229
-748.15,0.960752,0.0083316,4,31,0,750.148,154.702,5.84476,0.098092,5.06105
-749.27,0.954455,0.0083316,5,59,0,750.525,154.546,5.56507,0.239108,4.95495
-748.834,0.988394,0.0083316,5,43,0,750.242,154.435,5.60168,0.0661253,5.298
-750.447,0.794495,0.0083316,2,3,0,751.138,154.059,5.59756,0.00784357,5.28136
-748.902,0.997961,0.0083316,4,23,0,751.56,154.309,5.53714,0.00697591,5.09084
-750.102,0.896216,0.0083316,5,39,0,752.173,154.192,5.5531,-0.0716354,5.22309
-751.237,0.96521,0.0083316,3,7,0,751.531,154.67,5.55286,0.37026,4.96231
-749.294,0.904728,0.0083316,2,7,0,752.735,154.574,5.54688,0.234215,5.20988
-748.839,0.994057,0.0083316,5,51,0,751.557,154.123,5.78095,0.210611,5.18106
-748.044,0.998237,0.0083316,6,79,0,749.079,154.548,5.98669,0.0308187,5.17118
-749.058,0.926581,0.0083316,2,3,0,749.15,154.461,5.99409,0.0657378,5.36447
-750.469,0.983432,0.0083316,6,67,0,751.985,154.309,6.29172,0.113819,5.36366
-749.473,0.943777,0.0083316,3,11,0,751.15,154.652,6.29123,-0.193764,5.04434
-749.82,0.998311,0.0083316,4,15,0,750.08,154.775,6.32324,-0.269053,5.11238
-750.981,0.988193,0.0083316,4,31,0,752.012,154.349,6.48442,0.0461601,5.18324
-750.655,0.828383,0.0083316,4,19,0,753.376,154.711,6.4465,-0.221475,5.21363
-750.581,0.886605,0.0083316,4,31,0,753.977,154.129,6.3026,0.0282586,5.15782
