# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = heights_2.data.R
# init = 2 (Default)
# random
#   seed = 1273738711
# output
#   file = heights_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.753852
# Diagonal elements of inverse mass matrix:
# 0.00137479, 0.00801528
-1300.81,1,0.753852,3,7,0,1302.43,25.5971,177.962
-1300,0.994387,0.753852,3,7,0,1301,24.5133,177.785
-1299.75,0.889969,0.753852,2,3,0,1301.04,24.5395,177.859
-1300.25,0.900269,0.753852,1,3,0,1300.68,24.7725,177.954
-1300.22,1,0.753852,1,1,0,1300.3,24.7015,177.952
-1299.96,0.995499,0.753852,2,3,0,1300.44,25.0686,177.827
-1301.09,0.849316,0.753852,2,7,0,1302.03,24.2925,177.693
-1300.89,0.975772,0.753852,2,7,0,1302.43,23.4847,177.937
-1302.06,0.871218,0.753852,2,3,0,1303.06,23.8553,178.048
-1301.37,1,0.753852,1,1,0,1302.06,24.2343,178.028
-1300.94,0.985795,0.753852,3,7,0,1301.62,24.7175,177.706
-1300.41,1,0.753852,2,7,0,1301.31,23.5194,177.854
-1300.27,0.825512,0.753852,1,3,0,1302.36,24.9646,177.769
-1299.8,1,0.753852,2,3,0,1300.26,24.2799,177.842
-1300.72,0.817723,0.753852,2,3,0,1301.39,23.764,177.956
-1299.85,0.982029,0.753852,2,3,0,1300.98,24.5632,177.901
-1301.17,0.818871,0.753852,1,3,0,1301.71,24.0608,178.009
-1299.78,0.989927,0.753852,3,7,0,1301.16,24.757,177.864
-1300.25,0.917801,0.753852,2,7,0,1300.63,24.5507,177.955
-1302.25,0.842029,0.753852,2,3,0,1302.56,23.5078,178.034
-1303.12,0.958993,0.753852,2,7,0,1303.17,26.1683,177.673
-1299.86,1,0.753852,2,7,0,1302.68,24.1828,177.878
-1299.9,0.97705,0.753852,2,3,0,1300.23,24.7662,177.907
-1299.86,0.99886,0.753852,3,7,0,1299.96,24.4005,177.81
-1299.85,0.955559,0.753852,1,3,0,1300.26,24.3627,177.894
-1301.01,0.771491,0.753852,2,3,0,1302.18,24.5869,178.014
-1300.07,0.993923,0.753852,2,7,0,1301.11,24.2444,177.925
-1300.59,0.903473,0.753852,2,3,0,1301.41,23.6861,177.759
-1300.1,0.855413,0.753852,2,3,0,1302.27,25.3262,177.879
-1299.87,0.996826,0.753852,3,15,0,1300.27,24.2635,177.814
-1302.88,0.702184,0.753852,2,3,0,1303.49,25.9152,177.664
-1299.95,0.959987,0.753852,2,3,0,1303.28,24.5359,177.794
-1301.25,0.83988,0.753852,2,3,0,1301.44,24.3822,178.025
-1299.83,1,0.753852,2,3,0,1301.06,24.8923,177.871
-1299.99,0.975633,0.753852,2,3,0,1300.12,23.9451,177.872
-1301.94,0.798231,0.753852,2,3,0,1302.23,23.6637,178.03
-1302.32,0.951307,0.753852,1,1,0,1302.5,23.5501,178.041
-1300.74,1,0.753852,2,3,0,1302.81,25.8682,177.906
-1300.39,0.973235,0.753852,2,7,0,1301.38,23.5294,177.847
-1299.85,1,0.753852,3,7,0,1300.34,24.6453,177.9
-1300.87,0.911524,0.753852,2,3,0,1301.01,23.2178,177.831
-1299.99,0.994982,0.753852,2,3,0,1300.97,25.1091,177.828
-1299.78,1,0.753852,2,3,0,1299.98,24.7249,177.848
-1300.32,0.941645,0.753852,3,7,0,1300.37,24.1902,177.951
-1300.38,0.953202,0.753852,3,7,0,1301.35,25.4839,177.92
-1299.75,0.957396,0.753852,2,5,0,1301.03,24.5185,177.856
-1300.11,0.924684,0.753852,1,3,0,1300.5,24.9924,177.931
-1302.88,0.62366,0.753852,2,3,0,1305.12,23.2919,178.047
-1300.09,0.830003,0.753852,2,3,0,1305.6,25.1863,177.909
-1299.8,0.999259,0.753852,2,3,0,1300.13,24.5011,177.824
-1300,0.982464,0.753852,2,3,0,1300.06,25.0752,177.905
-1301.06,0.935976,0.753852,3,7,0,1301.15,25.5589,177.988
-1300.28,0.992369,0.753852,2,3,0,1301.44,24.6455,177.959
-1300.59,0.808646,0.753852,2,3,0,1302.85,23.4367,177.881
-1300.22,1,0.753852,2,3,0,1300.54,23.7234,177.879
-1300.28,0.989049,0.753852,2,3,0,1300.63,23.7778,177.789
-1300.23,0.959798,0.753852,4,23,0,1300.87,24.2617,177.761
-1299.88,0.922209,0.753852,1,3,0,1301.07,24.3561,177.899
-1299.92,0.995825,0.753852,3,11,0,1300.05,25.041,177.886
-1300.22,0.899071,0.753852,1,3,0,1301.15,24.5256,177.76
-1300.28,0.996552,0.753852,2,7,0,1300.54,24.002,177.767
-1300.86,0.683175,0.753852,1,3,0,1303.18,23.8114,177.972
-1300.35,0.989634,0.753852,3,7,0,1301.24,24.8964,177.962
-1300.34,0.983327,0.753852,2,3,0,1300.75,24.8026,177.964
-1300.97,0.948866,0.753852,2,3,0,1301.29,25.5158,177.985
-1300.58,0.957128,0.753852,2,5,0,1301.71,24.0922,177.732
-1300.41,0.934231,0.753852,3,7,0,1301.73,23.7092,177.779
-1303.04,0.729027,0.753852,2,3,0,1303.96,27.1201,177.91
-1301.05,0.992101,0.753852,2,5,0,1302.8,23.1238,177.826
-1301.05,0.773934,0.753852,2,7,0,1304.06,23.1238,177.826
-1300.98,0.931693,0.753852,2,7,0,1302.47,25.4342,177.991
-1300.04,0.837631,0.753852,3,7,0,1303.53,23.8774,177.827
-1300.15,0.990859,0.753852,3,15,0,1300.32,25.3692,177.886
-1299.85,0.934017,0.753852,3,7,0,1301.27,24.1279,177.853
-1299.88,0.93078,0.753852,2,3,0,1300.55,24.1357,177.877
-1299.86,0.933907,0.753852,2,3,0,1300.58,24.113,177.854
-1300.41,0.937014,0.753852,2,3,0,1300.49,24.5531,177.742
-1300.14,0.999085,0.753852,3,11,0,1300.59,23.8734,177.896
-1300.46,0.985838,0.753852,3,7,0,1300.56,23.5009,177.871
-1300.19,0.998275,0.753852,3,15,0,1300.71,24.414,177.762
-1300.72,0.90428,0.753852,2,3,0,1301.59,23.3341,177.811
-1301.06,0.950282,0.753852,3,7,0,1301.83,23.395,177.745
-1300.26,1,0.753852,2,3,0,1301.3,23.6647,177.871
-1300.05,0.984127,0.753852,2,3,0,1300.53,24.0509,177.906
-1300.44,0.930867,0.753852,2,3,0,1301.06,25.4176,177.938
-1300.04,0.987476,0.753852,2,3,0,1300.73,23.8552,177.842
-1299.89,0.997494,0.753852,3,15,0,1300.18,24.2559,177.896
-1302.22,0.858022,0.753852,3,7,0,1302.27,25.8777,178.043
-1301.71,1,0.753852,1,1,0,1302.26,25.5668,178.032
-1300.32,0.976526,0.753852,3,15,0,1302.72,25.5508,177.888
-1302.11,0.744047,0.753852,2,3,0,1303.28,24.401,178.07
-1303.04,0.916128,0.753852,1,1,0,1303.07,24.2615,178.106
-1303.04,0.923552,0.753852,1,1,0,1304.25,24.2615,178.106
-1300.53,0.998477,0.753852,2,3,0,1303.49,23.9597,177.743
-1300.94,0.973292,0.753852,3,7,0,1301.39,25.2579,177.997
-1300.69,0.95861,0.753852,2,7,0,1301.95,25.8653,177.889
-1300.42,0.982812,0.753852,2,7,0,1301.21,25.2082,177.954
-1300.21,0.824829,0.753852,2,3,0,1303.22,24.1398,177.767
-1301.17,0.939618,0.753852,2,3,0,1301.19,25.6683,177.989
-1299.79,0.995289,0.753852,3,7,0,1301.08,24.4861,177.884
-1299.82,0.985976,0.753852,3,7,0,1299.97,24.2321,177.866
-1299.96,0.92863,0.753852,1,3,0,1300.5,25.0426,177.824
-1299.81,0.954161,0.753852,1,3,0,1300.45,24.2593,177.869
-1300.43,0.869789,0.753852,1,3,0,1301.29,25.0223,177.965
-1302.45,0.873158,0.753852,2,3,0,1302.75,25.8959,177.684
-1303.24,0.973698,0.753852,3,11,0,1304.34,22.4887,177.945
-1300.09,0.925722,0.753852,2,3,0,1304.42,23.928,177.803
-1300.62,0.77156,0.753852,2,3,0,1302.96,23.3702,177.832
-1300.99,0.946883,0.753852,2,3,0,1301.67,24.0512,177.704
-1300.01,0.738732,0.753852,3,7,0,1304.17,24.8311,177.925
-1299.92,0.986627,0.753852,2,3,0,1300.3,25.0375,177.836
-1299.82,0.980125,0.753852,2,3,0,1300.19,24.824,177.881
-1300.19,0.834714,0.753852,3,7,0,1301.74,23.9999,177.922
-1300.65,0.955118,0.753852,2,3,0,1300.88,25.0394,177.739
-1301.37,0.848136,0.753852,1,1,0,1301.46,24.9335,177.686
-1301.05,0.766209,0.753852,2,3,0,1304.05,24.2091,177.697
-1300.13,0.979666,0.753852,2,7,0,1301.97,25.192,177.809
-1299.93,1,0.753852,2,3,0,1300.13,24.0909,177.885
-1299.78,0.998491,0.753852,2,3,0,1299.97,24.4666,177.875
-1299.85,0.99354,0.753852,3,7,0,1299.85,24.7358,177.818
-1300.38,0.806679,0.753852,1,3,0,1301.51,24.0597,177.948
-1302.97,0.84885,0.753852,2,7,0,1303.48,26.776,177.998
