# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = heights_4.data.R
# init = 2 (Default)
# random
#   seed = 1273738724
# output
#   file = heights_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.781664
# Diagonal elements of inverse mass matrix:
# 0.00152791, 0.00683638
-1300.4,0.94302,0.781664,2,3,0,1300.42,23.7278,177.778
-1300,0.926472,0.781664,3,7,0,1301.4,24.1768,177.91
-1301.88,0.894949,0.781664,3,7,0,1301.95,25.09,178.059
-1300.83,0.977204,0.781664,2,7,0,1302.36,25.773,177.942
-1300.7,0.801853,0.781664,2,7,0,1304.22,25.5074,177.772
-1300.1,1,0.781664,2,3,0,1300.8,24.7478,177.778
-1300.13,0.967683,0.781664,2,3,0,1300.64,23.8816,177.802
-1300.02,0.867143,0.781664,1,3,0,1301.59,25.2284,177.877
-1300.5,0.96229,0.781664,2,3,0,1300.78,24.377,177.734
-1300.09,0.977644,0.781664,2,3,0,1300.88,25.0895,177.804
-1301.34,0.774231,0.781664,4,23,0,1303.18,24.6285,177.68
-1301.94,0.961967,0.781664,3,7,0,1302.75,26.6206,177.86
-1299.77,1,0.781664,2,3,0,1301.64,24.7247,177.854
-1300.38,0.88625,0.781664,2,5,0,1300.94,25.2438,177.947
-1300.81,0.970165,0.781664,2,3,0,1301.06,24.7861,178.001
-1301.82,0.693015,0.781664,2,3,0,1305.39,26.4811,177.819
-1300.85,1,0.781664,1,1,0,1301.68,25.9638,177.841
-1300.09,0.87936,0.781664,2,3,0,1302.37,24.4557,177.937
-1300.82,0.830731,0.781664,1,3,0,1303.38,24.6723,177.713
-1299.96,0.993206,0.781664,2,3,0,1301.01,24.1123,177.807
-1300.14,0.843244,0.781664,1,3,0,1301.63,24.8426,177.941
-1299.79,1,0.781664,2,3,0,1300.14,24.4262,177.832
-1300.74,0.896904,0.781664,3,15,0,1301.14,25.6456,177.949
-1300.15,0.89681,0.781664,3,7,0,1302.49,25.0786,177.931
-1300,1,0.781664,2,3,0,1300.25,24.5967,177.927
-1301.08,0.901108,0.781664,2,7,0,1301.38,23.2129,177.904
-1299.89,1,0.781664,2,3,0,1301.1,24.4092,177.906
-1299.97,0.986157,0.781664,2,7,0,1300.14,23.9454,177.859
-1302.13,0.769515,0.781664,2,3,0,1302.54,23.8501,178.051
-1302.52,0.987456,0.781664,2,3,0,1302.69,23.8274,178.068
-1300.01,0.869083,0.781664,1,3,0,1304.58,25.1333,177.899
-1300.88,0.871701,0.781664,2,7,0,1301.68,24.4761,178.004
-1301.58,0.928146,0.781664,2,7,0,1302.35,26.4346,177.89
-1301.03,0.989404,0.781664,3,15,0,1301.84,23.1407,177.816
-1300.38,0.985654,0.781664,2,3,0,1301.33,25.4816,177.81
-1301.1,0.946018,0.781664,2,3,0,1301.48,23.0949,177.828
-1301,0.980379,0.781664,4,19,0,1302.07,23.8854,177.709
-1301.65,0.799481,0.781664,2,3,0,1303.47,25.6259,177.708
-1300.66,1,0.781664,1,1,0,1301.49,25.4118,177.766
-1300.97,0.93838,0.781664,1,1,0,1301.09,25.3477,177.734
-1301.5,0.909381,0.781664,1,1,0,1301.64,25.7261,177.727
-1300.88,1,0.781664,2,3,0,1301.78,24.9299,177.717
-1300.46,1,0.781664,1,1,0,1300.84,24.8236,177.744
-1300.31,0.681432,0.781664,2,3,0,1304.41,23.5922,177.853
