# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = weights_1.data.R
# init = 2 (Default)
# random
#   seed = 1273962329
# output
#   file = weights_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b1,b2,sigma
# Adaptation terminated
# Step size = 0.615816
# Diagonal elements of inverse mass matrix:
# 0.125122, 0.0599417, 0.0502413, 0.0380893
-750.673,0.600448,0.615816,2,3,0,756.988,155.049,5.88147,-0.498528,5.31811
-749.259,0.920087,0.615816,3,7,0,753.766,155.151,5.9689,-0.320909,4.98942
-749.172,0.9171,0.615816,3,7,0,751.329,154.453,6.18638,-0.00821035,4.90792
-747.845,0.995921,0.615816,2,7,0,749.594,154.558,5.74283,0.0313749,5.11668
-748.191,0.968848,0.615816,2,7,0,748.495,154.671,5.91019,-0.0769079,4.91024
-748.073,0.980482,0.615816,3,7,0,748.582,154.483,5.72153,0.0381235,5.19083
-748.982,0.761608,0.615816,2,3,0,750.621,154.386,5.48606,0.176395,5.18976
-750.607,0.76546,0.615816,2,3,0,753.9,153.986,5.51415,0.231199,4.88388
-748.37,1,0.615816,3,7,0,750.504,154.65,5.76192,0.136017,5.1826
-749.108,0.796766,0.615816,3,15,0,752.894,154.735,6.09041,0.13843,5.18788
-749.015,0.99626,0.615816,3,7,0,749.956,154.515,5.55073,0.224019,4.99397
-749.84,0.980761,0.615816,3,7,0,750.425,154.423,6.31881,-0.0751713,5.20239
-750.96,0.952238,0.615816,3,7,0,752.18,155.215,5.49137,-0.204267,4.88291
-749.613,0.930849,0.615816,2,3,0,752.097,155.196,5.61502,-0.282364,5.09739
-748.965,0.903364,0.615816,3,7,0,751.549,154.266,6.13249,0.151252,5.15971
-749.843,0.893231,0.615816,3,7,0,751.186,155.002,5.45339,-0.203712,5.25164
-748.034,0.876617,0.615816,3,7,0,750.933,154.573,5.69261,-0.00135528,4.9748
-748.786,0.865009,0.615816,3,15,0,749.749,154.758,5.9827,0.0795842,4.91317
-749.057,0.987235,0.615816,3,7,0,749.999,154.887,5.89779,-0.0596157,4.82965
-748.808,0.944489,0.615816,3,7,0,751.386,154.626,5.53959,0.117253,4.96434
-750.346,0.931374,0.615816,3,7,0,750.786,154.556,5.32507,-0.184455,5.10226
-748.817,1,0.615816,2,7,0,750.422,154.592,5.96485,0.225759,5.12411
-749.02,0.980966,0.615816,2,7,0,750.501,154.794,5.94002,-0.220871,4.84507
-749.253,0.943303,0.615816,3,15,0,750.05,154.916,5.99578,-0.0110224,4.86515
-749.963,0.936148,0.615816,2,7,0,751.391,154.843,6.18596,-0.242878,4.82719
-749.45,0.764755,0.615816,3,7,0,752.371,154.258,5.45897,0.128652,5.24729
-750.857,0.911576,0.615816,2,3,0,751.699,154.425,5.35569,0.191148,5.42177
-750.165,0.994841,0.615816,2,3,0,751.403,154.239,5.43598,0.227841,5.34655
-749.243,0.953332,0.615816,2,7,0,752.201,154.254,5.95563,0.23761,4.87252
-748.229,0.96753,0.615816,2,7,0,750.714,154.842,5.65935,-0.100219,5.10883
-750.594,0.831055,0.615816,2,7,0,751.253,154.725,5.25232,0.101313,5.21484
-751.063,0.690915,0.615816,3,7,0,755.1,154.709,6.01509,0.326102,4.91322
-748.059,1,0.615816,2,3,0,751.192,154.664,5.9806,0.0514151,5.02859
-748.292,0.844849,0.615816,3,7,0,750.78,154.925,5.72666,-0.0932463,5.08852
-749.923,0.890709,0.615816,3,7,0,750.725,154.333,5.93769,0.420386,5.11351
-749.28,1,0.615816,2,3,0,750.337,154.153,5.8747,0.0235677,5.24443
-751.267,0.968568,0.615816,2,7,0,751.775,154.301,5.39061,0.452785,5.24488
-750.166,0.742231,0.615816,2,5,0,754.972,154.04,5.53849,0.041965,5.10464
-749.37,0.999651,0.615816,3,7,0,751.474,154.909,5.93019,-0.195906,5.38587
-749.131,0.990611,0.615816,3,7,0,750.674,154.662,5.5183,-0.128289,4.9089
-749.56,0.879958,0.615816,3,7,0,751.042,154.374,5.66002,0.237796,5.37315
-750.382,0.854049,0.615816,3,7,0,754.336,154.991,5.32814,-0.125117,5.21013
