# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = linear_regression_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = linear_regression_4.data.R
# init = 2 (Default)
# random
#   seed = 1273914648
# output
#   file = linear_regression_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,sigma,linpred.1,linpred.2,linpred.3,linpred.4,linpred.5,linpred.6,linpred.7,linpred.8,linpred.9,linpred.10,linpred.11,linpred.12,linpred.13,linpred.14,linpred.15,linpred.16,linpred.17,linpred.18,linpred.19,linpred.20,linpred.21,linpred.22,linpred.23,linpred.24,linpred.25,linpred.26,linpred.27,linpred.28,linpred.29,linpred.30,linpred.31,linpred.32,linpred.33,linpred.34,linpred.35,linpred.36,linpred.37,linpred.38,linpred.39,linpred.40,linpred.41,linpred.42,linpred.43,linpred.44,linpred.45,linpred.46,linpred.47,linpred.48,linpred.49,linpred.50,linpred.51,linpred.52,linpred.53,linpred.54,linpred.55,linpred.56,linpred.57,linpred.58,linpred.59,linpred.60,linpred.61,linpred.62,linpred.63,linpred.64,linpred.65,linpred.66,linpred.67,linpred.68,linpred.69,linpred.70,linpred.71,linpred.72,linpred.73,linpred.74,linpred.75,linpred.76,linpred.77,linpred.78,linpred.79,linpred.80,linpred.81,linpred.82,linpred.83,linpred.84,linpred.85,linpred.86,linpred.87,linpred.88,linpred.89,linpred.90,linpred.91,linpred.92,linpred.93,linpred.94,linpred.95,linpred.96,linpred.97,linpred.98,linpred.99,linpred.100,linpred.101,linpred.102,linpred.103,linpred.104,linpred.105,linpred.106,linpred.107,linpred.108,linpred.109,linpred.110,linpred.111,linpred.112,linpred.113,linpred.114,linpred.115,linpred.116,linpred.117,linpred.118,linpred.119,linpred.120,linpred.121,linpred.122,linpred.123,linpred.124,linpred.125,linpred.126,linpred.127,linpred.128,linpred.129,linpred.130,linpred.131,linpred.132,linpred.133,linpred.134,linpred.135,linpred.136,linpred.137,linpred.138,linpred.139,linpred.140,linpred.141,linpred.142,linpred.143,linpred.144,linpred.145,linpred.146,linpred.147,linpred.148,linpred.149,linpred.150,linpred.151,linpred.152,linpred.153,linpred.154,linpred.155,linpred.156,linpred.157,linpred.158,linpred.159,linpred.160,linpred.161,linpred.162,linpred.163,linpred.164,linpred.165,linpred.166,linpred.167,linpred.168,linpred.169,linpred.170,linpred.171,linpred.172,linpred.173,linpred.174,linpred.175,linpred.176,linpred.177,linpred.178,linpred.179,linpred.180,linpred.181,linpred.182,linpred.183,linpred.184,linpred.185,linpred.186,linpred.187,linpred.188,linpred.189,linpred.190,linpred.191,linpred.192,linpred.193,linpred.194,linpred.195,linpred.196,linpred.197,linpred.198,linpred.199,linpred.200,linpred.201,linpred.202,linpred.203,linpred.204,linpred.205,linpred.206,linpred.207,linpred.208,linpred.209,linpred.210,linpred.211,linpred.212,linpred.213,linpred.214,linpred.215,linpred.216,linpred.217,linpred.218,linpred.219,linpred.220,linpred.221,linpred.222,linpred.223,linpred.224,linpred.225,linpred.226,linpred.227,linpred.228,linpred.229,linpred.230,linpred.231,linpred.232,linpred.233,linpred.234,linpred.235,linpred.236,linpred.237,linpred.238,linpred.239,linpred.240,linpred.241,linpred.242,linpred.243,linpred.244,linpred.245,linpred.246,linpred.247
# Adaptation terminated
# Step size = 0.780735
# Diagonal elements of inverse mass matrix:
# 0.00139943, 0.00182067, 0.000712403
-7.37413,1,0.780735,2,3,0,10.0791,-0.0225447,0.797352,0.622286,0.32901,-1.06948,-1.63937,0.972318,-0.47862,2.1995,-0.852717,1.27299,-1.26877,0.584236,-0.485612,-1.12542,0.31352,0.419913,-0.349259,-0.838732,0.472356,-0.300312,-1.19185,-1.19535,-0.597492,-0.943619,-0.821251,0.178672,-1.18136,0.276567,0.336003,0.5248,0.521303,1.40585,-0.744334,-0.482116,-0.340109,-0.0625678,1.65758,-0.115011,0.708163,1.12965,0.353484,0.304537,-0.33877,-1.06948,1.32893,-0.982077,0.388446,-0.964596,0.248597,0.262582,-0.891175,0.252093,0.629687,-0.712867,0.682142,-0.705875,-1.09396,0.136718,0.304537,0.419913,-0.289823,1.43032,0.752055,-0.520575,-1.53448,-0.268846,-0.642943,0.098259,-0.499597,-0.0171168,-0.356252,1.19608,1.03175,0.867431,-0.33877,0.545777,1.33942,0.97931,0.62619,-0.324785,0.486341,-0.821251,1.80093,0.342995,-0.723356,-0.373733,-0.0730565,0.332507,-1.49952,-0.527567,0.745161,0.479348,1.02126,1.25901,-0.359748,-0.520575,0.559762,-0.101026,-0.39471,0.780025,-0.128996,-1.59741,1.43032,0.926866,0.619198,0.17168,2.05265,0.472356,-1.68132,0.0598004,0.0493117,-0.758318,-0.492605,0.0108531,0.881415,-0.74783,0.0667928,-0.587003,0.780025,-0.800273,-0.730349,-0.695386,-1.73726,0.19965,-0.559033,-0.47862,1.16447,-1.15339,0.00735687,0.363973,0.0632966,0.402431,-0.373733,0.391943,-0.768807,-0.632454,0.622694,1.12615,0.054535,-0.705875,-1.11843,0.315025,0.150702,-0.492605,-1.04151,-0.796777,0.287056,-1.10445,-0.0485829,0.650664,1.24852,-0.891175,1.6401,-0.0905377,-0.0660641,-0.576514,-0.132493,-1.13591,0.989799,-0.573018,0.671641,-0.146477,-0.160462,0.367469,-0.296816,-0.670913,-1.13591,0.7101,0.500326,1.68555,-0.20941,0.839461,0.68213,-1.34569,-0.712867,1.77645,0.863934,-0.639446,-0.149974,-0.0101243,-0.471627,-0.401703,-0.324816,-0.282831,0.129725,0.332507,0.41292,0.954836,0.297544,-0.212906,0.993295,-0.0590716,0.252093,1.39187,0.287056,0.0458154,0.175176,-0.156966,1.34292,-0.625462,0.696115,0.140863,0.724085,-0.936626,-0.0415904,0.192657,-0.69189,-1.27926,-0.723356,-0.950611,0.433897,-1.17787,-0.142981,0.374461,0.189161,1.38837,0.287056,-1.0554,0.168184,-1.01005,-0.87719,0.262582,1.2625,1.11566,-1.44358,0.262582,-0.531063,-0.433169,0.745062,-0.160462,-1.18836,-0.280244,0.19965,-0.858078,1.04574,-0.66392,-0.223395,0.926866,-0.828243,-0.289823,-0.115011,-0.873694,-0.139485,0.336003,-0.709371,-0.50659,-0.534559,0.231116,-1.34569
-8.1687,0.917226,0.780735,2,3,0,8.47295,0.0430376,0.786821,0.653322,0.38995,-0.990074,-1.55243,1.02476,-0.407014,2.23573,-0.77617,1.32147,-1.18673,0.641804,-0.413914,-1.04527,0.374664,0.479651,-0.279362,-0.76237,0.531402,-0.231061,-1.11083,-1.11428,-0.524316,-0.865872,-0.74512,0.241597,-1.10048,0.338199,0.39685,0.583153,0.579703,1.45257,-0.669218,-0.410464,-0.270332,0.00354307,1.70097,-0.0482078,0.764095,1.18001,0.4141,0.365799,-0.269012,-0.990074,1.37667,-0.903822,0.448601,-0.886572,0.310598,0.324399,-0.814121,0.314048,0.686655,-0.638168,0.738417,-0.631268,-1.01422,0.200196,0.365799,0.479651,-0.220711,1.47672,0.807407,-0.448415,-1.44893,-0.20001,-0.569167,0.162246,-0.427714,0.0483938,-0.286262,1.24556,1.08341,0.921259,-0.269012,0.603853,1.38702,1.03166,0.683205,-0.255211,0.545202,-0.74512,1.84242,0.40375,-0.648518,-0.303512,-0.00680711,0.3934,-1.41443,-0.455315,0.800604,0.538302,1.07306,1.30767,-0.289712,-0.448415,0.617654,-0.0344076,-0.324213,0.835007,-0.0620081,-1.51103,1.47672,0.97991,0.676305,0.234697,2.09083,0.531402,-1.59383,0.124295,0.113945,-0.683019,-0.420814,0.0759943,0.935059,-0.672668,0.131195,-0.513966,0.835007,-0.724419,-0.655418,-0.620918,-1.64904,0.262297,-0.486365,-0.407014,1.21438,-1.07288,0.0725442,0.42445,0.127745,0.462401,-0.303512,0.452051,-0.693369,-0.558817,0.679755,1.17656,0.119099,-0.631268,-1.03837,0.376149,0.213997,-0.420814,-0.962473,-0.720969,0.348549,-1.02457,0.0173433,0.707355,1.29732,-0.814121,1.68372,-0.0240574,9.30085e-05,-0.503616,-0.0654581,-1.05563,1.04201,-0.500166,0.728055,-0.0792583,-0.0930586,0.4279,-0.227611,-0.596767,-1.05563,0.766006,0.559003,1.72857,-0.141359,0.893658,0.738406,-1.26263,-0.638168,1.81827,0.917809,-0.565717,-0.0827084,0.055294,-0.400114,-0.331113,-0.255242,-0.213811,0.193296,0.3934,0.472751,1.00751,0.358899,-0.144809,1.04546,0.00699313,0.314048,1.43877,0.348549,0.110495,0.238147,-0.0896085,1.39047,-0.551916,0.752206,0.204287,0.779806,-0.858972,0.0242434,0.255397,-0.617468,-1.19708,-0.648518,-0.872772,0.493451,-1.09703,-0.0758083,0.4348,0.251947,1.43532,0.348549,-0.976177,0.231247,-0.931423,-0.800321,0.324399,1.31112,1.16621,-1.35923,0.324399,-0.458765,-0.362163,0.800507,-0.0930586,-1.10738,-0.211258,0.262297,-0.781461,1.09721,-0.589867,-0.15516,0.97991,-0.75202,-0.220711,-0.0482078,-0.796871,-0.0723582,0.39685,-0.634718,-0.434614,-0.462215,0.293348,-1.26263
-7.32614,1,0.780735,2,3,0,8.16801,-0.0251838,0.780405,0.62052,0.318899,-1.04987,-1.60764,0.948533,-0.471565,2.14963,-0.837711,1.24282,-1.24492,0.5687,-0.478409,-1.10462,0.303738,0.407869,-0.344954,-0.824023,0.459198,-0.297047,-1.16964,-1.17306,-0.587911,-0.926681,-0.806914,0.171757,-1.15937,0.26757,0.325743,0.510527,0.507105,1.37285,-0.731631,-0.474987,-0.335998,-0.0643562,1.61923,-0.115685,0.689994,1.10252,0.342853,0.294946,-0.334688,-1.04987,1.29757,-0.964322,0.377072,-0.947213,0.240195,0.253883,-0.875352,0.243617,0.613185,-0.700834,0.664525,-0.69399,-1.07382,0.130693,0.294946,0.407869,-0.286781,1.39681,0.732952,-0.512628,-1.50499,-0.26625,-0.632396,0.0930523,-0.492097,-0.0198712,-0.351798,1.16754,1.00671,0.845876,-0.334688,0.531059,1.30784,0.955377,0.609763,-0.321001,0.472886,-0.806914,1.75953,0.332587,-0.7111,-0.368908,-0.074622,0.322321,-1.47077,-0.519472,0.726205,0.466042,0.99644,1.22913,-0.35522,-0.512628,0.544746,-0.101997,-0.389439,0.760328,-0.129373,-1.56658,1.39681,0.904048,0.602919,0.164913,2.00591,0.459198,-1.64871,0.0554111,0.0451453,-0.745319,-0.485253,0.00750417,0.859563,-0.735053,0.062255,-0.577645,0.760328,-0.786382,-0.717944,-0.683725,-1.70346,0.192288,-0.550269,-0.471565,1.1366,-1.132,0.00408224,0.353119,0.058833,0.39076,-0.368908,0.380494,-0.755585,-0.62213,0.606341,1.0991,0.0502576,-0.69399,-1.09778,0.305212,0.144381,-0.485253,-1.0225,-0.78296,0.277836,-1.08409,-0.0506685,0.633716,1.21887,-0.875352,1.60212,-0.0917316,-0.0677782,-0.567379,-0.132795,-1.11489,0.965643,-0.563957,0.654248,-0.146482,-0.16017,0.35654,-0.293625,-0.659771,-1.11489,0.691889,0.486574,1.64661,-0.208077,0.8185,0.664514,-1.3202,-0.700834,1.73558,0.842454,-0.628974,-0.149904,-0.0130274,-0.464721,-0.396283,-0.321031,-0.279937,0.12385,0.322321,0.401025,0.931424,0.288102,-0.211499,0.969065,-0.0609343,0.243617,1.35916,0.277836,0.0417234,0.168335,-0.156748,1.31126,-0.615286,0.678201,0.134751,0.705577,-0.919837,-0.0438247,0.185444,-0.680303,-1.25519,-0.7111,-0.933525,0.421557,-1.15595,-0.143061,0.363384,0.182022,1.35574,0.277836,-1.03609,0.161491,-0.991698,-0.861665,0.253883,1.23255,1.08883,-1.41602,0.253883,-0.522894,-0.42708,0.726108,-0.16017,-1.16622,-0.277406,0.192288,-0.842959,1.02039,-0.652927,-0.221765,0.904048,-0.813758,-0.286781,-0.115685,-0.858243,-0.139639,0.325743,-0.697412,-0.498941,-0.526316,0.223085,-1.3202
-9.67751,0.655279,0.780735,2,3,0,11.7871,-0.0658812,0.739642,0.663432,0.260229,-1.03705,-1.56568,0.856976,-0.488947,1.99533,-0.835968,1.13589,-1.22191,0.496982,-0.495433,-1.08894,0.24586,0.344552,-0.368949,-0.822995,0.3932,-0.323544,-1.15056,-1.1538,-0.599215,-0.920291,-0.806779,0.120772,-1.14083,0.211582,0.266716,0.441848,0.438605,1.25913,-0.735429,-0.49219,-0.360461,-0.103008,1.49264,-0.151655,0.61194,1.00292,0.282932,0.237527,-0.359219,-1.03705,1.18778,-0.955966,0.315364,-0.93975,0.185636,0.198609,-0.871643,0.188879,0.539143,-0.70624,0.587802,-0.699754,-1.05975,0.0818541,0.237527,0.344552,-0.313815,1.28183,0.652655,-0.527865,-1.46839,-0.294356,-0.641376,0.046179,-0.508406,-0.0608461,-0.375435,1.06454,0.91211,0.75968,-0.359219,0.461307,1.19751,0.863462,0.5359,-0.346247,0.406173,-0.806779,1.62561,0.273202,-0.71597,-0.391651,-0.112737,0.263473,-1.43596,-0.534351,0.64626,0.399686,0.90238,1.12292,-0.378678,-0.527865,0.47428,-0.138683,-0.41111,0.6786,-0.164628,-1.52677,1.28183,0.814814,0.529414,0.114286,1.85912,0.3932,-1.6046,0.010504,0.000774428,-0.748402,-0.501919,-0.0349006,0.772653,-0.738672,0.0169904,-0.589486,0.6786,-0.78732,-0.722456,-0.690024,-1.65649,0.140231,-0.56354,-0.488947,1.03522,-1.11488,-0.0381438,0.292661,0.0137472,0.328336,-0.391651,0.318607,-0.758131,-0.631647,0.532657,0.999676,0.00561967,-0.699754,-1.08245,0.247257,0.0948268,-0.501919,-1.0111,-0.784077,0.221311,-1.06948,-0.0900348,0.558602,1.11319,-0.871643,1.47642,-0.128953,-0.106251,-0.579756,-0.167871,-1.09867,0.873192,-0.576513,0.578062,-0.180844,-0.193817,0.295904,-0.320301,-0.667322,-1.09867,0.613737,0.419145,1.51859,-0.239221,0.733735,0.587791,-1.29326,-0.70624,1.60291,0.756437,-0.638133,-0.184087,-0.0543597,-0.48246,-0.417597,-0.346275,-0.307328,0.0753677,0.263473,0.338066,0.84076,0.231041,-0.242465,0.876435,-0.0997644,0.188879,1.24616,0.221311,-0.00246876,0.117529,-0.190574,1.20075,-0.625161,0.600764,0.0856998,0.626709,-0.913804,-0.0835484,0.133745,-0.686781,-1.23164,-0.71597,-0.926777,0.357525,-1.13758,-0.177601,0.302391,0.130502,1.24291,0.221311,-1.02398,0.111043,-0.981911,-0.85867,0.198609,1.12616,0.989946,-1.38407,0.198609,-0.537595,-0.446785,0.646169,-0.193817,-1.14731,-0.304929,0.140231,-0.840941,0.925083,-0.660836,-0.252194,0.814814,-0.813265,-0.313815,-0.151655,-0.855427,-0.174358,0.266716,-0.702997,-0.514892,-0.540838,0.16942,-1.29326
-10.1171,0.915907,0.780735,3,7,0,11.9283,-0.03874,0.701048,0.662011,0.270354,-0.959229,-1.46028,0.835962,-0.43973,1.91492,-0.768643,1.10032,-1.13444,0.494753,-0.445878,-1.00841,0.256735,0.350277,-0.325994,-0.756348,0.396386,-0.282958,-1.06682,-1.06989,-0.544245,-0.848566,-0.740978,0.138174,-1.0576,0.224245,0.276502,0.442496,0.439422,1.21713,-0.673351,-0.442804,-0.317948,-0.0739291,1.43846,-0.120038,0.603713,0.97429,0.291872,0.248836,-0.316772,-0.959229,1.14951,-0.88238,0.322611,-0.86701,0.199653,0.211949,-0.802457,0.202727,0.534714,-0.645685,0.580834,-0.639537,-0.980746,0.101286,0.248836,0.350277,-0.273736,1.23865,0.642303,-0.476618,-1.36807,-0.255293,-0.584206,0.0674729,-0.458174,-0.0339677,-0.332142,1.0327,0.88822,0.743744,-0.316772,0.460939,1.15873,0.84211,0.53164,-0.304476,0.408682,-0.740978,1.56449,0.28265,-0.654907,-0.347511,-0.083151,0.273428,-1.33733,-0.482765,0.636242,0.402534,0.878998,1.08803,-0.335215,-0.476618,0.473235,-0.107743,-0.365955,0.666895,-0.132334,-1.4234,1.23865,0.796001,0.525493,0.132026,1.78582,0.396386,-1.49717,0.0336594,0.0244375,-0.685647,-0.452026,-0.009376,0.756039,-0.676425,0.0398073,-0.535023,0.666895,-0.722534,-0.661055,-0.630315,-1.54635,0.156618,-0.510431,-0.43973,1.00491,-1.033,-0.01245,0.301094,0.0367334,0.334907,-0.347511,0.325685,-0.694868,-0.574984,0.528567,0.971216,0.02903,-0.639537,-1.00226,0.258058,0.113582,-0.452026,-0.934637,-0.71946,0.233467,-0.989968,-0.0616333,0.553158,1.0788,-0.802457,1.42309,-0.0985208,-0.0770031,-0.525801,-0.135408,-1.01763,0.851332,-0.522727,0.571602,-0.147704,-0.16,0.304168,-0.279884,-0.608798,-1.01763,0.605415,0.420978,1.46305,-0.203035,0.719152,0.580824,-1.20207,-0.645685,1.54297,0.74067,-0.581132,-0.150778,-0.0278197,-0.433582,-0.372103,-0.304503,-0.267588,0.0951385,0.273428,0.344129,0.820592,0.242688,-0.206109,0.854406,-0.0708551,0.202727,1.20484,0.233467,0.0213636,0.1351,-0.156926,1.1618,-0.568836,0.59312,0.104931,0.617711,-0.842418,-0.0554854,0.15047,-0.627241,-1.14367,-0.654907,-0.854714,0.362573,-1.05452,-0.14463,0.310316,0.147396,1.20176,0.233467,-0.946847,0.128952,-0.906972,-0.790161,0.211949,1.0911,0.961994,-1.28814,0.211949,-0.485839,-0.399769,0.636155,-0.16,-1.06374,-0.265314,0.156618,-0.773358,0.900515,-0.60265,-0.215331,0.796001,-0.747126,-0.273736,-0.120038,-0.787087,-0.141556,0.276502,-0.642611,-0.464322,-0.488913,0.184283,-1.20207
-9.38893,1,0.780735,1,1,0,10.1923,-0.0232264,0.71186,0.661719,0.290635,-0.957912,-1.4667,0.864967,-0.430401,1.96057,-0.764388,1.1334,-1.13583,0.518495,-0.436644,-1.00785,0.276805,0.371791,-0.31491,-0.751902,0.418611,-0.271211,-1.06716,-1.07028,-0.536528,-0.845543,-0.736295,0.156416,-1.0578,0.243815,0.296878,0.465432,0.46231,1.25202,-0.667625,-0.433522,-0.306741,-0.0589582,1.47676,-0.105779,0.629135,1.00543,0.312485,0.268785,-0.305546,-0.957912,1.18335,-0.879878,0.343698,-0.864271,0.218844,0.231329,-0.798723,0.221965,0.559073,-0.639533,0.605904,-0.63329,-0.979762,0.11896,0.268785,0.371791,-0.261847,1.27387,0.668321,-0.467857,-1.37305,-0.243119,-0.577105,0.0846247,-0.449129,-0.0183804,-0.321153,1.06473,0.91803,0.771326,-0.305546,0.48416,1.19271,0.87121,0.555951,-0.293061,0.431097,-0.736295,1.60473,0.303121,-0.648897,-0.33676,-0.0683223,0.293756,-1.34184,-0.4741,0.662166,0.424854,0.908666,1.12092,-0.324275,-0.467857,0.496645,-0.0932933,-0.355488,0.693292,-0.118264,-1.42924,1.27387,0.824389,0.549709,0.150173,1.82947,0.418611,-1.50415,0.0502897,0.0409256,-0.680111,-0.442887,0.00659052,0.783811,-0.670746,0.0565324,-0.527163,0.693292,-0.717567,-0.65514,-0.623926,-1.55409,0.175144,-0.502193,-0.430401,1.03652,-1.03283,0.00346915,0.321849,0.053411,0.356184,-0.33676,0.34682,-0.689475,-0.567741,0.55283,1.00231,0.0455888,-0.63329,-1.00161,0.27815,0.131445,-0.442887,-0.932941,-0.714446,0.253179,-0.989126,-0.0464727,0.577801,1.11155,-0.798723,1.46115,-0.0839292,-0.0620796,-0.517799,-0.121386,-1.01722,0.880574,-0.514678,0.596529,-0.133871,-0.146357,0.32497,-0.26809,-0.602076,-1.01722,0.630864,0.443582,1.50173,-0.190056,0.746355,0.605893,-1.2045,-0.639533,1.58288,0.768204,-0.573984,-0.136992,-0.0121377,-0.424158,-0.361731,-0.293088,-0.255604,0.112717,0.293756,0.365548,0.84936,0.262543,-0.193177,0.883695,-0.0558369,0.221965,1.23953,0.253179,0.0378042,0.153295,-0.143235,1.19583,-0.561499,0.618379,0.122661,0.64335,-0.8393,-0.04023,0.168902,-0.620805,-1.14519,-0.648897,-0.851786,0.384276,-1.05467,-0.13075,0.331213,0.16578,1.23641,0.253179,-0.945339,0.147052,-0.904849,-0.786237,0.231329,1.12404,0.992943,-1.2919,0.231329,-0.477222,-0.389823,0.662078,-0.146357,-1.06404,-0.253295,0.175144,-0.769174,0.930516,-0.595834,-0.202541,0.824389,-0.742538,-0.261847,-0.105779,-0.783116,-0.127628,0.296878,-0.636411,-0.455372,-0.480343,0.203237,-1.2045
