# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = weights_2.data.R
# init = 2 (Default)
# random
#   seed = 1273962329
# output
#   file = weights_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b1,b2,sigma
# Adaptation terminated
# Step size = 0.605675
# Diagonal elements of inverse mass matrix:
# 0.131883, 0.0732028, 0.0492281, 0.042193
-748.768,0.998443,0.605675,3,7,0,750.27,154.785,6.04802,-0.28819,5.09756
-749.706,0.967867,0.605675,2,3,0,750.134,155.07,6.17464,-0.366111,5.1766
-749.078,0.965673,0.605675,2,3,0,750.252,155.049,6.12455,-0.12971,5.07672
-749.534,0.985682,0.605675,3,7,0,750.315,154.832,5.67029,-0.340946,4.94077
-748.559,0.993412,0.605675,3,7,0,750.74,154.533,6.07954,-0.000690527,5.25232
-748.471,0.984059,0.605675,3,7,0,749.365,154.571,5.60813,-0.0437,4.93249
-750.135,0.791292,0.605675,2,3,0,751.707,154.991,5.36946,-0.151544,5.22046
-749.663,1,0.605675,3,7,0,751.556,155.012,6.09972,-0.374959,5.24717
-751.515,0.950303,0.605675,3,7,0,752.698,155.437,6.21533,-0.472468,5.2094
-749.345,0.894825,0.605675,3,7,0,753.608,154.69,5.4131,-0.120542,5.20125
-749.299,0.991802,0.605675,3,7,0,750.517,154.787,6.29584,-0.171592,5.13364
-748.549,0.949839,0.605675,2,7,0,750.622,154.487,5.95318,0.0965123,4.87614
-748.194,0.998316,0.605675,3,7,0,749.264,154.843,5.68244,-0.120857,5.03624
-749.503,0.881223,0.605675,3,7,0,750.145,154.236,5.98143,0.176507,5.36433
-750.164,0.968313,0.605675,2,3,0,750.241,154.171,5.98962,0.117313,5.42645
-750.011,0.973809,0.605675,2,7,0,752.424,155.346,5.83452,-0.362846,5.07595
-748.957,0.882775,0.605675,2,7,0,752.683,154.78,5.73061,-0.294198,4.97003
-749.521,0.97,0.605675,3,7,0,751.006,154.022,5.96415,0.264524,5.21356
-748.556,0.972339,0.605675,2,7,0,751.099,154.888,5.91065,-0.0131976,5.21959
-748.478,0.987895,0.605675,3,7,0,748.887,154.658,5.74181,0.168419,5.04909
-748.715,0.633583,0.605675,3,7,0,752.147,154.574,5.92594,-0.184044,5.24721
-752.332,0.736046,0.605675,2,3,0,753.732,154.875,6.44252,-0.0796143,5.50942
-751.042,0.96001,0.605675,3,7,0,755.169,154.729,6.43312,0.119371,5.23708
-748.885,0.962993,0.605675,2,7,0,753.277,154.521,5.44881,-0.0225935,5.04838
-749.649,0.974502,0.605675,2,7,0,750.162,154.821,6.35245,-0.085658,5.07087
-750.256,0.980738,0.605675,2,7,0,751.586,155.111,6.12622,-0.458863,4.99693
-750.334,0.953709,0.605675,3,7,0,752.722,154.629,6.28875,0.057871,5.38743
-747.897,0.956343,0.605675,2,3,0,750.757,154.533,5.73664,-0.0364063,5.06593
-748.013,0.96,0.605675,2,7,0,749.152,154.395,5.90071,0.125269,5.08302
-748.65,0.924102,0.605675,3,7,0,750.128,154.755,5.67227,-0.109573,5.2887
-748.766,0.943125,0.605675,2,3,0,749.132,154.875,5.67717,-0.00739013,5.24444
-750.123,0.957521,0.605675,3,7,0,751.101,154.466,5.43838,-0.0725286,5.36489
-748.44,1,0.605675,2,7,0,750.196,154.844,5.84053,0.00236173,4.93977
-748.395,0.927634,0.605675,2,7,0,749.316,154.225,5.80312,0.100936,5.11939
-751.231,0.812868,0.605675,2,7,0,753.667,155.064,5.32878,-0.341658,4.99355
-749.662,1,0.605675,2,3,0,751.397,154.912,5.4782,-0.300888,5.08696
-749.947,0.936515,0.605675,2,7,0,752.11,154.178,5.96204,0.359772,5.31424
-748.865,0.900982,0.605675,2,3,0,752.73,154.352,5.6243,0.130528,5.29031
-752.997,0.699414,0.605675,2,3,0,753.931,153.691,5.33596,0.224101,5.20995
-751.638,1,0.605675,2,3,0,753.245,153.883,5.33453,0.401887,5.23723
-752.372,0.953682,0.605675,3,7,0,754.14,153.87,5.53584,0.643545,5.1798
-752.372,0.749201,0.605675,1,1,0,753.603,153.87,5.53584,0.643545,5.1798
-753.828,0.977809,0.605675,2,3,0,754.432,153.811,5.38502,0.687372,5.31618
-748.716,0.993353,0.605675,3,7,0,754.138,154.413,6.02851,-0.0966083,4.97902
-748.414,0.998994,0.605675,3,11,0,749.136,154.843,5.77985,0.0221754,4.97673
-750.157,0.773181,0.605675,2,7,0,752.999,155.095,6.03788,0.0309647,5.23359
-751.599,0.905225,0.605675,2,7,0,752.23,154.281,6.13278,-0.234122,5.37725
-750.077,1,0.605675,2,7,0,752.086,155.095,6.18879,-0.0620354,5.23423
-748.793,0.986823,0.605675,3,7,0,751.757,154.168,5.97033,0.135265,5.00491
-748.552,0.845736,0.605675,3,7,0,751.701,154.961,5.71573,-0.0494496,5.06129
-749.781,0.825004,0.605675,2,3,0,751.543,154.908,5.53943,-0.356983,5.05462
