# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = weights_4.data.R
# init = 2 (Default)
# random
#   seed = 1273962340
# output
#   file = weights_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b1,b2,sigma
# Adaptation terminated
# Step size = 0.645635
# Diagonal elements of inverse mass matrix:
# 0.127615, 0.0575027, 0.0468578, 0.0371594
-750.66,0.955232,0.645635,3,7,0,751.723,153.855,5.51237,0.368857,5.13335
-749.402,0.809844,0.645635,2,3,0,752.974,154.354,6.01,0.340197,5.15524
-748.46,0.986521,0.645635,2,7,0,750.446,154.61,5.80063,-0.206447,5.14724
-747.989,0.766347,0.645635,3,7,0,751.482,154.826,5.84195,-0.0421096,5.07222
-748.485,0.751936,0.645635,2,3,0,750.5,154.803,5.98742,-0.103204,4.89692
-750.28,0.73952,0.645635,3,7,0,752.103,153.933,5.95614,0.104499,5.21547
-747.997,1,0.645635,2,3,0,750.426,154.656,5.89434,0.0163114,5.19185
-748.912,0.920956,0.645635,3,7,0,749.829,155.004,6.14211,-0.209244,5.09637
-748.51,0.97914,0.645635,3,7,0,750.035,154.388,5.62999,0.185841,4.9814
-748.262,0.979667,0.645635,3,7,0,749.571,154.865,5.94737,-0.156398,5.19223
-748.83,0.969688,0.645635,2,3,0,749.059,154.908,6.04579,-0.291066,4.99412
-748.625,0.977857,0.645635,3,7,0,749.585,154.435,5.68648,0.082773,5.29517
-748.138,0.979905,0.645635,3,7,0,749.051,154.722,6.01643,-0.092847,4.97636
-748.171,0.914581,0.645635,3,7,0,749.504,154.425,5.76929,0.000190338,5.19572
-750.201,0.893508,0.645635,2,3,0,750.655,154.334,5.71837,0.41451,4.92013
-750.408,0.924082,0.645635,3,7,0,752.85,155.099,5.79731,0.0430499,5.32116
-753.271,0.900201,0.645635,2,3,0,753.886,154.443,5.64119,-0.223299,4.61232
-752.273,1,0.645635,1,1,0,753.741,154.452,5.6301,-0.133511,4.6184
-750.085,1,0.645635,2,3,0,751.868,154.621,5.62766,-0.085793,4.72453
-749.187,1,0.645635,3,7,0,751.299,154.238,5.99757,0.317932,5.16739
-748.684,0.812082,0.645635,3,7,0,751.195,154.922,5.68322,-0.269348,5.05538
-748.356,0.919081,0.645635,3,7,0,750.049,154.537,5.84736,0.198181,5.02959
-748.654,0.69708,0.645635,3,7,0,750.915,154.61,5.75989,-0.223484,5.16369
-748.654,0.562068,0.645635,1,3,0,751.252,154.61,5.75989,-0.223484,5.16369
-750.374,0.710898,0.645635,3,15,0,752.328,155.038,5.42503,0.0233155,5.07989
