# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = weights_4.data.R
# init = 2 (Default)
# random
#   seed = 3633324231
# output
#   file = weights_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.890211
# Diagonal elements of inverse mass matrix:
# 0.0845529, 0.00218988, 0.00136329
-746.437,0.904578,0.890211,2,3,0,746.943,154.811,0.897716,4.96808
-746.161,0.639847,0.890211,2,3,0,750.816,154.439,0.917753,5.04043
-746.744,0.784221,0.890211,1,3,0,747.71,154.829,0.864838,5.08925
-749.158,0.602293,0.890211,2,3,0,750.977,154.544,0.862652,4.67055
-747.738,0.842882,0.890211,2,3,0,751.792,154.298,0.950658,4.88926
-746.669,0.948465,0.890211,2,3,0,748.66,154.831,0.913884,4.92752
-746.031,0.938726,0.890211,2,3,0,747.144,154.615,0.91502,5.15701
-747.498,0.76294,0.890211,2,3,0,747.786,154.208,0.934548,5.2507
-747.017,1,0.890211,1,1,0,747.577,154.307,0.942074,5.19509
-747.337,0.740455,0.890211,2,3,0,749.916,154.942,0.875955,5.26401
-747.235,0.988312,0.890211,2,3,0,747.834,154.302,0.933164,4.90501
-746.904,0.88285,0.890211,2,3,0,748.898,154.896,0.882821,5.22497
-746.585,0.970998,0.890211,3,11,0,747.657,154.512,0.951416,5.06744
-746.698,0.927052,0.890211,2,3,0,747.761,154.682,0.857476,5.0095
-746.771,0.841057,0.890211,2,3,0,748.333,154.717,0.905664,5.3251
-749.331,0.599841,0.890211,2,3,0,750.463,154.77,0.995774,4.86866
-746.477,1,0.890211,2,3,0,749.045,154.494,0.888723,5.25948
-747.087,0.885086,0.890211,2,3,0,747.627,154.463,0.957829,5.23245
-746.493,0.969339,0.890211,2,3,0,747.767,154.8,0.936731,5.06529
-746.705,0.986014,0.890211,2,3,0,747.124,154.393,0.901796,4.89795
-748.175,0.898779,0.890211,2,3,0,748.214,154.268,0.879013,4.79499
-747.228,0.975131,0.890211,2,3,0,749.404,154.939,0.926843,5.26388
-746.747,0.907414,0.890211,2,3,0,748.488,154.789,0.949121,5.04842
-747.666,0.91877,0.890211,2,7,0,747.998,154.615,0.829605,5.00317
-746.8,1,0.890211,2,7,0,747.811,154.804,0.950022,5.05962
-748.706,0.627546,0.890211,2,3,0,750.628,154.501,0.925038,4.67314
-748.087,0.844098,0.890211,2,3,0,750.787,155.019,0.949199,5.2841
-748.928,0.941995,0.890211,2,3,0,749.693,154.195,0.860694,4.80186
-746.774,0.804033,0.890211,2,3,0,750.354,154.528,0.956809,5.02394
-746.417,0.998507,0.890211,2,3,0,747.138,154.593,0.885881,4.9155
-746.549,0.97237,0.890211,2,3,0,746.779,154.707,0.928702,5.25594
-746.142,0.981519,0.890211,2,3,0,746.823,154.762,0.894929,5.10546
-746.509,0.936846,0.890211,2,3,0,746.738,154.779,0.925548,5.22087
-746.549,0.775401,0.890211,2,3,0,748.922,154.442,0.889142,4.91739
-746.149,1,0.890211,2,3,0,746.598,154.59,0.907191,5.21093
