# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = heights_1.data.R
# init = 2 (Default)
# random
#   seed = 3633283952
# output
#   file = heights_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.747251
# Diagonal elements of inverse mass matrix:
# 0.00157848, 5.74584e-05
-891.373,0.903893,0.747251,5,39,0,892.364,8.14198,154.679
-891.16,0.998771,0.747251,5,39,0,891.671,8.05402,154.824
-890.708,1,0.747251,2,3,0,891.167,7.87644,154.8
-890.935,0.984388,0.747251,2,3,0,890.983,7.50933,154.426
-891.324,0.930115,0.747251,2,3,0,891.824,7.38991,154.497
-890.64,1,0.747251,3,7,0,891.284,7.59132,154.576
-892.198,0.830351,0.747251,3,7,0,892.665,8.29792,154.793
-892.273,0.98775,0.747251,4,31,0,892.646,7.27923,154.266
-893.506,0.785965,0.747251,1,1,0,893.59,7.17792,154.095
-891.503,0.963095,0.747251,2,3,0,894.548,7.95533,155.126
-891.109,0.998377,0.747251,4,23,0,891.697,7.86624,154.178
-890.638,0.986906,0.747251,2,3,0,891.31,7.63115,154.751
-890.729,0.995303,0.747251,2,3,0,890.765,7.55894,154.695
-891.598,0.872685,0.747251,2,3,0,892.037,7.40162,154.268
-891.341,0.993482,0.747251,3,15,0,892.339,7.69992,154.077
-891.275,1,0.747251,3,11,0,891.425,7.6319,154.124
-891.036,1,0.747251,2,7,0,891.267,7.89324,154.986
-890.502,1,0.747251,2,3,0,890.959,7.74004,154.633
-890.564,0.993913,0.747251,2,3,0,890.565,7.64996,154.541
-890.921,0.813724,0.747251,2,3,0,892.517,7.48266,154.573
-891.672,0.91601,0.747251,3,11,0,892.112,7.62776,155.207
-891.709,0.980417,0.747251,2,3,0,892.699,8.11222,155.025
-893.42,0.921794,0.747251,3,11,0,893.436,7.21608,154.036
-892.106,0.990733,0.747251,4,27,0,893.785,7.56425,153.928
-892.552,0.8704,0.747251,2,3,0,894.329,7.85531,153.774
-891.351,0.959368,0.747251,2,3,0,893.342,7.53368,155.04
-890.825,0.999366,0.747251,3,15,0,891.421,7.83199,154.918
-890.875,0.995018,0.747251,4,23,0,891.052,7.71547,154.96
-890.698,0.84841,0.747251,2,3,0,892.525,7.84359,154.827
-892.718,0.666532,0.747251,2,3,0,895.912,7.28448,154.096
-891.944,0.98037,0.747251,5,39,0,894.021,7.33124,154.274
-892.698,0.964004,0.747251,4,19,0,893.288,7.17474,154.477
-891.045,1,0.747251,2,3,0,893.017,7.60057,154.979
-891.627,0.946129,0.747251,2,3,0,892.059,8.19341,154.736
-891.136,1,0.747251,1,1,0,891.565,8.07204,154.732
-891.491,0.913167,0.747251,2,7,0,892.523,8.01813,154.15
-891.383,1,0.747251,1,1,0,891.575,7.98261,154.156
-890.644,1,0.747251,2,3,0,891.415,7.75041,154.385
-890.894,0.978977,0.747251,3,15,0,890.959,7.57665,154.334
-890.867,1,0.747251,3,7,0,890.901,7.91287,154.875
-891.625,0.923594,0.747251,2,3,0,891.914,8.13964,154.929
-892.745,0.895277,0.747251,2,3,0,893.692,7.16383,154.539
-890.691,1,0.747251,2,3,0,892.71,7.6394,154.4
-890.538,0.97526,0.747251,2,3,0,890.977,7.81987,154.572
-891.309,0.842707,0.747251,1,3,0,892.092,7.48175,154.255
-890.844,0.980477,0.747251,2,3,0,891.628,7.50807,154.562
-890.865,0.998867,0.747251,2,3,0,890.928,7.49981,154.631
-891.733,0.896565,0.747251,4,31,0,892.275,8.07828,154.129
-891.733,0.925995,0.747251,1,1,0,892.269,8.07828,154.129
-891.024,1,0.747251,2,3,0,891.771,7.49282,154.817
-890.786,0.999277,0.747251,2,3,0,891.198,7.74024,154.294
-890.677,0.99324,0.747251,2,3,0,890.951,7.59368,154.487
-890.675,0.999627,0.747251,3,11,0,890.748,7.88921,154.744
-890.747,0.921297,0.747251,3,11,0,891.579,7.63268,154.366
-890.588,1,0.747251,2,3,0,890.784,7.86298,154.649
-890.519,0.984971,0.747251,2,3,0,890.754,7.78398,154.551
-890.568,0.948884,0.747251,3,11,0,891.016,7.72605,154.757
-890.681,0.952764,0.747251,2,3,0,891.059,7.57632,154.539
-890.708,0.971381,0.747251,3,15,0,891.108,7.91531,154.725
-891.004,0.967609,0.747251,2,3,0,891.185,7.71733,155.018
-891.086,0.994805,0.747251,3,11,0,891.211,7.82149,155.044
-892.776,0.854556,0.747251,5,35,0,893.708,8.41001,154.585
-893.376,0.925066,0.747251,1,1,0,893.549,8.49766,154.688
-894.16,0.968185,0.747251,2,3,0,894.372,8.60528,154.573
-891.079,0.940884,0.747251,2,3,0,895.513,7.62521,155.011
-890.568,1,0.747251,2,3,0,891.063,7.8333,154.691
-890.913,0.964631,0.747251,2,3,0,890.97,7.98478,154.43
-890.718,0.994482,0.747251,2,3,0,891.068,7.92886,154.697
-891.765,0.862445,0.747251,2,3,0,892.311,8.18011,154.304
-891.463,0.998123,0.747251,3,11,0,891.967,8.15142,154.452
-891.204,0.982133,0.747251,2,3,0,891.997,8.03933,154.891
-890.889,0.998933,0.747251,2,3,0,891.469,8.00441,154.552
-890.79,1,0.747251,1,1,0,890.898,7.97055,154.601
-890.636,0.999076,0.747251,4,19,0,890.817,7.89447,154.65
-890.523,0.999774,0.747251,2,7,0,890.641,7.80491,154.592
-892.179,0.842405,0.747251,2,3,0,892.19,7.85819,155.356
-892.166,0.997007,0.747251,3,15,0,892.306,7.92713,155.332
-891.143,1,0.747251,2,3,0,892.17,7.59936,154.193
-891.77,0.949946,0.747251,2,3,0,891.923,7.86036,155.253
-891.147,0.988765,0.747251,2,3,0,892.472,7.96673,154.244
-892.054,0.904897,0.747251,2,3,0,892.459,7.63967,155.309
-891.094,0.944364,0.747251,2,3,0,892.99,7.63844,154.187
-891.799,0.698575,0.747251,2,3,0,894.824,7.5819,155.217
-890.919,0.993601,0.747251,2,3,0,892.132,7.48271,154.625
-890.904,0.997669,0.747251,4,23,0,891.183,7.59336,154.309
-893.86,0.50733,0.747251,1,3,0,897.228,8.33971,153.835
-894.179,0.976305,0.747251,3,15,0,894.447,7.241,155.383
-892.712,1,0.747251,1,1,0,894.001,7.34839,155.217
-890.878,1,0.747251,2,3,0,892.885,7.86236,154.929
-890.543,1,0.747251,2,3,0,890.851,7.78704,154.502
-890.961,0.883789,0.747251,1,3,0,891.609,7.69362,154.994
-890.744,0.98301,0.747251,2,3,0,891.199,7.73348,154.894
-890.854,0.977078,0.747251,2,3,0,891.112,7.54213,154.794
-892.695,0.797754,0.747251,2,3,0,893.199,7.16816,154.614
-893.319,0.849642,0.747251,2,3,0,895.112,8.37359,154.054
-892.78,1,0.747251,1,1,0,893.405,8.31969,154.143
-892.132,0.975863,0.747251,3,11,0,893.488,7.28302,154.887
-890.95,1,0.747251,2,3,0,892.277,7.48059,154.516
-891.468,0.856797,0.747251,2,3,0,892.442,7.5583,155.103
-892.168,0.924263,0.747251,2,3,0,892.809,7.61154,153.888
-892.16,0.992577,0.747251,3,11,0,893.186,7.89586,155.342
-892.016,0.922849,0.747251,2,3,0,893.75,7.46108,155.175
-891.498,0.997742,0.747251,5,35,0,892.359,7.81814,154.028
-892.496,0.879208,0.747251,2,3,0,893.744,7.33764,155.144
-892.938,0.829038,0.747251,2,3,0,895.41,7.14644,154.739
-892.613,0.989874,0.747251,4,23,0,894.105,8.19242,155.235
-891.892,0.977522,0.747251,4,27,0,893.788,7.7869,153.917
-892.774,0.965955,0.747251,2,3,0,893.26,8.08575,153.829
-894.088,0.925063,0.747251,6,67,0,895.281,7.10764,154.106
-891.863,0.909032,0.747251,2,3,0,896.707,7.9526,155.24
-890.838,0.982392,0.747251,3,15,0,892.04,7.76075,154.945
-891.176,0.945752,0.747251,1,1,0,891.179,7.7433,155.086
-890.591,0.942913,0.747251,2,7,0,891.938,7.63512,154.52
-890.765,0.98441,0.747251,3,15,0,890.823,7.69686,154.314
