# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = weights_3.data.R
# init = 2 (Default)
# random
#   seed = 3633324223
# output
#   file = weights_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.824431
# Diagonal elements of inverse mass matrix:
# 0.0707071, 0.00157622, 0.00155263
-747.277,0.984869,0.824431,2,3,0,749.102,154.309,0.856235,5.19307
-747.233,0.981345,0.824431,4,27,0,748.243,154.379,0.851725,5.21465
-745.971,0.949151,0.824431,1,3,0,747.891,154.636,0.89801,5.12301
-746.446,0.901342,0.824431,1,3,0,746.844,154.632,0.933084,5.23299
-746.103,0.961991,0.824431,2,3,0,747.004,154.453,0.915137,5.05259
-746.31,0.946787,0.824431,2,3,0,746.622,154.489,0.917153,5.22466
-747.35,0.683356,0.824431,2,3,0,750.827,154.327,0.85937,4.93979
-747.584,0.71168,0.824431,3,11,0,750.97,154.881,0.965966,5.17409
-748.322,0.935228,0.824431,5,35,0,749.151,154.164,0.867586,5.34519
-747.418,0.997207,0.824431,3,15,0,749.564,154.899,0.882668,4.86609
-747.863,0.97296,0.824431,2,7,0,748.709,154.323,0.879784,5.40848
-746.355,1,0.824431,2,3,0,747.905,154.528,0.86891,5.03664
-747.444,0.788763,0.824431,2,3,0,748.535,154.404,0.953507,5.31137
-747.771,0.955058,0.824431,1,1,0,747.919,154.336,0.953849,5.33434
-747.511,0.98582,0.824431,2,7,0,748.547,154.54,0.926174,5.42501
-746.103,1,0.824431,3,11,0,747.292,154.665,0.885214,5.02762
-746.581,0.910662,0.824431,2,3,0,746.97,154.791,0.878293,5.21002
-746.399,0.995648,0.824431,3,11,0,746.893,154.583,0.941217,5.17403
-747.449,0.932308,0.824431,4,27,0,747.604,154.847,0.967484,5.09615
-746.555,0.732427,0.824431,2,3,0,751.139,154.85,0.903906,5.20834
-746.588,0.985584,0.824431,5,43,0,747.152,154.796,0.86761,5.07856
-746.589,0.99779,0.824431,4,23,0,746.737,154.407,0.942325,5.13457
-749.272,0.822422,0.824431,3,7,0,749.426,155.068,0.827811,5.01346
-747.598,1,0.824431,2,3,0,750.075,154.245,0.928677,5.32521
-746.373,1,0.824431,2,3,0,747.741,154.531,0.942731,5.04715
-746.348,0.866001,0.824431,2,3,0,747.826,154.832,0.897665,5.13758
-746.921,0.920855,0.824431,2,3,0,747.371,154.92,0.879384,5.00583
