# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = heights_3.data.R
# init = 2 (Default)
# random
#   seed = 3633283959
# output
#   file = heights_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.804096
# Diagonal elements of inverse mass matrix:
# 0.0014387, 5.7706e-05
-890.854,0.855688,0.804096,3,7,0,892.712,7.535,154.434
-890.559,0.955623,0.804096,2,3,0,891.377,7.73686,154.749
-891.301,0.920812,0.804096,2,3,0,891.324,7.43409,154.351
-890.988,0.996978,0.804096,3,15,0,891.447,7.93404,154.924
-891.018,0.945379,0.804096,2,7,0,891.935,7.88358,154.229
-891.385,0.982478,0.804096,2,3,0,891.45,8.01303,154.189
-890.658,1,0.804096,2,3,0,891.445,7.60776,154.479
-891.434,0.898048,0.804096,3,11,0,891.743,8.09275,154.922
-890.563,1,0.804096,2,7,0,891.343,7.64508,154.652
-891.282,0.853525,0.804096,2,3,0,891.677,7.7481,155.123
-890.58,0.934233,0.804096,1,3,0,891.852,7.84715,154.528
-892.266,0.712999,0.804096,1,3,0,893.036,7.64928,153.851
-891.917,0.940095,0.804096,2,3,0,893.723,8.09613,154.083
-891.909,0.948674,0.804096,2,3,0,893.115,8.24005,154.409
-891.097,1,0.804096,2,3,0,891.873,8.02207,154.361
-891.067,0.999416,0.804096,3,11,0,891.157,7.50177,154.865
-891.813,0.905058,0.804096,2,3,0,892.135,8.02114,154.039
-891.516,0.998099,0.804096,3,11,0,892.269,7.73486,155.194
-891.98,0.977365,0.804096,2,3,0,892.155,7.86772,155.306
-891.467,1,0.804096,1,1,0,891.974,7.92203,155.136
-895.942,0.589484,0.804096,2,3,0,897.815,7.60052,155.927
-892.923,1,0.804096,2,3,0,896.316,8.02724,155.457
-892.788,0.982311,0.804096,2,7,0,894.24,8.34627,155.007
-893.109,0.982046,0.804096,2,7,0,893.209,7.17662,154.229
-892.137,0.803306,0.804096,2,3,0,895.411,7.43105,155.174
-892.674,0.963459,0.804096,2,3,0,892.882,7.37895,155.249
-890.87,1,0.804096,2,3,0,892.435,7.73736,154.252
-892.576,0.794984,0.804096,2,3,0,893.39,7.28359,154.142
-891.637,0.970702,0.804096,2,7,0,893.156,8.20404,154.645
-892.232,0.955458,0.804096,4,27,0,892.832,8.21243,154.145
-891.507,0.987109,0.804096,3,11,0,893.189,8.04931,154.182
-891.931,0.932554,0.804096,1,1,0,892.006,8.05551,154.033
-891.127,0.912718,0.804096,2,7,0,893.118,8.04987,154.807
-891.585,0.883819,0.804096,2,7,0,892.576,8.05635,154.159
-891.691,0.716088,0.804096,3,15,0,896.24,7.47031,155.087
-891.642,0.681928,0.804096,2,3,0,895.38,8.20076,154.705
-890.86,1,0.804096,2,3,0,891.695,7.52339,154.461
-891.437,0.763315,0.804096,3,7,0,893.299,7.38998,154.388
-890.728,0.852374,0.804096,2,7,0,892.912,7.84183,154.852
-891.164,0.839969,0.804096,1,3,0,892.3,7.81124,154.137
-891.135,0.976635,0.804096,2,3,0,891.761,8.04645,154.391
-892.518,0.893354,0.804096,2,3,0,892.845,7.61843,155.403
-892.496,0.942016,0.804096,2,3,0,893.749,8.22727,154.07
-891.568,1,0.804096,2,3,0,892.369,8.11382,154.261
-890.678,0.85713,0.804096,3,11,0,893.366,7.57815,154.536
-890.98,0.9471,0.804096,2,3,0,891.243,7.56513,154.299
-891.904,0.729964,0.804096,2,3,0,893.876,7.89086,155.279
-893.322,0.786165,0.804096,1,1,0,893.333,7.93803,155.573
-890.919,0.927537,0.804096,2,3,0,895.239,7.49342,154.713
-891.26,0.919064,0.804096,2,3,0,891.719,7.49743,154.253
-891.247,0.977513,0.804096,2,3,0,891.78,8.1097,154.683
-891.6,0.90609,0.804096,4,31,0,892.72,7.34474,154.771
-891.623,0.99257,0.804096,4,19,0,891.832,7.32709,154.677
-892.919,0.772632,0.804096,2,7,0,894.572,7.46347,153.823
-893.908,0.957523,0.804096,2,7,0,894.373,8.36373,155.359
-893,1,0.804096,2,3,0,894.871,8.43912,154.732
-890.658,1,0.804096,2,3,0,892.788,7.85569,154.779
-891.046,0.946772,0.804096,2,3,0,891.27,7.6509,155.013
-892.871,0.829027,0.804096,2,3,0,893.28,8.42243,154.691
-894.183,0.844948,0.804096,2,3,0,895.957,8.18912,155.606
-890.525,0.885958,0.804096,1,3,0,895.653,7.74134,154.7
-890.933,0.93621,0.804096,2,3,0,891.054,7.59042,154.916
-890.811,0.877944,0.804096,2,7,0,891.991,7.72358,154.283
-891.059,0.955083,0.804096,1,1,0,891.085,7.76976,154.17
-890.815,1,0.804096,2,3,0,891.142,7.80746,154.924
-891.214,0.852255,0.804096,1,3,0,892.694,7.49453,154.279
-893.162,0.788841,0.804096,2,7,0,893.623,7.69175,155.549
-890.807,0.955892,0.804096,2,3,0,893.693,7.93226,154.8
-891.297,0.916948,0.804096,4,23,0,891.884,7.98515,154.195
-891.007,1,0.804096,2,3,0,891.291,7.62096,154.978
-890.567,0.974876,0.804096,1,3,0,891.295,7.8388,154.676
-890.581,0.997928,0.804096,1,1,0,890.589,7.85553,154.66
-893,0.735531,0.804096,2,3,0,893.167,7.28159,155.187
-893.21,0.994178,0.804096,3,11,0,893.318,8.31012,153.971
-893.768,0.978256,0.804096,2,7,0,894.285,7.32574,155.416
-891.525,0.989342,0.804096,2,3,0,894.622,7.36767,154.404
-891.067,0.975658,0.804096,3,15,0,892.002,7.9149,154.23
-893.495,0.537624,0.804096,2,3,0,896.179,8.43572,155.082
-891.151,1,0.804096,2,3,0,893.546,7.85602,154.157
-891.15,0.95371,0.804096,2,7,0,892.141,7.97162,154.966
-890.802,0.979684,0.804096,2,3,0,891.674,7.80548,154.296
-892.194,0.837842,0.804096,2,3,0,892.474,7.58202,153.897
-891.942,0.835184,0.804096,2,3,0,894.566,7.462,154.057
-891.356,1,0.804096,2,3,0,892.191,8.03983,154.976
-891.581,0.865774,0.804096,3,15,0,893.308,7.43009,154.222
-890.604,0.869382,0.804096,2,3,0,892.706,7.8775,154.621
-890.67,0.915071,0.804096,2,3,0,891.391,7.79512,154.838
-890.559,0.940867,0.804096,2,3,0,891.249,7.84411,154.609
-890.866,0.950014,0.804096,2,3,0,890.986,7.90117,154.888
-890.866,0.943624,0.804096,1,1,0,891.162,7.90117,154.888
-890.758,1,0.804096,1,1,0,890.867,7.86596,154.852
-890.71,0.923554,0.804096,2,7,0,891.621,7.55734,154.581
-891.031,0.815479,0.804096,1,3,0,892.434,8.05198,154.563
-890.761,0.987252,0.804096,2,3,0,891.236,7.95634,154.648
-891.882,0.742977,0.804096,2,3,0,893.032,7.76419,153.919
-893.047,0.903638,0.804096,2,3,0,894.053,8.44695,154.723
-890.919,1,0.804096,2,3,0,893.086,7.95417,154.852
-890.695,0.825791,0.804096,2,3,0,892.768,7.839,154.829
-891.005,0.855306,0.804096,1,3,0,892.007,7.6879,154.202
-891.241,0.924541,0.804096,2,3,0,891.984,7.47794,154.293
-893.43,0.632473,0.804096,2,3,0,894.842,7.81801,153.604
-890.771,0.945089,0.804096,2,3,0,894.178,7.57178,154.431
-890.763,0.991906,0.804096,2,3,0,890.935,7.81366,154.891
-890.812,0.909468,0.804096,1,3,0,891.617,7.87661,154.335
-890.912,0.883264,0.804096,1,3,0,891.932,7.81495,154.971
-891.377,0.942545,0.804096,4,23,0,891.869,7.37336,154.544
-891.615,0.958113,0.804096,4,19,0,892.252,7.32759,154.546
-892.387,0.95448,0.804096,2,3,0,892.555,7.22523,154.802
-891.085,1,0.804096,2,3,0,892.53,8.06236,154.702
-890.599,0.997886,0.804096,2,7,0,891.109,7.86916,154.554
-890.951,0.96467,0.804096,2,3,0,891.018,7.7021,154.992
-890.931,1,0.804096,2,7,0,891.141,7.66835,154.241
-891.622,0.888868,0.804096,2,3,0,892.313,7.36967,154.334
-891.303,1,0.804096,1,1,0,891.652,7.44724,154.32
-890.654,0.983713,0.804096,2,3,0,891.496,7.68902,154.391
-890.654,0.858235,0.804096,1,3,0,891.833,7.68902,154.391
-890.618,0.989291,0.804096,2,3,0,890.86,7.67402,154.78
-891.259,0.930089,0.804096,2,3,0,891.359,7.42403,154.409
-891.458,0.962646,0.804096,1,1,0,891.544,7.3894,154.376
-890.701,0.924233,0.804096,2,3,0,892.39,7.92398,154.681
-890.607,0.9996,0.804096,3,11,0,890.78,7.75679,154.796
-893.877,0.700608,0.804096,2,3,0,893.999,8.476,155.13
-891.992,0.97726,0.804096,4,27,0,894.829,8.19111,155.007
-890.61,1,0.804096,2,3,0,891.916,7.79043,154.789
-891.502,0.914374,0.804096,3,11,0,891.646,7.44395,154.231
-891.053,0.997968,0.804096,3,15,0,891.566,7.90868,154.982
-891.053,0.855105,0.804096,2,7,0,892.448,7.93347,154.254
-893.204,0.820196,0.804096,2,7,0,893.33,7.53018,155.49
-890.568,1,0.804096,2,3,0,893.072,7.63683,154.628
-890.808,0.89822,0.804096,3,11,0,891.572,7.95561,154.745
-893.188,0.806393,0.804096,2,3,0,893.333,7.65882,153.667
-891.814,1,0.804096,1,1,0,892.998,7.61722,153.972
-892.599,0.877416,0.804096,2,3,0,893.18,7.69463,155.444
-892.486,0.995459,0.804096,2,7,0,893.199,7.51006,155.334
-891.742,1,0.804096,2,7,0,893.331,8.21826,154.734
-892.239,0.979244,0.804096,2,7,0,892.269,7.24077,154.44
-893.113,0.654315,0.804096,3,15,0,896.252,8.41604,154.261
-893.717,0.973484,0.804096,2,3,0,894.008,8.43169,154.039
