# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = weights_2.data.R
# init = 2 (Default)
# random
#   seed = 3633324218
# output
#   file = weights_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.859475
# Diagonal elements of inverse mass matrix:
# 0.0664798, 0.00155959, 0.00159574
-749.084,0.620951,0.859475,2,3,0,750.452,154.433,0.848391,4.727
-747.893,1,0.859475,1,1,0,749.003,154.462,0.860076,4.79696
-748.216,0.976715,0.859475,2,3,0,748.65,154.565,0.85049,4.7813
-748.216,0.26232,0.859475,1,1,0,752.202,154.565,0.85049,4.7813
-746.042,1,0.859475,2,3,0,748.224,154.487,0.913526,5.04488
-746.711,0.792662,0.859475,1,3,0,747.833,154.702,0.870855,5.25769
-746.863,0.962912,0.859475,2,3,0,747.593,154.954,0.902631,5.16553
-747.807,0.8407,0.859475,2,3,0,748.733,154.564,0.86247,5.4211
-746.665,0.946999,0.859475,2,3,0,748.559,154.621,0.880431,5.29314
-746.673,0.945258,0.859475,2,7,0,747.885,154.362,0.893989,4.93042
-746.76,0.783247,0.859475,2,7,0,749.371,154.931,0.911811,5.16213
-746.366,0.999111,0.859475,4,19,0,747.006,154.58,0.872585,5.18821
-746.664,0.980909,0.859475,4,23,0,746.803,154.619,0.862248,5.21707
-747.08,0.940307,0.859475,2,3,0,747.764,154.97,0.887422,5.19232
-747.736,0.901048,0.859475,4,19,0,748.619,154.258,0.92173,4.83738
-746.211,1,0.859475,2,3,0,747.639,154.491,0.900971,4.95925
-748.317,0.60676,0.859475,3,11,0,750.869,154.501,0.929553,5.50908
-748.281,0.998754,0.859475,2,7,0,749.124,154.713,0.916024,4.70095
-746.352,1,0.859475,2,3,0,748.463,154.806,0.89533,4.99626
-746.935,0.84773,0.859475,2,3,0,747.778,154.337,0.901374,5.29365
-746.546,0.999303,0.859475,2,3,0,747.538,154.653,0.891929,4.88466
-749.464,0.587432,0.859475,3,11,0,751.43,154.909,0.825608,4.8403
-748.212,1,0.859475,2,3,0,749.803,154.719,0.819122,5.02133
-746.985,0.999154,0.859475,4,19,0,748.364,154.82,0.860752,4.98141
-747.169,0.946749,0.859475,2,3,0,747.878,154.202,0.921496,5.18763
-747.487,0.982186,0.859475,2,3,0,747.707,154.167,0.937796,5.12009
-748.25,0.954679,0.859475,4,19,0,749.161,154.795,0.825352,4.96957
-747.003,0.987695,0.859475,4,19,0,748.874,154.814,0.889277,4.86713
-746.876,0.861347,0.859475,2,3,0,749.021,154.288,0.916695,5.23211
-746.096,1,0.859475,2,7,0,746.923,154.625,0.882539,5.12529
-746.039,0.972976,0.859475,3,15,0,746.45,154.544,0.92091,5.03632
-746.239,0.981104,0.859475,3,11,0,746.299,154.751,0.893425,4.98967
-747.191,0.84183,0.859475,2,3,0,748.083,154.216,0.93246,5.16851
-748.043,0.919497,0.859475,4,23,0,749.065,154.764,0.84984,5.38936
-746.557,0.972788,0.859475,2,3,0,748.748,154.782,0.869377,5.03127
-746.362,0.89126,0.859475,3,11,0,747.813,154.478,0.939916,5.08166
-747.369,0.897764,0.859475,2,3,0,747.66,154.277,0.945696,5.24469
-747.473,0.982564,0.859475,5,35,0,748.69,154.965,0.946576,5.20521
-747.405,0.998824,0.859475,2,3,0,747.923,155.028,0.93265,5.07786
-746.395,0.985387,0.859475,2,7,0,747.819,154.765,0.88112,4.99123
-746.983,0.767293,0.859475,2,3,0,749.183,154.212,0.913802,5.1424
-745.986,0.782767,0.859475,2,3,0,749.4,154.627,0.893929,5.03809
-746.839,0.722857,0.859475,2,3,0,748.354,154.765,0.928332,5.2965
-746.547,1,0.859475,2,3,0,746.907,154.823,0.923329,5.20373
-747.308,0.930058,0.859475,2,3,0,747.787,154.31,0.959129,5.10812
-748.17,0.755995,0.859475,2,3,0,750.29,154.204,0.894634,4.81438
-749.207,0.952318,0.859475,2,3,0,749.348,155.16,0.898309,5.41411
-746.842,1,0.859475,2,3,0,749.859,154.403,0.929885,5.28144
-747.58,0.962245,0.859475,2,3,0,747.605,154.319,0.932564,5.36165
-748.677,0.89063,0.859475,2,3,0,749.416,154.856,0.843801,4.81211
-748.896,0.978553,0.859475,2,7,0,749.353,154.277,0.981123,5.34101
-747.826,0.971734,0.859475,3,11,0,750.689,154.181,0.946437,5.24178
-747.604,0.997209,0.859475,2,7,0,747.894,154.942,0.862463,4.939
-747.198,0.984926,0.859475,4,19,0,748.493,154.304,0.906687,5.32176
-746.797,0.975201,0.859475,3,11,0,748.013,154.952,0.901957,5.05884
-747.21,0.981681,0.859475,2,3,0,747.409,155.009,0.89672,5.18912
-747.084,0.956057,0.859475,2,3,0,747.994,154.201,0.923369,5.08905
-749.59,0.776896,0.859475,2,3,0,750.617,154.058,0.837845,5.31161
-747.235,0.970441,0.859475,2,3,0,750.441,154.292,0.864257,4.97231
-747.156,0.750002,0.859475,2,3,0,750.732,155.009,0.905123,5.17485
-747.616,0.970254,0.859475,2,3,0,748.039,154.931,0.905385,5.36457
-747.313,0.960634,0.859475,2,3,0,748.738,155.045,0.894849,5.11135
-746.372,0.999254,0.859475,2,3,0,747.571,154.71,0.88492,5.2202
-746.236,0.798581,0.859475,2,3,0,748.416,154.643,0.935693,5.13344
-747.215,0.722071,0.859475,1,3,0,748.997,154.658,0.872828,4.82713
-746.006,1,0.859475,2,3,0,747.053,154.679,0.908026,5.13264
-746.245,0.900303,0.859475,2,3,0,746.974,154.611,0.93877,5.08546
-747.501,0.840454,0.859475,2,3,0,748.053,154.791,0.92518,4.80009
-746.51,1,0.859475,2,3,0,747.798,154.51,0.930015,4.92387
-747.559,0.851419,0.859475,2,3,0,748.423,154.93,0.859996,5.25418
-747.462,1,0.859475,2,3,0,747.806,154.872,0.850981,5.22334
-748.043,0.892112,0.859475,2,3,0,749.379,154.614,0.829479,5.30295
-746.828,1,0.859475,3,11,0,748.291,154.325,0.942838,5.09391
-749.527,0.837703,0.859475,3,11,0,749.571,155,0.831009,4.8606
-747.751,1,0.859475,2,3,0,750.405,154.796,0.872092,5.40723
-747.442,1,0.859475,2,7,0,748.223,154.452,0.907173,4.77903
-746.999,0.972359,0.859475,2,3,0,748.49,154.368,0.854862,5.1229
-747.784,0.931894,0.859475,2,7,0,748.682,154.915,0.854096,5.28655
-747.906,0.765645,0.859475,2,3,0,751.773,154.421,0.956315,4.82915
-746.553,0.99363,0.859475,2,3,0,748.396,154.352,0.928552,5.15832
-748.507,0.846032,0.859475,3,11,0,748.646,154.945,0.829756,5.2296
-746.741,0.989202,0.859475,2,3,0,748.964,154.531,0.852888,5.13025
-747.51,0.903455,0.859475,2,3,0,748.136,154.865,0.967381,5.11948
