# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = heights_3.data.R
# init = 2 (Default)
# random
#   seed = 591787627
# output
#   file = heights_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.855088
# Diagonal elements of inverse mass matrix:
# 0.00175749, 5.84315e-05
-894.816,0.62569,0.855088,1,3,0,895.15,8.27406,155.657
-894.692,1,0.855088,1,1,0,895.515,8.32269,155.588
-894.918,0.943038,0.855088,2,3,0,897.231,6.96604,154.365
-895.115,1,0.855088,2,3,0,895.303,8.71238,154.803
-894.808,0.995258,0.855088,2,3,0,895.373,6.9763,154.358
-892.82,0.999723,0.855088,2,3,0,895.223,8.37108,154.27
-890.891,1,0.855088,2,3,0,892.581,7.64818,154.941
-892.699,0.582576,0.855088,2,3,0,894.266,8.39035,154.747
-893.118,0.927213,0.855088,1,1,0,893.458,8.44102,154.848
-892.349,1,0.855088,1,1,0,893.169,8.33036,154.758
-890.77,0.983798,0.855088,2,3,0,892.6,7.85649,154.869
-891.658,0.852931,0.855088,2,3,0,891.953,7.54351,155.15
-891.652,0.988984,0.855088,2,3,0,892.098,7.8372,153.987
-891.652,0.785473,0.855088,1,1,0,892.584,7.8372,153.987
-892.692,0.815787,0.855088,2,3,0,893.707,7.31558,154.049
-894.512,0.601457,0.855088,1,1,0,894.853,7.276,153.721
-890.753,1,0.855088,1,3,0,893.95,7.72383,154.315
-890.692,1,0.855088,1,1,0,890.771,7.75828,154.351
-891.852,0.818813,0.855088,1,3,0,892.028,8.03259,154.037
-892.444,0.75349,0.855088,1,3,0,896.431,7.78159,155.422
-890.688,1,0.855088,2,3,0,892.447,7.6317,154.801
-890.736,0.993238,0.855088,2,3,0,890.883,7.93271,154.715
-890.92,0.982815,0.855088,2,3,0,890.993,7.48301,154.639
-891.132,0.971609,0.855088,2,7,0,891.425,7.89881,154.188
-890.954,0.945016,0.855088,2,3,0,891.822,7.79564,154.218
-891.162,0.982821,0.855088,2,3,0,891.272,7.66862,154.148
-890.903,0.956906,0.855088,2,3,0,891.743,7.89849,154.3
-890.964,0.930647,0.855088,2,3,0,891.729,7.55712,154.894
-891.564,0.877233,0.855088,2,3,0,892.069,7.35718,154.415
-891.731,0.989388,0.855088,2,3,0,891.911,8.17971,154.889
-891.154,0.998141,0.855088,2,3,0,892.097,7.76555,154.134
-891.827,0.893838,0.855088,2,3,0,892.546,8.23844,154.503
-891.126,0.97128,0.855088,2,3,0,892.455,7.89267,155.026
-890.998,1,0.855088,2,3,0,891.347,8.01949,154.771
-893.338,0.851101,0.855088,2,3,0,893.449,7.37348,153.825
-891.67,1,0.855088,2,3,0,893.95,7.56343,155.169
-890.583,1,0.855088,2,3,0,891.576,7.68993,154.456
-892.013,0.799427,0.855088,2,3,0,892.671,7.4012,155.098
-892.217,0.969144,0.855088,2,3,0,892.978,7.82072,153.842
-892.992,0.870777,0.855088,2,3,0,894.032,7.82676,155.53
-892.296,1,0.855088,2,3,0,893.873,7.4361,155.222
-891.089,0.968262,0.855088,2,3,0,893.019,7.50635,154.325
-891.278,0.952838,0.855088,2,3,0,891.688,8.07208,154.869
-891.523,0.986048,0.855088,2,3,0,891.684,8.02981,155.063
-890.56,0.951046,0.855088,2,3,0,892.031,7.64304,154.587
-892.693,0.635601,0.855088,1,3,0,893.095,7.40331,153.93
-891.579,1,0.855088,2,3,0,892.854,7.35018,154.432
-890.628,0.904949,0.855088,1,3,0,892.223,7.84036,154.766
-890.536,0.972246,0.855088,2,3,0,890.877,7.69471,154.519
-891.082,0.928325,0.855088,2,3,0,891.208,7.53193,154.922
-890.757,0.921161,0.855088,2,3,0,891.595,7.93086,154.75
-890.647,0.957616,0.855088,2,3,0,891.193,7.6657,154.413
-891.95,0.844879,0.855088,2,3,0,892.152,8.22395,154.315
-891.95,0.764907,0.855088,1,1,0,893.268,8.22395,154.315
