# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = weights_2.data.R
# init = 2 (Default)
# random
#   seed = 591737959
# output
#   file = weights_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.749824
# Diagonal elements of inverse mass matrix:
# 0.0684376, 0.00174465, 0.00158505
-746.656,0.955256,0.749824,2,3,0,746.858,154.48,0.864398,5.20265
-746.386,0.990649,0.749824,3,15,0,747.231,154.446,0.890033,4.95082
-747.057,0.814757,0.749824,2,3,0,748.583,154.227,0.926658,5.16905
-751.084,0.721522,0.749824,2,3,0,752.149,154.691,1.00255,4.72099
-748.344,1,0.749824,1,1,0,750.63,154.685,0.981116,4.87856
-746.703,1,0.749824,2,3,0,748.708,154.828,0.938816,5.00678
-746.029,0.839985,0.749824,4,27,0,749.194,154.591,0.885594,5.08822
-747.823,0.873675,0.749824,2,7,0,747.929,155.046,0.893993,4.91273
-748.444,0.963802,0.749824,2,3,0,748.61,155.074,0.893181,4.84918
-748.925,0.975025,0.749824,3,7,0,750.953,153.971,0.876052,5.21678
-748.771,0.806579,0.749824,3,7,0,753.628,155.196,0.943588,5.13966
-746.575,0.975248,0.749824,2,3,0,749.554,154.897,0.898286,5.04126
-746.645,0.849334,0.749824,3,7,0,748.672,154.462,0.865508,4.9814
-748.448,0.856912,0.749824,2,3,0,748.821,155.08,0.934504,5.34262
-747.013,0.993838,0.749824,3,7,0,749.503,154.635,0.869129,4.86314
-746.003,0.948322,0.749824,2,3,0,747.669,154.548,0.890967,5.10745
-747.094,0.753138,0.749824,1,3,0,748.754,154.551,0.95787,5.26028
-746.477,0.976865,0.749824,2,3,0,747.91,154.356,0.881416,5.09472
-747.183,0.871536,0.749824,2,3,0,748.367,154.723,0.950711,4.89187
-747.298,0.870529,0.749824,3,7,0,749.743,154.275,0.916548,4.88112
-746.785,0.999937,0.749824,3,7,0,747.864,154.869,0.871079,5.1432
-747.776,0.91504,0.749824,2,7,0,748.576,154.402,0.867027,4.80664
-747.946,0.98927,0.749824,2,3,0,748.284,154.476,0.859002,4.79186
-747.432,0.924803,0.749824,3,7,0,749.491,154.209,0.882284,4.94112
-749.153,0.685313,0.749824,2,3,0,752.305,154.419,1.00156,5.29722
-747.385,0.984825,0.749824,4,31,0,749.873,154.68,0.857547,4.85847
-747.007,0.957089,0.749824,2,3,0,748.428,154.939,0.891974,4.96027
-747.777,0.919912,0.749824,3,7,0,748.896,154.518,0.825537,5.05828
-746.392,1,0.749824,2,3,0,747.968,154.751,0.908103,5.23547
-746.534,0.982012,0.749824,3,15,0,747.044,154.358,0.929302,5.02373
-746.367,0.979439,0.749824,3,7,0,747.29,154.625,0.88779,5.24666
-746.473,0.994609,0.749824,3,7,0,746.817,154.691,0.9315,4.93922
-747.957,0.847334,0.749824,2,3,0,748.41,154.646,0.88559,5.48033
-748.077,0.965416,0.749824,2,7,0,749.66,154.195,0.855883,5.27621
-746.913,0.958843,0.749824,2,7,0,749.191,154.275,0.882466,4.99155
-746.873,0.970847,0.749824,3,7,0,747.862,154.911,0.931708,5.16878
-746.619,0.982702,0.749824,2,3,0,747.304,154.818,0.920365,5.23723
-746.13,0.998137,0.749824,3,7,0,746.745,154.544,0.919214,5.18064
-746.642,0.932296,0.749824,3,7,0,747.191,154.425,0.86268,5.11943
-746.436,0.947094,0.749824,3,7,0,747.63,154.769,0.937822,5.06092
-746.436,0.688743,0.749824,2,3,0,750.097,154.769,0.937822,5.06092
-747.888,0.870176,0.749824,3,7,0,748.465,154.764,0.900881,5.46545
-747.543,0.98287,0.749824,4,23,0,749.13,154.577,0.833854,4.98405
-746.72,1,0.749824,2,3,0,747.723,154.576,0.866849,4.92164
-750.505,0.680103,0.749824,2,3,0,751.298,153.857,0.856942,5.28211
-749.702,1,0.749824,2,3,0,750.991,154.04,0.842396,5.34105
-748.476,0.977125,0.749824,2,3,0,751.361,154.015,0.916969,4.98824
-746.353,1,0.749824,2,3,0,748.539,154.525,0.942284,5.09965
-747.491,0.9046,0.749824,3,7,0,747.902,154.36,0.899788,5.39433
-746.202,0.969078,0.749824,3,15,0,748.729,154.527,0.934387,5.06822
-746.393,0.974343,0.749824,2,7,0,746.75,154.425,0.879179,5.16291
-748.344,0.85854,0.749824,3,7,0,748.591,154.87,0.872953,5.45774
-747.551,1,0.749824,2,3,0,748.316,154.804,0.86976,5.37075
-749.133,0.835914,0.749824,2,3,0,751.215,154.068,0.860173,4.8873
-750.006,0.770132,0.749824,2,3,0,753.764,154.411,0.927427,4.60359
-747.165,0.786935,0.749824,2,3,0,754.85,154.436,0.843883,5.06775
-746.652,1,0.749824,2,3,0,747.111,154.454,0.859869,5.05712
-747.801,0.752272,0.749824,3,7,0,749.887,154.706,0.934928,4.76435
-746.821,0.727585,0.749824,3,7,0,752.336,154.268,0.905358,5.20049
-746.168,0.964496,0.749824,3,7,0,747.66,154.497,0.892735,4.98238
-747.022,0.788085,0.749824,2,3,0,748.559,154.755,0.849012,5.15273
-747.396,0.798863,0.749824,3,7,0,750.235,154.585,0.976585,5.05488
-747.41,0.985708,0.749824,3,7,0,748.462,154.603,0.833958,5.16807
-747.425,0.931097,0.749824,3,7,0,749.078,154.583,0.977708,5.07232
-750.055,0.8341,0.749824,2,7,0,751.324,155.298,0.959183,5.14349
-749.973,0.99103,0.749824,3,7,0,752.18,153.982,0.868925,4.84522
-746.404,0.987803,0.749824,2,3,0,750.464,154.436,0.883976,4.97042
-746.07,0.834852,0.749824,2,3,0,748.224,154.625,0.901791,4.97937
