# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = weights_3.data.R
# init = 2 (Default)
# random
#   seed = 591737963
# output
#   file = weights_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.940185
# Diagonal elements of inverse mass matrix:
# 0.0717506, 0.00160176, 0.00137309
-746.532,0.991041,0.940185,2,3,0,746.82,154.796,0.926577,4.96282
-746.485,0.652806,0.940185,2,3,0,750.718,154.394,0.883312,5.19198
-746.304,1,0.940185,2,3,0,746.672,154.83,0.898808,5.09661
-746.566,0.883595,0.940185,2,3,0,747.35,154.568,0.924776,5.28442
-748.252,0.774793,0.940185,2,3,0,748.958,154.178,0.963585,4.9994
-747.835,0.993628,0.940185,4,31,0,749.797,154.176,0.943767,4.95987
-746.598,1,0.940185,2,3,0,747.834,154.37,0.906206,4.93342
-748.323,0.626328,0.940185,2,3,0,750.116,154.544,0.980286,4.87058
-747.306,1,0.940185,2,3,0,748.69,154.337,0.937401,4.88233
-747.282,0.723569,0.940185,2,3,0,750.574,155.01,0.924089,5.18483
-747.213,0.816095,0.940185,2,3,0,750.131,154.296,0.952325,5.04019
-746.608,0.872648,0.940185,2,3,0,748.647,154.398,0.923122,4.93351
-747.833,0.85396,0.940185,2,7,0,748.253,154.581,0.828534,5.24459
-747.219,0.885233,0.940185,2,3,0,749.575,154.324,0.908181,5.33718
-747.97,0.927554,0.940185,2,3,0,748.934,154.409,0.912291,4.74011
-746.216,1,0.940185,2,3,0,747.695,154.57,0.909034,5.2275
-746.218,0.998794,0.940185,4,19,0,746.42,154.563,0.888474,5.2076
-747.351,0.73904,0.940185,2,3,0,748.369,154.742,0.857476,4.87941
-747.632,0.905089,0.940185,2,3,0,749.236,154.252,0.934367,4.88169
-746.856,1,0.940185,2,3,0,748.182,154.477,0.907867,5.33863
-746.719,0.975193,0.940185,2,3,0,747.707,154.825,0.901104,4.90957
-746.682,0.98558,0.940185,2,7,0,747.453,154.333,0.900726,5.23362
-746.353,0.966636,0.940185,2,3,0,747.195,154.536,0.921423,5.24047
-746.093,0.972821,0.940185,2,3,0,746.727,154.471,0.912477,5.02162
-746.836,0.773351,0.940185,1,3,0,747.799,154.58,0.864486,5.27301
-746.713,0.987922,0.940185,3,15,0,747.521,154.788,0.921113,4.90334
-748.171,0.828377,0.940185,2,7,0,748.695,154.399,0.821546,5.15062
-746.828,0.754168,0.940185,2,3,0,751.142,154.949,0.919874,5.10038
-746.091,1,0.940185,2,7,0,746.699,154.474,0.890047,5.06766
-746.373,0.966933,0.940185,2,7,0,746.469,154.599,0.942784,5.1453
-746.707,0.923081,0.940185,2,3,0,747.317,154.531,0.934304,4.89452
-748.897,0.622173,0.940185,2,3,0,750.154,154.853,0.999297,5.07112
-747.476,0.860613,0.940185,2,3,0,751.526,154.161,0.935177,5.07755
-747.531,0.987839,0.940185,3,15,0,748.58,154.326,0.842514,5.07647
-747.085,0.985926,0.940185,2,3,0,747.955,154.938,0.935633,5.186
-746.244,0.998526,0.940185,2,7,0,747.081,154.404,0.905421,5.15492
-746.732,0.812602,0.940185,1,3,0,747.873,154.843,0.867693,5.07175
-747.914,0.909533,0.940185,2,3,0,748.487,154.327,0.92728,4.78773
-747.25,0.786874,0.940185,2,3,0,751.288,154.402,0.864035,5.30665
-747.031,0.627454,0.940185,2,3,0,752.118,154.486,0.963318,5.1643
-747.259,0.980088,0.940185,2,3,0,747.623,154.742,0.840517,5.06063
-748.582,0.649317,0.940185,2,7,0,751.02,155.175,0.91463,5.28393
-748.184,0.9003,0.940185,2,3,0,750.95,154.114,0.880537,4.91625
-749.462,0.770755,0.940185,2,3,0,750.348,155.077,0.919708,5.50409
-747.93,0.906869,0.940185,2,3,0,752.149,154.376,0.964957,5.32816
-746.363,1,0.940185,2,3,0,747.998,154.544,0.914355,5.25574
-746.05,1,0.940185,2,3,0,746.384,154.491,0.903167,5.01919
-746.246,0.583433,0.940185,2,3,0,750.963,154.736,0.922486,5.17196
-746.457,0.838474,0.940185,2,7,0,747.548,154.361,0.892158,4.99734
-746.851,0.9456,0.940185,2,7,0,747.322,154.493,0.921972,4.85157
-746.847,0.931404,0.940185,2,3,0,747.943,154.268,0.923277,5.17572
-746.099,0.937661,0.940185,2,3,0,747.344,154.561,0.908268,4.97074
-746.229,0.92758,0.940185,2,3,0,746.729,154.699,0.912752,5.21043
-746.095,0.870518,0.940185,2,3,0,747.467,154.505,0.924471,5.05568
-747.11,0.86151,0.940185,2,3,0,747.335,154.488,0.965497,5.17037
-748.623,0.742472,0.940185,2,3,0,750.182,155.051,0.97192,5.05903
-748.492,0.995367,0.940185,2,3,0,749.976,154.145,0.841124,5.06262
-748.245,1,0.940185,2,7,0,748.598,155.068,0.958798,5.13847
-748.207,0.976164,0.940185,3,15,0,749.944,154.118,0.860514,4.99911
-747.066,1,0.940185,2,7,0,748.493,154.919,0.887723,5.25632
-747.183,0.634157,0.940185,2,7,0,751.609,154.281,0.923643,4.90741
-747.934,0.910546,0.940185,2,3,0,749.04,154.353,0.934896,5.422
-747.135,0.970211,0.940185,2,3,0,748.231,154.705,0.912967,4.807
-746.819,1,0.940185,2,3,0,747.592,154.677,0.947818,4.93373
-746.552,0.964615,0.940185,2,3,0,747.569,154.37,0.935984,5.11275
-750.041,0.588345,0.940185,2,3,0,750.673,154.779,0.86628,4.62173
-748.761,0.902237,0.940185,2,3,0,752.612,154.225,0.833447,5.30367
-746.35,1,0.940185,2,3,0,748.433,154.831,0.917744,5.11111
-748.209,0.727816,0.940185,2,3,0,749.328,154.767,0.91142,4.71462
-749.738,0.806676,0.940185,2,3,0,750.426,154.309,0.87854,5.60455
-747.612,0.938876,0.940185,2,3,0,751.179,154.593,0.838213,5.28097
-747.706,0.977456,0.940185,4,19,0,748.886,154.806,0.839179,5.24433
-747.878,0.949657,0.940185,3,11,0,749.457,154.528,0.983168,4.9845
-747.137,1,0.940185,2,3,0,748.064,154.426,0.964371,5.13644
-747.137,0.71351,0.940185,2,3,0,749.691,154.426,0.964371,5.13644
-749.637,0.769362,0.940185,2,3,0,750.734,155.311,0.919173,5.00491
-748.554,1,0.940185,2,3,0,750.859,155.081,0.8525,4.97448
-746.902,0.989446,0.940185,2,3,0,749.207,154.895,0.92567,4.95525
-746.92,0.926215,0.940185,2,3,0,748.166,154.925,0.903514,5.23347
-748.368,0.884966,0.940185,2,3,0,748.84,155.082,0.85153,5.17366
-748.537,0.980847,0.940185,2,3,0,748.987,154.057,0.947929,5.02133
-747.843,0.963588,0.940185,3,11,0,750.249,154.908,0.921874,4.80789
-748.089,0.958365,0.940185,4,23,0,749.542,154.397,0.86884,5.44308
-750.247,0.460263,0.940185,2,3,0,756.532,155.076,1.00427,5.18152
-748.61,1,0.940185,2,3,0,750.961,154.238,0.824761,5.13613
-747.827,0.829127,0.940185,2,3,0,751.238,154.376,0.918066,4.76693
-746.834,0.972732,0.940185,2,3,0,748.78,154.739,0.855419,5.01483
-746.988,0.918876,0.940185,2,3,0,748.111,154.853,0.870515,5.23839
-746.845,0.944762,0.940185,2,3,0,748.081,154.312,0.939899,5.04854
-747.56,0.826041,0.940185,2,3,0,748.733,154.159,0.871219,5.13254
-747.272,0.89604,0.940185,2,3,0,749.35,154.302,0.949679,4.97846
-749.192,0.715941,0.940185,2,3,0,751.316,154.458,0.832073,4.77322
-748.566,1,0.940185,2,7,0,750.537,154.398,0.906656,5.53158
-746.614,0.879709,0.940185,2,3,0,749.877,154.857,0.926941,5.17386
-746.503,1,0.940185,2,3,0,746.838,154.842,0.927985,5.04469
-746.918,0.943984,0.940185,2,7,0,747.502,154.768,0.853462,5.1522
