# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = heights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = heights_4.data.R
# init = 2 (Default)
# random
#   seed = 591787635
# output
#   file = heights_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,mu
# Adaptation terminated
# Step size = 0.933221
# Diagonal elements of inverse mass matrix:
# 0.00113528, 5.70951e-05
-890.685,0.980022,0.933221,2,3,0,891.313,7.56863,154.579
-892.704,0.67759,0.933221,2,3,0,893.705,7.63171,155.446
-893.059,1,0.933221,2,3,0,894.034,8.32437,154.046
-891.329,1,0.933221,2,3,0,893.741,7.8183,154.081
-891.329,0.688409,0.933221,1,1,0,892.439,7.8183,154.081
-891.552,0.962915,0.933221,2,3,0,892.511,7.99315,155.112
-891.111,0.86618,0.933221,2,3,0,892.361,8.01521,154.337
-893.597,0.618514,0.933221,2,3,0,893.96,7.80313,155.638
-893.385,1,0.933221,2,3,0,894.356,7.90523,153.622
-891.175,1,0.933221,2,3,0,893.274,8.04541,154.857
-891.28,0.903277,0.933221,2,3,0,892.264,7.83034,155.113
-891.167,0.859338,0.933221,2,3,0,892.961,7.55072,154.227
-891.152,0.865947,0.933221,2,3,0,892.695,7.71696,155.075
-891.222,0.9914,0.933221,2,3,0,891.383,7.86431,154.134
-892.484,0.879563,0.933221,2,3,0,892.805,8.25988,155.08
-891.588,0.994225,0.933221,2,3,0,892.793,7.38535,154.31
-891.106,1,0.933221,1,1,0,891.523,7.47252,154.385
-891.541,0.803184,0.933221,2,3,0,892.734,7.6684,155.187
-890.891,0.90599,0.933221,2,3,0,892.169,7.51573,154.45
-893.165,0.726653,0.933221,2,3,0,894.108,7.26557,155.202
-891.583,1,0.933221,1,1,0,892.795,7.37697,154.876
-890.815,0.950652,0.933221,2,3,0,892.399,7.8835,154.34
-891.124,0.862308,0.933221,2,7,0,892.335,7.42703,154.608
-891.101,0.913632,0.933221,2,7,0,891.826,7.82103,154.163
-891.087,0.962102,0.933221,2,3,0,891.874,7.89036,155.011
-890.665,0.9667,0.933221,2,3,0,891.406,7.86216,154.778
-890.594,0.995422,0.933221,2,3,0,890.714,7.61889,154.576
-890.636,0.9315,0.933221,2,7,0,891.031,7.89463,154.647
-890.622,0.984891,0.933221,2,7,0,890.777,7.70783,154.804
-890.642,0.964731,0.933221,1,3,0,890.952,7.88894,154.523
-893.531,0.726444,0.933221,2,3,0,893.536,7.0768,154.676
-891.397,0.983494,0.933221,2,7,0,893.57,8.14319,154.717
-891.32,0.739165,0.933221,1,3,0,894.656,7.38262,154.594
-891.578,0.951728,0.933221,1,1,0,891.665,7.33243,154.589
-892.343,0.848912,0.933221,1,1,0,892.44,7.23151,154.803
-891.432,0.985551,0.933221,2,7,0,892.618,8.13803,154.425
-890.727,0.864655,0.933221,2,3,0,892.925,7.76179,154.884
-891.829,0.888246,0.933221,2,3,0,891.84,8.04767,154.059
-890.767,0.957219,0.933221,2,7,0,892.251,7.57213,154.434
