# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = weights_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = weights_1.data.R
# init = 2 (Default)
# random
#   seed = 591737959
# output
#   file = weights_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.720045
# Diagonal elements of inverse mass matrix:
# 0.0714663, 0.00174789, 0.00140381
-746.508,0.970374,0.720045,3,7,0,746.632,154.809,0.901721,5.23002
-749.3,0.796144,0.720045,2,3,0,749.496,154.818,0.860135,5.55185
-747.512,0.965507,0.720045,3,7,0,751.373,154.766,0.850277,4.89926
-746.046,1,0.720045,2,7,0,747.43,154.552,0.892651,5.1514
-746.083,0.990355,0.720045,3,7,0,746.267,154.623,0.918075,4.99142
-747.073,0.853502,0.720045,2,3,0,747.916,154.939,0.869741,5.07493
-746.771,0.96157,0.720045,2,7,0,748.355,154.645,0.901216,5.33683
-746.988,0.957791,0.720045,3,7,0,748.207,154.653,0.941677,4.87136
-750.035,0.768292,0.720045,2,3,0,750.869,154.989,0.912725,5.60907
-749.855,1,0.720045,3,7,0,751.621,154.879,0.861842,5.59186
-746.356,0.988923,0.720045,3,7,0,750.052,154.417,0.878998,5.12628
-747.586,0.903623,0.720045,2,3,0,747.829,154.143,0.910419,5.23975
-748.113,0.892028,0.720045,3,7,0,750.552,154.16,0.953358,5.24295
-746.051,0.999916,0.720045,2,3,0,748.129,154.735,0.904091,5.08426
-746.338,0.864961,0.720045,3,7,0,748.246,154.352,0.908305,5.10215
-747.091,0.832502,0.720045,2,3,0,748.538,154.259,0.915975,5.25788
-746.239,0.979507,0.720045,3,7,0,747.639,154.388,0.913312,5.07729
-747.388,0.89397,0.720045,2,3,0,747.909,154.97,0.931656,4.94486
-748.398,0.93389,0.720045,3,7,0,749.51,154.95,0.858013,4.8388
-747.989,0.977631,0.720045,3,7,0,749.36,154.297,0.953177,5.35077
-746.365,0.820531,0.720045,2,3,0,751.067,154.599,0.875887,5.20724
-746.648,0.986704,0.720045,2,3,0,746.758,154.711,0.87282,5.24829
-747.671,0.849884,0.720045,3,7,0,749.519,154.463,0.980274,5.15152
-748.382,0.948603,0.720045,3,7,0,749.876,154.503,0.813568,5.0567
-746.748,0.957821,0.720045,2,3,0,749.379,154.442,0.866703,5.22577
-746.989,0.966228,0.720045,2,3,0,747.506,154.604,0.847256,5.18967
-747.259,0.967912,0.720045,3,7,0,748.088,154.522,0.969002,4.99536
-746.291,0.993185,0.720045,2,3,0,747.389,154.582,0.938944,5.02831
-747.175,0.926407,0.720045,2,7,0,747.483,154.696,0.936706,4.8368
-746.259,0.916105,0.720045,2,7,0,748.754,154.489,0.884144,4.98424
-747.614,0.903449,0.720045,3,7,0,747.949,154.265,0.959767,5.0177
-746.903,0.983723,0.720045,2,3,0,748.328,154.662,0.960523,5.015
-746.785,0.999784,0.720045,3,7,0,747.451,154.648,0.850486,5.10964
-747.822,0.739268,0.720045,2,3,0,750.777,154.822,0.913567,4.7656
-746.618,1,0.720045,3,7,0,748.347,154.3,0.892491,5.15011
-746.755,0.995288,0.720045,3,7,0,747.058,154.866,0.9167,4.94078
-746.023,0.973408,0.720045,2,3,0,747.25,154.613,0.886323,5.08826
-746.493,0.934937,0.720045,2,7,0,747.019,154.843,0.890849,4.99962
